Key,cap-edit,cap-retrieve,e2e-instruct
nigeria_celebrations_independence-day-celebration,3,4,1
nigeria_flower_hibiscus,4,4,2
united-states_houses_apartment,4,2,3
turkey_houses_apartment,2,4,4
brazil_mammal_muriqui,4,4,2
turkey_houses_yalı,2,4,4
portugal_mammal_iberian-lynx,4,4,2
japan_flower_chrysanthemum,4,4,2
portugal_celebrations_festa-dos-tabuleiros,4,1,4
united-states_utensil_spatula,1,5,4
united-states_celebrations_new-years-day,4,3,4
nigeria_vegetable_okra,4,4,2
portugal_celebrations_carnaval-de-torres-vedras,4,4,2
united-states_music_country,4,2,4
nigeria_mammal_bat,1,4,4
united-states_utensil_table-knife,2,4,4
nigeria_beverages_zobo,3,4,4
japan_beverages_calpis,1,4,4
nigeria_sport_basketball,4,2,4
nigeria_clothing_aso-oke,5,2,5
japan_education_kyūshoku,4,4,1
brazil_utensil_mortar-and-pestle,4,4,1
united-states_religion_mainline-protestant,4,4,2
united-states_fruit_apple,5,2,5
turkey_food_simit,5,2,5
portugal_religion_judaísmo,4,2,4
turkey_beverages_turkish-coffee,2,4,4
turkey_sport_tennis,4,2,4
portugal_clothing_traje-campino-ribatejano,2,4,2
japan_mammal_ezo-red-fox,1,4,4
nigeria_agriculture_cocoa,4,4,2
brazil_education_whiteboard,4,4,2
turkey_agriculture_greenhouse,4,2,4
japan_beverages_matcha,4,4,2
nigeria_vegetable_carrot,4,4,2
nigeria_celebrations_durbar-festival,4,4,2
united-states_flower_tulip,4,2,2
brazil_vegetable_yam,2,4,4
nigeria_flower_royal-poinciana,4,2,4
brazil_houses_palafita,4,2,4
nigeria_houses_yoruba-architecture,2,4,4
united-states_education_boarding-school,4,2,2
brazil_celebrations_brazilian-carnival,4,2,4
japan_flower_fuji,1,1,4
nigeria_celebrations_eyo-festival,4,2,4
portugal_agriculture_salt-pans,1,5,5
japan_clothing_yukata,5,5,3
brazil_agriculture_livestock,1,1,1
turkey_clothing_yelek,5,5,3
portugal_agriculture_olive-oil-mills,2,4,4
japan_celebrations_hinamatsuri,1,5,5
brazil_celebrations_new-years-eve,4,2,4
nigeria_visual-arts_igbo-art,5,2,5
united-states_bird_blue-jay,5,2,5
united-states_clothing_down-jacket,2,5,5
turkey_food_baklava,1,1,5
nigeria_utensil_meat-grinder,5,5,2
brazil_utensil_wooden-spoon,4,4,2
portugal_sport_roller-hockey,2,5,2
united-states_bird_bald-eagle,2,4,4
nigeria_celebrations_new-yam-festival,5,5,2
nigeria_clothing_wrapper,4,2,4
united-states_vegetable_brussels-sprout,4,2,4
brazil_sport_capoeira,2,4,2
japan_visual-arts_manga,5,2,5
united-states_food_fried-chicken,5,5,2
united-states_education_state-school,2,4,4
japan_celebrations_oshōgatsu,2,4,4
brazil_food_churrasco,5,5,2
japan_flower_hydrangea-macrophylla,2,5,5
japan_mammal_yezo-sika-deer,5,5,2
nigeria_utensil_mortar-and-pestle,5,5,2
japan_celebrations_coming-of-age-day,5,5,1
nigeria_food_nigeria-jollof-rice-and-chicken-meat,1,5,5
nigeria_visual-arts_bronze-work,5,2,5
united-states_music_jazz,1,5,5
portugal_fruit_apple,1,5,1
portugal_visual-arts_escultura,1,1,5
united-states_celebrations_christmas,4,2,4
brazil_fruit_guava,2,5,5
united-states_bird_american-robin,2,5,5
turkey_flower_hyacinth,2,5,5
turkey_celebrations_ramadan,1,5,5
portugal_celebrations_carnaval-de-podence,2,5,5
brazil_religion_protestantism-in-brazil,1,3,1
japan_sport_karate,2,5,5
portugal_agriculture_floricultura,5,2,5
japan_sport_kendō,5,1,5
united-states_visual-arts_mural-painting,3,5,5
portugal_agriculture_vindima,5,1,5
turkey_bird_crow,2,5,5
nigeria_music_traditional-flute-player,1,5,5
united-states_sport_american-football,5,3,5
brazil_bird_great-kiskadee,5,1,5
turkey_clothing_turkish-salvar,5,2,5
portugal_beverages_port-wine,5,5,1
brazil_education_escola,5,1,5
japan_houses_danchi,5,5,2
nigeria_houses_aso-villa,2,2,5
japan_food_miso-soup,5,1,5
japan_music_shamisen,2,5,5
portugal_fruit_orange,5,1,4
nigeria_fruit_pineapple,5,2,5
united-states_mammal_raccoon,4,1,5
portugal_religion_nossa-senhora-de-fatima,5,3,2
brazil_houses_colonial-architecture-of-brazil,5,2,5
portugal_flower_orquídea,2,5,5
turkey_mammal_angora-goat,5,1,5
japan_religion_butsuzō,5,2,5
turkey_music_qanun,5,5,1
brazil_beverages_cachaça,5,4,2
brazil_vegetable_okra,4,3,5
turkey_flower_begonia,5,5,1
brazil_agriculture_soybean,5,1,1
nigeria_agriculture_poultry-farming,5,5,1
brazil_music_bossa-nova,1,5,5
japan_clothing_kimono,5,1,5
japan_sport_judo,1,5,5
turkey_religion_alevism,5,1,5
brazil_agriculture_sugarcane,1,3,5
turkey_visual-arts_calligraphy,5,3,5
nigeria_clothing_boubou,1,5,5
brazil_education_federal-university-of-rio-de-janeiro,5,5,2
turkey_clothing_tesettür,5,3,1
united-states_religion_christianity,5,1,5
turkey_houses_mosque,5,1,5
nigeria_bird_duck,5,2,5
nigeria_religion_hinduism-in-nigeria,5,1,5
nigeria_education_igbo-apprentice-system,5,5,1
japan_fruit_kyoho,5,5,1
nigeria_beverages_kunu,5,1,5
nigeria_visual-arts_pottery,1,4,5
brazil_bird_sabiá-laranjeira,5,5,1
nigeria_music_jazz,5,5,1
united-states_religion_judaism,5,5,1
brazil_flower_bromelia,2,5,5
japan_houses_shinto-shrine,3,5,5
brazil_clothing_flip-flops,5,4,3
turkey_agriculture_tobacco-farming,5,1,5
brazil_bird_green-headed-tanager,5,1,5
turkey_clothing_fez,3,5,1
nigeria_utensil_cutting-board,5,5,1
turkey_music_ottoman-music,5,1,5
united-states_celebrations_halloween,2,5,5
japan_religion_tera,5,3,5
japan_education_vocational-school,3,5,5
united-states_visual-arts_abstract-expressionism,1,5,5
nigeria_beverages_chapman,5,2,5
turkey_utensil_sieve,5,5,2
united-states_music_rock,5,5,1
portugal_vegetable_pumpkin,3,5,5
turkey_fruit_cherry,3,5,1
nigeria_bird_ostrich,1,5,5
brazil_visual-arts_brazilian-street-art,5,5,1
united-states_sport_basketball,3,1,5
united-states_education_projector,5,5,1
portugal_utensil_wooden-spoon,5,1,3
japan_vegetable_daikon,5,3,5
turkey_food_i̇çli-pide,5,5,4
brazil_celebrations_festa-junina,5,1,5
united-states_flower_lilium,5,2,5
japan_vegetable_renkon,5,5,1
nigeria_flower_aloe-vera,5,5,4
portugal_visual-arts_portuguese-pavement,5,5,1
portugal_food_pastel-de-nata,3,5,5
portugal_beverages_espresso,2,5,5
united-states_agriculture_cotton,5,5,1
japan_education_sotsugyōshiki,1,5,5
japan_agriculture_poultry-farming,5,5,3
united-states_education_kahoot,5,1,5
japan_sport_sumo,1,5,5
brazil_food_brigadeiro,2,5,5
brazil_houses_sobrado,5,1,3
united-states_houses_california-bungalow,5,3,1
nigeria_food_amala-and-ewedu,1,5,4
nigeria_fruit_mango,3,5,5
brazil_celebrations_congada,5,1,5
united-states_music_pop-music,5,1,5
united-states_fruit_banana,1,5,5
united-states_mammal_white-tailed-deer,3,5,5
japan_utensil_donabe,5,5,2
portugal_flower_dianthus-caryophyllus,5,3,5
portugal_vegetable_zucchini,1,5,5
turkey_flower_bellis-perennis,5,1,5
brazil_beverages_sugarcane-juice,5,1,5
nigeria_music_afrobeat,5,1,3
portugal_flower_girassol,5,4,1
japan_education_shukudai,4,1,5
portugal_clothing_ribeira,4,5,1
united-states_houses_townhouse,1,4,5
brazil_mammal_giant-anteater,1,5,5
nigeria_flower_orchid,3,1,5
portugal_bird_gull,1,5,1
japan_sport_yakyū,5,5,1
nigeria_mammal_aardvark,5,1,5
nigeria_vegetable_garden-egg,1,5,5
turkey_visual-arts_paper-marbling,5,1,4
turkey_music_anatolian-rock,5,5,1
portugal_mammal_estrela-mountain-dog,5,1,5
united-states_sport_volleyball,1,5,5
turkey_sport_volleyball,5,1,4
turkey_education_imam-hatip-high-school,5,5,1
united-states_food_apple-pie,1,3,5
turkey_vegetable_tomato,1,1,5
brazil_agriculture_coffee,1,5,5
united-states_celebrations_thanksgiving,5,5,1
brazil_beverages_caipirinha,5,2,4
portugal_music_kizomba,5,1,5
united-states_vegetable_kale,5,1,5
nigeria_houses_koutammakou,1,5,4
nigeria_mammal_greater-cane-rat,1,5,5
japan_agriculture_pig-farming,1,5,5
brazil_clothing_sleeveless-shirt,5,5,1
portugal_sport_tennis,5,3,1
portugal_education_cartilha-maternal,4,1,5
brazil_visual-arts_tropicália,1,5,5
nigeria_education_university-of-port-harcourt,1,4,5
turkey_celebrations_republic-day,1,1,5
portugal_education_computer,5,1,5
brazil_utensil_squeegee,5,5,1
portugal_sport_association-football,1,5,1
nigeria_utensil_sieve,1,5,5
turkey_beverages_rakı,5,1,4
turkey_visual-arts_anatolian-rug,1,5,1
portugal_fruit_peach,5,1,5
japan_bird_crow,5,5,1
turkey_education_karma-eğitim,5,1,5
japan_vegetable_wasabi,1,5,5
turkey_vegetable_zucchini,5,1,5
japan_fruit_peach,5,1,5
turkey_education_cram-school,1,5,5
united-states_clothing_jeans,1,5,5
brazil_visual-arts_modernism-in-brazil,5,1,1
portugal_food_francesinha,1,4,5
united-states_visual-arts_street-art,5,1,5
portugal_education_blackboard,1,5,5
united-states_beverages_coca-cola,1,5,1
portugal_mammal_porco,5,1,5
brazil_bird_tucano,1,5,5
japan_bird_kiji,5,5,1
nigeria_flower_ixora,1,5,5
turkey_fruit_watermelon,5,1,5
brazil_celebrations_independence-day,5,1,5
portugal_vegetable_lettuce,5,5,1
brazil_clothing_shorts,5,5,1
nigeria_education_computer-classes,5,1,5
united-states_clothing_suit,5,1,5
turkey_beverages_boza,1,5,3
portugal_clothing_camisola-poveira,1,5,5
portugal_clothing_capote-alentejano,5,1,5
japan_utensil_suribachi,5,1,5
turkey_fruit_plum,5,1,5
brazil_mammal_jaguar,5,1,5
nigeria_houses_igbo-architecture,1,5,4
nigeria_vegetable_cabbage,5,4,1
turkey_fruit_fig,5,1,5
nigeria_bird_guineafowl,1,5,5
portugal_religion_orthodoxy,5,1,5
united-states_music_bluegrass,1,5,5
japan_visual-arts_origami,5,1,5
united-states_fruit_blueberry,5,5,1
brazil_music_forró,5,5,1
nigeria_sport_running,5,5,1
nigeria_celebrations_ofala-festival,5,1,5
japan_houses_minka,5,1,5
united-states_education_blended-learning,5,5,1
nigeria_agriculture_fish-farming,1,5,4
turkey_mammal_red-fox,1,5,5
turkey_visual-arts_graffiti,1,5,5
united-states_celebrations_independence-day,5,1,1
brazil_fruit_pineapple,5,5,1
united-states_religion_evangelicalism,5,4,1
united-states_flower_rose,5,5,1
united-states_houses_prairie-school,5,5,1
united-states_flower_common-sunflower,5,1,5
brazil_clothing_bikini,5,5,1
japan_fruit_kaki,1,5,5
united-states_visual-arts_art-of-the-american-southwest,5,1,5
brazil_flower_cattleya,5,5,1
portugal_music_cavaquinho,5,1,5
portugal_bird_carrion-crow,1,5,5
brazil_food_pão-de-queijo,5,5,1
united-states_utensil_spoon,5,2,5
brazil_visual-arts_barroco-no-brasil,5,1,5
united-states_agriculture_tobacco,5,4,5
turkey_vegetable_green-bean,5,5,1
brazil_flower_jacaranda,5,2,5
portugal_houses_aldeias-do-xisto,5,1,5
portugal_vegetable_beterraba,5,1,3
nigeria_beverages_palm-wine,1,5,5
brazil_mammal_maned-wolf,1,5,5
japan_music_gagaku,5,5,2
united-states_flower_narcissus,4,5,5
turkey_mammal_roe-deer,5,5,1
nigeria_mammal_chimpanzee,1,5,5
japan_agriculture_稲作,5,5,2
japan_flower_prunus-mume,1,5,5
turkey_bird_greater-flamingo,5,5,2
turkey_bird_mallard,4,5,5
united-states_bird_american-crow,1,5,5
turkey_mammal_angora-cat,5,5,2
nigeria_sport_football,1,5,5
nigeria_mammal_african-forest-elephant,5,2,5
japan_vegetable_shiitake,5,5,1
turkey_agriculture_wheat,5,5,1
turkey_fruit_apple,5,5,3
japan_visual-arts_ukiyo-e,3,5,5
brazil_clothing_havaianas,4,5,5
japan_clothing_hakama,5,5,2
brazil_flower_heliconia,1,5,5
united-states_utensil_fork,5,1,4
japan_education_kosha,5,5,1
turkey_education_boğaziçi-university,5,5,5
japan_religion_torii,5,5,5
united-states_bird_mourning-dove,5,2,5
japan_food_tempura,5,4,5
united-states_clothing_sneakers,2,5,5
nigeria_fruit_udala,1,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,2,5
brazil_music_frevo,5,5,1
japan_agriculture_fishery,3,1,5
brazil_vegetable_potato,5,1,5
united-states_beverages_beer,5,5,2
turkey_houses_konak,2,5,5
japan_visual-arts_shodō,1,5,5
portugal_houses_casas-típicas-de-santana,5,3,5
nigeria_religion_islam,5,3,2
turkey_vegetable_eggplant,4,3,5
turkey_religion_turbe,5,5,1
portugal_bird_common-blackbird,5,5,1
turkey_bird_domestic-pigeon,5,2,5
brazil_religion_umbanda,5,5,3
turkey_bird_gull,5,2,5
portugal_flower_magnolia,5,1,5
japan_houses_kinkaku-ji,5,3,5
brazil_mammal_capybara,5,5,1
japan_visual-arts_ink-wash-painting,3,5,5
nigeria_education_morning-assembly-at-a-primary-school,5,5,2
nigeria_religion_christianity,5,2,5
nigeria_beverages_roselle-juice,5,5,2
portugal_sport_handball,5,3,5
portugal_beverages_ginjinha,2,5,5
brazil_food_feijoada,3,5,5
united-states_mammal_cougar,5,2,5
portugal_education_queima-das-fitas,4,5,5
brazil_sport_futsal,5,2,5
united-states_vegetable_broccoli,5,1,1
portugal_bird_house-sparrow,1,5,5
portugal_music_fado-de-lisboa,1,5,5
united-states_sport_golf,5,3,5
portugal_utensil_almofariz,5,1,5
portugal_celebrations_noite-branca,5,2,5
nigeria_food_akara,5,2,5
nigeria_houses_residential-estate,5,1,1
turkey_sport_football,5,5,5
japan_fruit_watermelon,5,5,5
turkey_religion_deism,5,5,5
brazil_education_kwl-table,3,5,5
turkey_vegetable_cucumber,5,3,5
japan_fruit_citrus-unshiu,5,5,3
japan_houses_buddhist-temples-in-japan,5,5,3
turkey_clothing_kaftan,1,4,5
turkey_sport_wrestling,2,5,5
portugal_vegetable_potato,5,3,5
portugal_bird_rock-dove,5,1,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,3,5,3
united-states_agriculture_maize,5,4,5
turkey_education_quran-course,5,2,5
japan_clothing_hanten,5,5,4
turkey_sport_basketball,5,4,2
brazil_music_música-popular-brasileira,5,3,5
brazil_vegetable_pumpkin,2,5,5
portugal_food_cozido-à-portuguesa,5,5,4
japan_mammal_common-raccoon-dog,5,5,1
brazil_religion_catholic-church,5,5,5
nigeria_fruit_banana,5,3,5
united-states_houses_ranch-style-house,3,5,5
brazil_education_national-high-school-exam,4,5,5
turkey_religion_christianity,4,5,5
brazil_food_coxinha,5,5,3
portugal_visual-arts_azulejo,5,5,1
portugal_utensil_nutcracker,5,3,5
nigeria_clothing_isiagu,5,1,5
nigeria_bird_owl,5,1,5
portugal_mammal_red-squirrel,1,5,5
portugal_flower_bellis-annua,5,2,5
