Key,cap-edit,cap-retrieve,e2e-instruct
united-states_education_projector,5,5,5
portugal_utensil_wooden-spoon,5,1,2
japan_vegetable_daikon,5,5,4
turkey_food_i̇çli-pide,5,5,5
brazil_celebrations_festa-junina,3,5,3
united-states_flower_lilium,5,3,5
japan_vegetable_renkon,5,5,5
nigeria_flower_aloe-vera,5,3,5
portugal_visual-arts_portuguese-pavement,5,5,4
portugal_food_pastel-de-nata,5,5,4
portugal_beverages_espresso,3,3,3
united-states_agriculture_cotton,5,5,5
japan_education_sotsugyōshiki,5,3,5
japan_agriculture_poultry-farming,5,5,5
united-states_education_kahoot,3,5,3
japan_sport_sumo,5,4,5
brazil_food_brigadeiro,3,5,2
brazil_houses_sobrado,3,5,2
united-states_houses_california-bungalow,5,2,5
nigeria_food_amala-and-ewedu,5,5,4
nigeria_fruit_mango,5,5,5
brazil_celebrations_congada,3,5,5
united-states_music_pop-music,2,5,2
united-states_fruit_banana,5,5,5
united-states_mammal_white-tailed-deer,5,5,5
japan_utensil_donabe,5,5,5
portugal_flower_dianthus-caryophyllus,5,5,5
portugal_vegetable_zucchini,5,4,3
turkey_flower_bellis-perennis,5,5,1
brazil_beverages_sugarcane-juice,5,5,5
nigeria_music_afrobeat,2,4,1
portugal_flower_girassol,4,4,5
japan_education_shukudai,1,5,2
portugal_clothing_ribeira,1,5,5
united-states_houses_townhouse,5,1,3
brazil_mammal_giant-anteater,5,5,1
nigeria_flower_orchid,3,5,5
portugal_bird_gull,1,5,5
japan_sport_yakyū,5,5,5
nigeria_mammal_aardvark,5,2,3
nigeria_vegetable_garden-egg,5,1,1
turkey_visual-arts_paper-marbling,5,5,4
turkey_music_anatolian-rock,1,1,5
portugal_mammal_estrela-mountain-dog,5,1,5
united-states_sport_volleyball,5,1,2
turkey_sport_volleyball,1,5,1
turkey_education_imam-hatip-high-school,4,1,5
united-states_food_apple-pie,5,1,5
turkey_vegetable_tomato,5,1,1
brazil_agriculture_coffee,5,4,5
united-states_celebrations_thanksgiving,2,5,3
brazil_beverages_caipirinha,4,5,1
portugal_music_kizomba,1,5,1
united-states_vegetable_kale,4,5,1
nigeria_houses_koutammakou,5,5,1
nigeria_mammal_greater-cane-rat,5,5,4
japan_agriculture_pig-farming,1,5,5
brazil_clothing_sleeveless-shirt,1,1,5
portugal_sport_tennis,5,1,5
portugal_education_cartilha-maternal,2,4,5
brazil_visual-arts_tropicália,5,1,1
nigeria_education_university-of-port-harcourt,5,1,2
turkey_celebrations_republic-day,1,5,1
portugal_education_computer,4,5,5
brazil_utensil_squeegee,5,2,5
portugal_sport_association-football,5,5,5
nigeria_utensil_sieve,5,5,5
turkey_beverages_rakı,5,4,1
turkey_visual-arts_anatolian-rug,1,5,5
portugal_fruit_peach,1,5,5
japan_bird_crow,5,5,5
turkey_education_karma-eğitim,1,5,1
japan_vegetable_wasabi,5,5,5
turkey_vegetable_zucchini,1,5,5
japan_fruit_peach,5,5,5
turkey_education_cram-school,5,1,1
united-states_clothing_jeans,5,5,1
brazil_visual-arts_modernism-in-brazil,1,1,5
portugal_food_francesinha,5,1,5
united-states_visual-arts_street-art,5,5,1
portugal_education_blackboard,5,1,5
united-states_beverages_coca-cola,1,1,3
portugal_mammal_porco,5,1,1
brazil_bird_tucano,1,3,5
japan_bird_kiji,5,5,5
nigeria_flower_ixora,5,1,1
turkey_fruit_watermelon,5,5,1
brazil_celebrations_independence-day,1,5,1
portugal_vegetable_lettuce,4,2,5
brazil_clothing_shorts,1,1,5
nigeria_education_computer-classes,5,5,1
united-states_clothing_suit,1,5,1
turkey_beverages_boza,5,5,1
portugal_clothing_camisola-poveira,4,1,1
portugal_clothing_capote-alentejano,1,5,1
japan_utensil_suribachi,1,5,5
turkey_fruit_plum,5,5,5
brazil_mammal_jaguar,5,5,5
nigeria_houses_igbo-architecture,5,5,2
nigeria_vegetable_cabbage,5,5,5
turkey_fruit_fig,1,5,1
nigeria_bird_guineafowl,5,5,1
portugal_religion_orthodoxy,1,5,3
united-states_music_bluegrass,5,1,1
japan_visual-arts_origami,5,5,5
united-states_fruit_blueberry,5,5,5
brazil_music_forró,1,1,5
nigeria_sport_running,1,5,5
nigeria_celebrations_ofala-festival,5,5,1
japan_houses_minka,1,5,4
united-states_education_blended-learning,1,5,5
nigeria_agriculture_fish-farming,5,5,5
turkey_mammal_red-fox,1,5,1
turkey_visual-arts_graffiti,5,5,1
united-states_celebrations_independence-day,5,5,5
brazil_fruit_pineapple,5,5,3
united-states_religion_evangelicalism,1,1,5
united-states_flower_rose,5,5,5
united-states_houses_prairie-school,1,1,5
united-states_flower_common-sunflower,5,1,5
brazil_clothing_bikini,1,1,5
japan_fruit_kaki,5,1,5
united-states_visual-arts_art-of-the-american-southwest,1,1,1
brazil_flower_cattleya,5,2,1
portugal_music_cavaquinho,5,1,5
portugal_bird_carrion-crow,1,3,5
brazil_food_pão-de-queijo,5,5,5
united-states_utensil_spoon,5,5,5
brazil_visual-arts_barroco-no-brasil,5,5,4
united-states_agriculture_tobacco,5,5,5
turkey_vegetable_green-bean,5,5,5
brazil_flower_jacaranda,5,5,5
portugal_houses_aldeias-do-xisto,5,5,5
portugal_vegetable_beterraba,4,4,1
nigeria_beverages_palm-wine,1,1,1
brazil_mammal_maned-wolf,5,5,5
japan_music_gagaku,3,3,3
united-states_flower_narcissus,5,5,5
turkey_mammal_roe-deer,5,5,5
nigeria_mammal_chimpanzee,4,5,5
japan_agriculture_稲作,5,5,5
japan_flower_prunus-mume,5,5,5
turkey_bird_greater-flamingo,5,5,5
turkey_bird_mallard,5,5,5
united-states_bird_american-crow,5,5,5
turkey_mammal_angora-cat,5,5,5
nigeria_sport_football,4,5,5
nigeria_mammal_african-forest-elephant,5,5,5
japan_vegetable_shiitake,5,5,5
turkey_agriculture_wheat,5,5,5
turkey_fruit_apple,5,1,5
japan_visual-arts_ukiyo-e,5,5,5
brazil_clothing_havaianas,5,5,5
japan_clothing_hakama,5,5,5
brazil_flower_heliconia,5,4,5
united-states_utensil_fork,5,5,4
japan_education_kosha,5,5,5
turkey_education_boğaziçi-university,5,5,5
japan_religion_torii,3,5,5
united-states_bird_mourning-dove,5,5,3
japan_food_tempura,5,5,5
united-states_clothing_sneakers,5,5,5
nigeria_fruit_udala,5,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,5,5
brazil_music_frevo,5,5,5
japan_agriculture_fishery,5,5,5
brazil_vegetable_potato,5,5,5
united-states_beverages_beer,5,5,5
turkey_houses_konak,5,5,4
japan_visual-arts_shodō,5,5,5
portugal_houses_casas-típicas-de-santana,5,5,5
nigeria_religion_islam,5,2,5
turkey_vegetable_eggplant,1,5,3
turkey_religion_turbe,5,5,5
portugal_bird_common-blackbird,5,5,5
turkey_bird_domestic-pigeon,5,5,5
brazil_religion_umbanda,5,4,5
turkey_bird_gull,5,5,2
portugal_flower_magnolia,5,3,5
japan_houses_kinkaku-ji,5,5,5
brazil_mammal_capybara,3,5,5
japan_visual-arts_ink-wash-painting,5,5,5
nigeria_education_morning-assembly-at-a-primary-school,5,5,5
nigeria_religion_christianity,5,5,5
nigeria_beverages_roselle-juice,5,5,5
portugal_sport_handball,5,5,5
portugal_beverages_ginjinha,5,5,5
brazil_food_feijoada,5,5,5
united-states_mammal_cougar,5,5,5
portugal_education_queima-das-fitas,5,5,5
brazil_sport_futsal,5,5,5
united-states_vegetable_broccoli,1,5,5
portugal_bird_house-sparrow,5,5,5
portugal_music_fado-de-lisboa,5,5,5
united-states_sport_golf,5,5,5
portugal_utensil_almofariz,5,5,5
portugal_celebrations_noite-branca,5,5,5
nigeria_food_akara,5,5,5
nigeria_houses_residential-estate,5,5,4
turkey_sport_football,5,5,5
japan_fruit_watermelon,5,5,5
turkey_religion_deism,5,5,5
brazil_education_kwl-table,5,4,3
turkey_vegetable_cucumber,5,5,5
japan_fruit_citrus-unshiu,5,5,5
japan_houses_buddhist-temples-in-japan,5,5,5
turkey_clothing_kaftan,4,4,4
turkey_sport_wrestling,4,4,4
portugal_vegetable_potato,5,5,3
portugal_bird_rock-dove,5,5,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,5,5,3
united-states_agriculture_maize,5,4,5
turkey_education_quran-course,5,5,5
japan_clothing_hanten,5,5,5
turkey_sport_basketball,5,4,5
brazil_music_música-popular-brasileira,5,5,5
brazil_vegetable_pumpkin,5,5,5
portugal_food_cozido-à-portuguesa,5,5,5
japan_mammal_common-raccoon-dog,5,4,4
brazil_religion_catholic-church,5,5,5
nigeria_fruit_banana,5,5,5
united-states_houses_ranch-style-house,5,5,5
brazil_education_national-high-school-exam,5,5,5
turkey_religion_christianity,5,5,3
brazil_food_coxinha,5,5,5
portugal_visual-arts_azulejo,5,5,5
portugal_utensil_nutcracker,5,5,5
nigeria_clothing_isiagu,1,5,4
nigeria_bird_owl,5,5,5
portugal_mammal_red-squirrel,5,5,5
portugal_flower_bellis-annua,5,5,4
