Key,cap-edit,cap-retrieve,e2e-instruct
portugal_visual-arts_escultura,4,1,1
united-states_celebrations_christmas,3,4,3
brazil_fruit_guava,4,4,4
united-states_bird_american-robin,3,3,3
turkey_flower_hyacinth,3,3,3
turkey_celebrations_ramadan,1,1,1
portugal_celebrations_carnaval-de-podence,5,1,1
brazil_religion_protestantism-in-brazil,5,1,1
japan_sport_karate,5,1,1
portugal_agriculture_floricultura,5,5,5
japan_sport_kendō,1,1,1
united-states_visual-arts_mural-painting,4,1,1
portugal_agriculture_vindima,1,1,1
turkey_bird_crow,1,5,5
nigeria_music_traditional-flute-player,5,3,1
united-states_sport_american-football,1,1,1
brazil_bird_great-kiskadee,2,4,4
turkey_clothing_turkish-salvar,2,4,2
portugal_beverages_port-wine,1,5,1
brazil_education_escola,4,4,1
japan_houses_danchi,1,5,1
nigeria_houses_aso-villa,5,5,5
japan_food_miso-soup,1,1,1
japan_music_shamisen,5,4,2
portugal_fruit_orange,5,5,5
nigeria_fruit_pineapple,5,5,5
united-states_mammal_raccoon,4,1,1
portugal_religion_nossa-senhora-de-fatima,1,5,1
brazil_houses_colonial-architecture-of-brazil,5,5,5
portugal_flower_orquídea,5,5,5
turkey_mammal_angora-goat,1,1,1
japan_religion_butsuzō,1,1,1
turkey_music_qanun,4,5,2
brazil_beverages_cachaça,1,1,1
brazil_vegetable_okra,5,5,5
turkey_flower_begonia,5,5,5
brazil_agriculture_soybean,5,5,5
nigeria_agriculture_poultry-farming,5,5,5
brazil_music_bossa-nova,5,5,1
japan_clothing_kimono,1,3,1
japan_sport_judo,4,1,1
turkey_religion_alevism,1,1,1
brazil_agriculture_sugarcane,1,5,5
turkey_visual-arts_calligraphy,1,1,1
nigeria_clothing_boubou,5,1,1
brazil_education_federal-university-of-rio-de-janeiro,5,1,5
turkey_clothing_tesettür,1,1,1
united-states_religion_christianity,5,5,5
turkey_houses_mosque,3,1,1
nigeria_bird_duck,1,1,1
nigeria_religion_hinduism-in-nigeria,1,1,1
nigeria_education_igbo-apprentice-system,5,5,5
japan_fruit_kyoho,5,5,5
nigeria_beverages_kunu,5,5,5
nigeria_visual-arts_pottery,5,5,5
brazil_bird_sabiá-laranjeira,5,1,5
nigeria_music_jazz,1,1,1
united-states_religion_judaism,5,1,5
brazil_flower_bromelia,5,5,1
japan_houses_shinto-shrine,1,1,1
brazil_clothing_flip-flops,1,5,1
turkey_agriculture_tobacco-farming,1,5,5
brazil_bird_green-headed-tanager,3,5,5
turkey_clothing_fez,5,5,5
nigeria_utensil_cutting-board,5,5,5
turkey_music_ottoman-music,3,5,1
united-states_celebrations_halloween,1,1,1
japan_religion_tera,3,1,1
japan_education_vocational-school,5,5,1
united-states_visual-arts_abstract-expressionism,5,3,3
nigeria_beverages_chapman,3,3,3
turkey_utensil_sieve,3,5,3
united-states_music_rock,1,4,5
portugal_vegetable_pumpkin,1,1,1
turkey_fruit_cherry,3,5,1
nigeria_bird_ostrich,5,1,1
brazil_visual-arts_brazilian-street-art,1,5,1
united-states_sport_basketball,5,1,1
united-states_education_projector,3,5,3
portugal_utensil_wooden-spoon,3,3,3
japan_vegetable_daikon,5,5,5
turkey_food_i̇çli-pide,1,1,1
brazil_celebrations_festa-junina,2,2,2
united-states_flower_lilium,3,3,3
japan_vegetable_renkon,4,5,1
nigeria_flower_aloe-vera,3,3,3
portugal_visual-arts_portuguese-pavement,1,1,1
portugal_food_pastel-de-nata,1,1,1
portugal_beverages_espresso,2,2,2
united-states_agriculture_cotton,2,5,2
japan_education_sotsugyōshiki,5,1,1
japan_agriculture_poultry-farming,3,5,3
united-states_education_kahoot,3,3,3
japan_sport_sumo,4,1,1
brazil_food_brigadeiro,4,3,3
brazil_houses_sobrado,3,4,1
united-states_houses_california-bungalow,1,5,1
nigeria_food_amala-and-ewedu,5,4,4
nigeria_fruit_mango,3,3,3
brazil_celebrations_congada,3,1,1
united-states_music_pop-music,4,4,1
united-states_fruit_banana,4,3,3
united-states_mammal_white-tailed-deer,4,3,3
japan_utensil_donabe,3,3,3
portugal_flower_dianthus-caryophyllus,3,3,3
portugal_vegetable_zucchini,1,1,1
turkey_flower_bellis-perennis,1,1,1
brazil_beverages_sugarcane-juice,1,4,1
nigeria_music_afrobeat,1,5,5
portugal_flower_girassol,1,1,1
japan_education_shukudai,4,5,1
portugal_clothing_ribeira,1,1,1
united-states_houses_townhouse,5,5,1
brazil_mammal_giant-anteater,1,1,1
nigeria_flower_orchid,1,1,1
portugal_bird_gull,2,1,5
japan_sport_yakyū,1,1,1
nigeria_mammal_aardvark,1,5,1
nigeria_vegetable_garden-egg,5,1,1
turkey_visual-arts_paper-marbling,1,1,1
turkey_music_anatolian-rock,5,1,5
portugal_mammal_estrela-mountain-dog,1,1,1
united-states_sport_volleyball,5,4,1
turkey_sport_volleyball,5,5,5
turkey_education_imam-hatip-high-school,2,4,5
united-states_food_apple-pie,5,1,1
turkey_vegetable_tomato,1,5,1
brazil_agriculture_coffee,1,1,1
united-states_celebrations_thanksgiving,1,1,1
brazil_beverages_caipirinha,1,1,5
portugal_music_kizomba,5,5,1
united-states_vegetable_kale,1,1,1
nigeria_houses_koutammakou,5,1,1
nigeria_mammal_greater-cane-rat,1,1,1
japan_agriculture_pig-farming,1,1,1
brazil_clothing_sleeveless-shirt,5,1,5
portugal_sport_tennis,1,1,5
portugal_education_cartilha-maternal,1,1,1
brazil_visual-arts_tropicália,5,1,5
nigeria_education_university-of-port-harcourt,5,1,1
turkey_celebrations_republic-day,1,5,1
portugal_education_computer,1,1,1
brazil_utensil_squeegee,1,1,5
portugal_sport_association-football,5,1,5
nigeria_utensil_sieve,1,1,1
turkey_beverages_rakı,1,1,1
turkey_visual-arts_anatolian-rug,5,4,4
portugal_fruit_peach,1,1,1
japan_bird_crow,1,1,1
turkey_education_karma-eğitim,1,1,1
japan_vegetable_wasabi,1,1,1
turkey_vegetable_zucchini,1,1,1
japan_fruit_peach,1,1,1
turkey_education_cram-school,5,5,1
united-states_clothing_jeans,1,1,1
brazil_visual-arts_modernism-in-brazil,5,5,5
portugal_food_francesinha,5,1,1
united-states_visual-arts_street-art,1,5,1
portugal_education_blackboard,5,1,1
united-states_beverages_coca-cola,5,1,1
portugal_mammal_porco,1,1,1
brazil_bird_tucano,1,1,1
japan_bird_kiji,1,1,5
nigeria_flower_ixora,1,1,1
turkey_fruit_watermelon,1,1,1
brazil_celebrations_independence-day,5,5,1
portugal_vegetable_lettuce,1,1,4
brazil_clothing_shorts,1,1,5
nigeria_education_computer-classes,1,4,5
united-states_clothing_suit,4,5,1
turkey_beverages_boza,1,1,1
portugal_clothing_camisola-poveira,5,5,5
portugal_clothing_capote-alentejano,5,1,1
japan_utensil_suribachi,1,1,1
turkey_fruit_plum,1,1,1
brazil_mammal_jaguar,1,1,1
nigeria_houses_igbo-architecture,5,5,5
nigeria_vegetable_cabbage,1,1,1
turkey_fruit_fig,1,1,1
nigeria_bird_guineafowl,1,1,1
portugal_religion_orthodoxy,5,5,1
united-states_music_bluegrass,5,2,1
japan_visual-arts_origami,1,5,1
united-states_fruit_blueberry,1,1,1
brazil_music_forró,1,1,5
nigeria_sport_running,1,1,5
nigeria_celebrations_ofala-festival,1,5,3
japan_houses_minka,1,5,1
united-states_education_blended-learning,1,1,1
nigeria_agriculture_fish-farming,1,1,1
turkey_mammal_red-fox,5,1,1
turkey_visual-arts_graffiti,5,1,1
united-states_celebrations_independence-day,1,1,5
brazil_fruit_pineapple,1,1,1
united-states_religion_evangelicalism,1,1,5
united-states_flower_rose,1,1,1
united-states_houses_prairie-school,1,1,5
united-states_flower_common-sunflower,1,5,1
brazil_clothing_bikini,3,3,5
japan_fruit_kaki,1,1,1
united-states_visual-arts_art-of-the-american-southwest,1,5,4
brazil_flower_cattleya,1,1,5
portugal_music_cavaquinho,1,5,5
portugal_bird_carrion-crow,1,1,1
brazil_food_pão-de-queijo,1,1,5
united-states_utensil_spoon,5,4,5
brazil_visual-arts_barroco-no-brasil,5,5,5
united-states_agriculture_tobacco,5,5,5
turkey_vegetable_green-bean,5,5,5
brazil_flower_jacaranda,5,5,5
portugal_houses_aldeias-do-xisto,5,5,5
portugal_vegetable_beterraba,4,4,1
nigeria_beverages_palm-wine,5,5,5
brazil_mammal_maned-wolf,5,3,5
japan_music_gagaku,3,3,5
united-states_flower_narcissus,5,4,4
turkey_mammal_roe-deer,5,5,5
nigeria_mammal_chimpanzee,4,4,4
japan_agriculture_稲作,5,5,5
japan_flower_prunus-mume,5,5,5
turkey_bird_greater-flamingo,4,4,4
turkey_bird_mallard,2,2,2
united-states_bird_american-crow,4,5,5
turkey_mammal_angora-cat,3,3,3
nigeria_sport_football,3,3,3
nigeria_mammal_african-forest-elephant,5,5,5
japan_vegetable_shiitake,4,4,4
turkey_agriculture_wheat,5,5,5
turkey_fruit_apple,5,1,5
japan_visual-arts_ukiyo-e,5,3,3
brazil_clothing_havaianas,5,5,5
japan_clothing_hakama,5,2,5
brazil_flower_heliconia,4,3,3
united-states_utensil_fork,4,5,5
japan_education_kosha,4,4,4
turkey_education_boğaziçi-university,5,2,2
japan_religion_torii,1,1,1
united-states_bird_mourning-dove,5,5,3
japan_food_tempura,1,3,1
united-states_clothing_sneakers,3,3,3
nigeria_fruit_udala,3,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,1,5,5
brazil_music_frevo,3,3,3
japan_agriculture_fishery,5,5,5
brazil_vegetable_potato,5,3,5
united-states_beverages_beer,4,4,2
turkey_houses_konak,4,2,3
japan_visual-arts_shodō,2,1,1
portugal_houses_casas-típicas-de-santana,4,5,4
nigeria_religion_islam,5,2,5
turkey_vegetable_eggplant,3,5,5
turkey_religion_turbe,3,3,3
portugal_bird_common-blackbird,4,4,1
turkey_bird_domestic-pigeon,5,5,5
brazil_religion_umbanda,5,4,4
turkey_bird_gull,3,4,2
portugal_flower_magnolia,2,2,2
japan_houses_kinkaku-ji,1,1,1
brazil_mammal_capybara,1,1,5
japan_visual-arts_ink-wash-painting,1,1,1
nigeria_education_morning-assembly-at-a-primary-school,1,1,5
nigeria_religion_christianity,5,5,5
nigeria_beverages_roselle-juice,4,4,4
portugal_sport_handball,4,4,3
portugal_beverages_ginjinha,2,2,2
brazil_food_feijoada,5,5,5
united-states_mammal_cougar,5,5,4
portugal_education_queima-das-fitas,5,3,3
brazil_sport_futsal,4,4,4
united-states_vegetable_broccoli,3,3,3
portugal_bird_house-sparrow,5,4,4
portugal_music_fado-de-lisboa,4,4,4
united-states_sport_golf,1,1,1
portugal_utensil_almofariz,5,5,5
portugal_celebrations_noite-branca,3,4,3
nigeria_food_akara,4,5,4
nigeria_houses_residential-estate,1,1,4
turkey_sport_football,3,3,3
japan_fruit_watermelon,4,4,4
turkey_religion_deism,1,1,1
brazil_education_kwl-table,1,1,1
turkey_vegetable_cucumber,3,3,3
japan_fruit_citrus-unshiu,5,5,5
japan_houses_buddhist-temples-in-japan,1,4,4
turkey_clothing_kaftan,5,5,5
turkey_sport_wrestling,4,3,1
portugal_vegetable_potato,5,5,3
portugal_bird_rock-dove,5,5,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,5,3,3
united-states_agriculture_maize,5,3,5
turkey_education_quran-course,4,3,4
japan_clothing_hanten,2,2,1
turkey_sport_basketball,3,3,5
brazil_music_música-popular-brasileira,2,2,2
brazil_vegetable_pumpkin,5,4,4
portugal_food_cozido-à-portuguesa,5,5,5
japan_mammal_common-raccoon-dog,3,3,3
brazil_religion_catholic-church,2,4,3
nigeria_fruit_banana,5,5,5
united-states_houses_ranch-style-house,2,2,2
brazil_education_national-high-school-exam,5,5,5
turkey_religion_christianity,3,3,4
brazil_food_coxinha,3,3,3
portugal_visual-arts_azulejo,3,3,2
portugal_utensil_nutcracker,5,5,5
nigeria_clothing_isiagu,1,3,1
nigeria_bird_owl,3,3,3
portugal_mammal_red-squirrel,4,1,1
portugal_flower_bellis-annua,2,4,2
