Key,cap-edit,cap-retrieve,e2e-instruct
brazil_visual-arts_graffiti,5,2,5
united-states_religion_mormonism,5,2,2
japan_celebrations_tanabata,3,5,2
united-states_food_hamburger,2,5,2
brazil_religion_candomblé,2,5,5
united-states_fruit_watermelon,2,5,1
united-states_beverages_sweet-tea,1,2,5
portugal_clothing_caretos-de-podence,5,1,2
turkey_beverages_ayran,1,2,5
brazil_religion_kardecist-spiritism,2,5,1
united-states_utensil_tongs,5,2,2
turkey_celebrations_national-sovereignty-and-childrens-day,5,2,2
japan_beverages_barley-tea,2,5,2
portugal_religion_christianity,1,4,2
portugal_food_bifana,5,2,1
portugal_utensil_black-pottery-of-bisalhães,2,1,5
turkey_utensil_peşkir,5,2,2
nigeria_utensil_knife,2,5,2
japan_beverages_nihonshu,2,5,1
portugal_religion_catholic-church,2,2,3
portugal_visual-arts_filigree,5,1,2
japan_utensil_chasen,2,1,5
brazil_utensil_pressure-cooking,5,2,2
brazil_fruit_mango,2,4,5
portugal_agriculture_cork-oak-plantations,2,5,4
united-states_food_french-fries,5,1,2
japan_music_taiko,1,4,5
brazil_utensil_barbecue-grill,1,5,4
japan_religion_soryo,1,5,5
nigeria_vegetable_ewedu,1,5,5
portugal_utensil_chave-inglesa,4,5,2
nigeria_religion_baháʼí-faith-in-nigeria,5,4,1
japan_celebrations_koinobori,5,1,4
turkey_flower_tulip,5,4,4
japan_bird_japanese-bush-warbler,1,5,5
brazil_beverages_mate,4,5,4
united-states_fruit_orange,4,5,4
brazil_houses_casas-bahia,2,1,5
turkey_music_arabesque,5,4,1
portugal_mammal_arouquesa-bull,4,5,1
brazil_agriculture_maize,2,5,5
nigeria_celebrations_independence-day-celebration,5,5,5
nigeria_flower_hibiscus,4,1,5
united-states_houses_apartment,4,5,5
turkey_houses_apartment,5,4,5
brazil_mammal_muriqui,5,4,5
turkey_houses_yalı,5,4,5
portugal_mammal_iberian-lynx,5,1,5
japan_flower_chrysanthemum,4,1,5
portugal_celebrations_festa-dos-tabuleiros,4,5,1
united-states_utensil_spatula,5,1,5
united-states_celebrations_new-years-day,1,5,5
nigeria_vegetable_okra,1,4,5
portugal_celebrations_carnaval-de-torres-vedras,4,5,5
united-states_music_country,4,5,1
nigeria_mammal_bat,5,4,4
united-states_utensil_table-knife,5,3,1
nigeria_beverages_zobo,5,4,1
japan_beverages_calpis,5,4,4
nigeria_sport_basketball,5,5,1
nigeria_clothing_aso-oke,1,5,5
japan_education_kyūshoku,1,5,5
brazil_utensil_mortar-and-pestle,1,2,5
united-states_religion_mainline-protestant,2,4,5
united-states_fruit_apple,2,5,2
turkey_food_simit,1,5,4
portugal_religion_judaísmo,4,5,1
turkey_beverages_turkish-coffee,5,1,5
turkey_sport_tennis,1,5,5
portugal_clothing_traje-campino-ribatejano,5,5,5
japan_mammal_ezo-red-fox,5,2,1
nigeria_agriculture_cocoa,1,2,4
brazil_education_whiteboard,5,1,5
turkey_agriculture_greenhouse,1,5,2
japan_beverages_matcha,1,2,4
nigeria_vegetable_carrot,5,5,5
nigeria_celebrations_durbar-festival,2,5,5
united-states_flower_tulip,1,5,5
brazil_vegetable_yam,5,1,5
nigeria_flower_royal-poinciana,2,5,5
brazil_houses_palafita,2,4,1
nigeria_houses_yoruba-architecture,5,1,2
united-states_education_boarding-school,5,5,5
brazil_celebrations_brazilian-carnival,4,5,1
japan_flower_fuji,5,5,4
nigeria_celebrations_eyo-festival,2,5,1
portugal_agriculture_salt-pans,5,2,1
japan_clothing_yukata,5,5,5
brazil_agriculture_livestock,5,5,5
turkey_clothing_yelek,5,4,5
portugal_agriculture_olive-oil-mills,5,1,4
japan_celebrations_hinamatsuri,5,1,5
brazil_celebrations_new-years-eve,4,5,5
nigeria_visual-arts_igbo-art,1,5,5
united-states_bird_blue-jay,2,5,5
united-states_clothing_down-jacket,5,5,5
turkey_food_baklava,5,5,1
nigeria_utensil_meat-grinder,5,5,5
brazil_utensil_wooden-spoon,5,2,5
portugal_sport_roller-hockey,5,2,5
united-states_bird_bald-eagle,5,2,1
nigeria_celebrations_new-yam-festival,5,1,5
nigeria_clothing_wrapper,1,5,5
united-states_vegetable_brussels-sprout,2,4,2
brazil_sport_capoeira,5,4,5
japan_visual-arts_manga,5,5,5
united-states_food_fried-chicken,1,4,5
united-states_education_state-school,5,5,5
japan_celebrations_oshōgatsu,5,2,1
brazil_food_churrasco,5,1,5
japan_flower_hydrangea-macrophylla,5,2,1
japan_mammal_yezo-sika-deer,5,1,5
nigeria_utensil_mortar-and-pestle,2,1,5
japan_celebrations_coming-of-age-day,1,5,5
nigeria_food_nigeria-jollof-rice-and-chicken-meat,5,2,2
nigeria_visual-arts_bronze-work,4,5,5
united-states_music_jazz,5,1,4
portugal_fruit_apple,5,2,5
portugal_visual-arts_escultura,5,5,4
united-states_celebrations_christmas,1,5,4
brazil_fruit_guava,5,1,4
united-states_bird_american-robin,5,1,4
turkey_flower_hyacinth,5,1,4
turkey_celebrations_ramadan,5,3,2
portugal_celebrations_carnaval-de-podence,5,3,1
brazil_religion_protestantism-in-brazil,5,4,5
japan_sport_karate,4,2,2
portugal_agriculture_floricultura,2,4,1
japan_sport_kendō,1,5,2
united-states_visual-arts_mural-painting,4,3,2
portugal_agriculture_vindima,2,5,1
turkey_bird_crow,4,2,2
nigeria_music_traditional-flute-player,5,1,3
united-states_sport_american-football,3,5,1
brazil_bird_great-kiskadee,3,5,2
turkey_clothing_turkish-salvar,2,5,3
portugal_beverages_port-wine,2,1,5
brazil_education_escola,2,5,3
japan_houses_danchi,1,2,4
nigeria_houses_aso-villa,4,5,2
japan_food_miso-soup,2,5,2
japan_music_shamisen,5,1,3
portugal_fruit_orange,1,5,2
nigeria_fruit_pineapple,2,4,1
united-states_mammal_raccoon,3,5,1
portugal_religion_nossa-senhora-de-fatima,2,3,5
brazil_houses_colonial-architecture-of-brazil,2,5,2
portugal_flower_orquídea,5,1,2
turkey_mammal_angora-goat,2,5,1
japan_religion_butsuzō,2,5,1
turkey_music_qanun,3,2,5
brazil_beverages_cachaça,1,2,5
brazil_vegetable_okra,3,5,1
turkey_flower_begonia,1,2,5
brazil_agriculture_soybean,2,5,5
nigeria_agriculture_poultry-farming,3,2,5
brazil_music_bossa-nova,5,1,3
japan_clothing_kimono,1,5,3
japan_sport_judo,5,1,2
turkey_religion_alevism,2,5,1
brazil_agriculture_sugarcane,5,4,2
turkey_visual-arts_calligraphy,2,4,1
nigeria_clothing_boubou,5,1,3
brazil_education_federal-university-of-rio-de-janeiro,2,3,5
turkey_clothing_tesettür,1,4,5
united-states_religion_christianity,2,5,2
turkey_houses_mosque,3,5,2
nigeria_bird_duck,2,5,2
nigeria_religion_hinduism-in-nigeria,2,5,1
nigeria_education_igbo-apprentice-system,1,1,5
japan_fruit_kyoho,3,1,5
nigeria_beverages_kunu,1,5,1
nigeria_visual-arts_pottery,5,4,1
brazil_bird_sabiá-laranjeira,1,2,5
nigeria_music_jazz,3,1,5
united-states_religion_judaism,5,1,2
brazil_flower_bromelia,3,1,5
japan_houses_shinto-shrine,5,1,3
brazil_clothing_flip-flops,5,1,3
turkey_agriculture_tobacco-farming,3,1,2
brazil_bird_green-headed-tanager,1,5,2
turkey_clothing_fez,3,2,5
nigeria_utensil_cutting-board,1,2,5
turkey_music_ottoman-music,2,5,3
united-states_celebrations_halloween,5,1,2
japan_religion_tera,3,5,2
japan_education_vocational-school,5,1,3
united-states_visual-arts_abstract-expressionism,5,3,2
nigeria_beverages_chapman,2,5,1
turkey_utensil_sieve,2,1,5
united-states_music_rock,1,2,5
portugal_vegetable_pumpkin,3,2,1
turkey_fruit_cherry,3,4,5
nigeria_bird_ostrich,5,3,1
brazil_visual-arts_brazilian-street-art,2,3,5
united-states_sport_basketball,4,5,1
united-states_education_projector,1,1,5
portugal_utensil_wooden-spoon,2,5,4
japan_vegetable_daikon,1,4,2
turkey_food_i̇çli-pide,2,1,4
brazil_celebrations_festa-junina,2,5,3
united-states_flower_lilium,1,4,2
japan_vegetable_renkon,3,1,5
nigeria_flower_aloe-vera,1,2,4
portugal_visual-arts_portuguese-pavement,2,1,5
portugal_food_pastel-de-nata,4,1,2
portugal_beverages_espresso,4,2,2
united-states_agriculture_cotton,2,1,5
japan_education_sotsugyōshiki,5,2,1
japan_agriculture_poultry-farming,1,2,4
united-states_education_kahoot,2,5,2
japan_sport_sumo,5,2,1
brazil_food_brigadeiro,5,1,2
brazil_houses_sobrado,2,5,4
united-states_houses_california-bungalow,2,4,5
nigeria_food_amala-and-ewedu,5,1,2
nigeria_fruit_mango,3,1,2
brazil_celebrations_congada,3,5,1
united-states_music_pop-music,3,5,1
united-states_fruit_banana,5,2,1
united-states_mammal_white-tailed-deer,4,1,2
japan_utensil_donabe,2,1,5
portugal_flower_dianthus-caryophyllus,3,5,2
portugal_vegetable_zucchini,5,2,2
turkey_flower_bellis-perennis,1,5,4
brazil_beverages_sugarcane-juice,1,5,3
nigeria_music_afrobeat,2,5,5
portugal_flower_girassol,2,4,5
japan_education_shukudai,3,5,2
portugal_clothing_ribeira,3,2,5
united-states_houses_townhouse,5,5,2
brazil_mammal_giant-anteater,5,1,2
nigeria_flower_orchid,3,5,1
portugal_bird_gull,5,1,5
japan_sport_yakyū,2,1,5
nigeria_mammal_aardvark,1,5,4
nigeria_vegetable_garden-egg,5,2,2
turkey_visual-arts_paper-marbling,1,5,3
turkey_music_anatolian-rock,4,2,5
portugal_mammal_estrela-mountain-dog,4,5,1
united-states_sport_volleyball,5,5,2
turkey_sport_volleyball,2,5,4
turkey_education_imam-hatip-high-school,2,3,5
united-states_food_apple-pie,5,4,1
turkey_vegetable_tomato,5,5,2
brazil_agriculture_coffee,5,2,1
united-states_celebrations_thanksgiving,2,1,5
brazil_beverages_caipirinha,2,5,5
portugal_music_kizomba,3,5,2
united-states_vegetable_kale,2,5,4
nigeria_houses_koutammakou,5,1,4
nigeria_mammal_greater-cane-rat,5,2,1
japan_agriculture_pig-farming,5,2,1
brazil_clothing_sleeveless-shirt,4,2,5
portugal_sport_tennis,1,4,5
portugal_education_cartilha-maternal,2,5,2
brazil_visual-arts_tropicália,5,3,4
nigeria_education_university-of-port-harcourt,5,3,2
turkey_celebrations_republic-day,5,5,2
portugal_education_computer,2,5,1
brazil_utensil_squeegee,2,2,5
portugal_sport_association-football,5,1,5
nigeria_utensil_sieve,5,2,1
turkey_beverages_rakı,1,5,4
turkey_visual-arts_anatolian-rug,5,2,5
portugal_fruit_peach,3,5,2
japan_bird_crow,2,1,5
turkey_education_karma-eğitim,2,5,2
japan_vegetable_wasabi,5,1,3
turkey_vegetable_zucchini,2,5,1
japan_fruit_peach,1,5,3
turkey_education_cram-school,5,4,2
united-states_clothing_jeans,5,1,2
brazil_visual-arts_modernism-in-brazil,3,5,5
portugal_food_francesinha,5,3,1
united-states_visual-arts_street-art,1,5,2
portugal_education_blackboard,5,2,1
united-states_beverages_coca-cola,5,2,5
portugal_mammal_porco,1,5,4
brazil_bird_tucano,5,2,1
japan_bird_kiji,4,1,5
nigeria_flower_ixora,5,2,2
turkey_fruit_watermelon,1,5,2
brazil_celebrations_independence-day,3,5,2
portugal_vegetable_lettuce,2,2,5
brazil_clothing_shorts,3,4,5
nigeria_education_computer-classes,1,5,3
united-states_clothing_suit,3,5,2
turkey_beverages_boza,5,1,4
portugal_clothing_camisola-poveira,5,4,4
portugal_clothing_capote-alentejano,3,5,3
japan_utensil_suribachi,2,5,2
turkey_fruit_plum,2,5,2
brazil_mammal_jaguar,1,5,5
nigeria_houses_igbo-architecture,5,1,2
nigeria_vegetable_cabbage,2,4,5
turkey_fruit_fig,2,5,2
nigeria_bird_guineafowl,5,1,2
portugal_religion_orthodoxy,4,5,2
united-states_music_bluegrass,5,4,2
japan_visual-arts_origami,1,5,2
united-states_fruit_blueberry,2,2,5
brazil_music_forró,2,2,5
nigeria_sport_running,2,1,5
nigeria_celebrations_ofala-festival,1,5,2
japan_houses_minka,3,5,2
united-states_education_blended-learning,3,2,5
nigeria_agriculture_fish-farming,5,1,2
turkey_mammal_red-fox,5,1,2
turkey_visual-arts_graffiti,5,2,5
united-states_celebrations_independence-day,2,4,5
brazil_fruit_pineapple,2,1,5
united-states_religion_evangelicalism,2,3,5
united-states_flower_rose,2,1,5
united-states_houses_prairie-school,2,2,5
united-states_flower_common-sunflower,2,5,2
brazil_clothing_bikini,2,2,5
japan_fruit_kaki,5,3,1
united-states_visual-arts_art-of-the-american-southwest,2,5,2
brazil_flower_cattleya,1,2,5
portugal_music_cavaquinho,1,5,3
portugal_bird_carrion-crow,5,2,1
brazil_food_pão-de-queijo,2,1,5
united-states_utensil_spoon,3,5,1
brazil_visual-arts_barroco-no-brasil,3,5,5
united-states_agriculture_tobacco,1,5,5
turkey_vegetable_green-bean,1,2,5
brazil_flower_jacaranda,1,5,4
portugal_houses_aldeias-do-xisto,3,5,2
portugal_vegetable_beterraba,4,5,5
nigeria_beverages_palm-wine,5,2,1
brazil_mammal_maned-wolf,5,5,1
japan_music_gagaku,1,4,5
united-states_flower_narcissus,5,5,4
turkey_mammal_roe-deer,1,3,5
nigeria_mammal_chimpanzee,5,1,4
japan_agriculture_稲作,3,1,5
japan_flower_prunus-mume,5,4,1
turkey_bird_greater-flamingo,1,4,5
turkey_bird_mallard,5,1,2
united-states_bird_american-crow,5,3,1
turkey_mammal_angora-cat,4,1,5
nigeria_sport_football,5,1,2
nigeria_mammal_african-forest-elephant,1,5,2
japan_vegetable_shiitake,2,1,5
turkey_agriculture_wheat,1,3,5
turkey_fruit_apple,2,5,5
japan_visual-arts_ukiyo-e,5,1,4
brazil_clothing_havaianas,5,3,3
japan_clothing_hakama,5,1,5
brazil_flower_heliconia,5,4,1
united-states_utensil_fork,3,5,5
japan_education_kosha,2,5,5
turkey_education_boğaziçi-university,5,2,5
japan_religion_torii,5,2,4
united-states_bird_mourning-dove,1,5,4
japan_food_tempura,1,5,4
united-states_clothing_sneakers,5,2,2
nigeria_fruit_udala,5,1,3
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,4,5,5
brazil_music_frevo,2,1,5
japan_agriculture_fishery,4,5,1
brazil_vegetable_potato,3,5,2
united-states_beverages_beer,1,4,5
turkey_houses_konak,5,2,4
japan_visual-arts_shodō,5,1,2
portugal_houses_casas-típicas-de-santana,3,5,1
nigeria_religion_islam,2,5,5
turkey_vegetable_eggplant,5,5,4
turkey_religion_turbe,1,2,5
portugal_bird_common-blackbird,4,1,5
turkey_bird_domestic-pigeon,1,5,2
brazil_religion_umbanda,1,5,5
turkey_bird_gull,1,5,4
portugal_flower_magnolia,2,5,1
japan_houses_kinkaku-ji,3,5,4
brazil_mammal_capybara,4,1,5
japan_visual-arts_ink-wash-painting,5,4,1
nigeria_education_morning-assembly-at-a-primary-school,1,2,5
nigeria_religion_christianity,1,5,3
nigeria_beverages_roselle-juice,4,2,5
portugal_sport_handball,4,5,1
portugal_beverages_ginjinha,5,4,1
brazil_food_feijoada,5,1,3
united-states_mammal_cougar,4,5,1
portugal_education_queima-das-fitas,5,4,1
brazil_sport_futsal,2,5,1
united-states_vegetable_broccoli,4,5,5
portugal_bird_house-sparrow,5,2,4
portugal_music_fado-de-lisboa,5,1,3
united-states_sport_golf,4,5,2
portugal_utensil_almofariz,1,5,4
portugal_celebrations_noite-branca,1,5,3
nigeria_food_akara,1,5,1
nigeria_houses_residential-estate,2,5,5
turkey_sport_football,4,2,1
japan_fruit_watermelon,5,3,1
turkey_religion_deism,4,2,5
brazil_education_kwl-table,5,4,4
turkey_vegetable_cucumber,2,5,1
japan_fruit_citrus-unshiu,2,1,4
japan_houses_buddhist-temples-in-japan,3,5,5
turkey_clothing_kaftan,5,5,5
turkey_sport_wrestling,5,2,1
portugal_vegetable_potato,1,5,4
portugal_bird_rock-dove,1,5,2
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,5,1,3
united-states_agriculture_maize,1,5,4
turkey_education_quran-course,3,5,1
japan_clothing_hanten,1,3,5
turkey_sport_basketball,2,5,5
brazil_music_música-popular-brasileira,3,5,1
brazil_vegetable_pumpkin,5,1,4
portugal_food_cozido-à-portuguesa,1,3,5
japan_mammal_common-raccoon-dog,1,3,5
brazil_religion_catholic-church,2,5,4
nigeria_fruit_banana,2,5,1
united-states_houses_ranch-style-house,5,1,3
brazil_education_national-high-school-exam,5,1,4
turkey_religion_christianity,5,3,5
brazil_food_coxinha,1,3,5
portugal_visual-arts_azulejo,2,1,5
portugal_utensil_nutcracker,4,5,1
nigeria_clothing_isiagu,4,5,2
nigeria_bird_owl,4,5,1
portugal_mammal_red-squirrel,5,1,2
portugal_flower_bellis-annua,1,5,4
