Key,e2e-instruct,cap-retrieve,cap-edit
united-states_utensil_spatula,5,1,5
united-states_utensil_table-knife,2,2,5
nigeria_beverages_chapman,5,3,5
portugal_mammal_arouquesa-bull,5,5,3
nigeria_mammal_chimpanzee,5,5,3
portugal_sport_tennis,5,2,5
india_sport_kabaddi,5,3,5
nigeria_bird_ostrich,5,2,5
nigeria_clothing_wrapper,5,5,5
japan_food_ramen,5,5,2
turkey_utensil_peşkir,4,2,5
nigeria_celebrations_new-yam-festival,5,5,3
india_vegetable_Cabbage,1,5,5
japan_education_vocational-school,5,5,3
portugal_food_bifana,5,5,1
india_flower_Indian-Lotus,1,5,1
united-states_visual-arts_pop-art,5,2,5
nigeria_education_morning-assembly-at-a-primary-school,3,4,4
japan_mammal_japanese-macaque,5,5,5
united-states_utensil_fork,3,5,5
india_music_veena,5,5,2
nigeria_visual-arts_pottery,5,2,5
japan_education_kyūshoku,5,5,2
nigeria_beverages_palm-wine,5,2,5
india_religion_Sikhism,5,2,5
united-states_bird_blue-jay,5,2,5
japan_mammal_yezo-sika-deer,2,4,4
turkey_mammal_kangal-shepherd-dog,5,3,5
nigeria_agriculture_corn-farm,5,5,2
portugal_flower_dianthus-caryophyllus,2,2,5
portugal_sport_association-football,2,5,5
india_religion_Islam,5,2,5
united-states_vegetable_broccoli,2,5,2
united-states_music_country,5,5,3
turkey_education_imam-hatip-high-school,5,5,5
united-states_beverages_orange-juice,1,5,5
japan_religion_soryo,5,5,2
japan_education_kosha,5,4,4
india_education_Blackboard,2,4,5
united-states_sport_baseball,4,1,4
united-states_sport_golf,1,5,5
united-states_fruit_apple,5,1,4
united-states_music_pop-music,1,5,5
portugal_visual-arts_bordallo-pinheiro,5,2,5
japan_fruit_peach,5,5,2
india_utensil_Pressure-Cooker,1,4,4
india_fruit_Lychee,3,4,2
nigeria_agriculture_poultry-farming,1,4,1
united-states_beverages_coffee,1,4,5
portugal_food_bacalhau-à-brás,1,5,1
india_utensil_Rolling-pin,5,1,5
united-states_clothing_cowboy-hat,3,5,1
nigeria_sport_running,4,1,5
nigeria_visual-arts_bronze-work,5,4,1
turkey_clothing_kaftan,4,1,5
nigeria_beverages_kunu,1,5,5
india_mammal_bengal-tiger,5,5,1
united-states_clothing_jeans,1,5,5
united-states_utensil_spoon,1,4,5
japan_bird_kounotori,5,1,5
india_food_Biryani,5,1,5
japan_music_taiko,1,5,5
india_clothing_Lehenga,5,5,1
united-states_flower_narcissus,5,4,1
portugal_food_francesinha,5,4,1
nigeria_beverages_zobo,5,1,5
japan_bird_kiji,5,1,5
turkey_religion_alevism,5,1,5
portugal_vegetable_potato,5,1,5
turkey_sport_basketball,1,5,2
turkey_religion_islam,5,5,1
turkey_beverages_turnip-water,5,1,5
nigeria_bird_guineafowl,5,1,5
turkey_celebrations_eid-al-adha,1,5,1
nigeria_celebrations_ofala-festival,5,5,1
nigeria_utensil_mortar-and-pestle,5,1,5
india_flower_Hibiscus,5,5,1
turkey_bird_mallard,1,5,5
united-states_celebrations_christmas,1,5,2
united-states_houses_ranch-style-house,4,1,4
japan_food_miso-soup,1,4,5
portugal_food_pastel-de-nata,5,5,3
nigeria_houses_residential-estate,5,5,1
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,5,1
india_utensil_Skimmer,4,5,2
portugal_visual-arts_azulejo,5,5,1
india_bird_Rose-ringed-parakeet,5,5,1
united-states_bird_mourning-dove,1,5,5
turkey_clothing_turkish-salvar,5,5,1
portugal_clothing_traje-campino-ribatejano,5,1,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,5,1,5
portugal_clothing_caretos-de-podence,5,1,4
japan_mammal_common-raccoon-dog,1,5,5
nigeria_sport_boxing,5,5,1
turkey_music_qanun,1,5,5
united-states_sport_american-football,5,1,5
japan_beverages_yakult,5,5,1
nigeria_utensil_meat-grinder,5,5,1
nigeria_music_cultural-dance-troupe,1,5,5
united-states_fruit_blueberry,5,1,5
india_vegetable_Eggplant,1,5,5
turkey_clothing_tesettür,1,5,5
india_houses_Bungalow,5,1,3
nigeria_fruit_banana,4,1,5
turkey_celebrations_national-sovereignty-and-childrens-day,5,1,5
india_celebrations_Vijayadashami,5,1,5
japan_houses_shinto-shrine,3,1,5
portugal_houses_palácio-nacional-de-belém,5,5,3
portugal_utensil_nutcracker,5,5,1
japan_clothing_hakama,5,5,1
india_agriculture_tea-plantations,5,5,1
turkey_flower_hyacinth,5,5,1
portugal_agriculture_vindima,5,1,5
japan_celebrations_coming-of-age-day,2,5,5
india_celebrations_Holi,5,2,5
nigeria_clothing_isiagu,5,1,5
united-states_mammal_raccoon,1,5,5
nigeria_fruit_mango,5,5,1
united-states_religion_evangelicalism,5,2,5
turkey_beverages_rakı,1,5,4
portugal_music_kizomba,1,5,5
india_agriculture_cotton-production,5,5,2
portugal_bird_house-sparrow,1,5,5
nigeria_education_computer-classes,5,2,5
united-states_flower_lilium,5,1,5
portugal_flower_bellis-annua,1,5,5
portugal_bird_rock-dove,5,1,3
india_sport_cricket,1,5,5
japan_music_idol,5,1,5
united-states_beverages_beer,5,5,2
united-states_music_rock,5,1,5
japan_sport_karate,1,1,5
india_mammal_elephant,5,5,1
japan_flower_chrysanthemum,1,5,5
japan_mammal_ezo-red-fox,5,5,1
nigeria_celebrations_durbar-festival,5,5,1
japan_celebrations_koinobori,5,5,1
nigeria_food_amala-and-ewedu,1,3,5
turkey_music_arabesque,5,4,1
nigeria_vegetable_okra,4,4,1
united-states_visual-arts_mural-painting,3,1,3
turkey_mammal_angora-goat,1,4,2
portugal_religion_nossa-senhora-de-fatima,4,4,5
turkey_houses_mosque,1,4,2
india_fruit_Chikoo,2,4,5
portugal_agriculture_salt-pans,4,5,1
turkey_utensil_cezve,5,5,1
nigeria_flower_hibiscus,5,3,5
united-states_houses_prairie-school,1,4,5
portugal_celebrations_festa-dos-tabuleiros,2,4,4
portugal_flower_orquídea,5,2,5
india_religion_Hinduism,5,5,1
japan_sport_sumo,1,2,5
portugal_utensil_chave-inglesa,5,4,1
japan_utensil_suribachi,5,1,2
united-states_religion_judaism,1,4,1
nigeria_visual-arts_painting,1,5,5
portugal_music_cante-alentejano,2,1,4
turkey_houses_villa,1,5,5
turkey_houses_apartment,4,5,2
united-states_education_kahoot,1,5,4
india_bird_Indian-roller,5,2,5
portugal_mammal_estrela-mountain-dog,1,2,4
turkey_fruit_cherry,1,1,5
india_education_Central-Board-of-Secondary-Education,5,1,5
japan_houses_minka,5,4,1
nigeria_clothing_boubou,2,5,5
japan_food_tempura,5,2,5
japan_music_visual-kei,1,5,4
portugal_vegetable_pumpkin,1,5,5
nigeria_flower_orchid,5,3,2
united-states_mammal_north-american-beaver,5,4,1
portugal_religion_judaísmo,1,4,5
india_houses_Temple,5,2,1
united-states_education_boarding-school,2,4,1
turkey_mammal_angora-cat,5,1,5
japan_visual-arts_ukiyo-e,4,1,5
united-states_vegetable_potato,5,1,5
india_beverages_lassi,1,5,1
india_vegetable_Okra,5,1,5
turkey_music_ottoman-music,4,1,5
india_vegetable_Cauliflower,1,1,4
nigeria_vegetable_carrot,5,2,1
nigeria_music_traditional-flute-player,5,2,3
india_music_flute,3,2,2
japan_clothing_yukata,4,4,1
nigeria_music_jazz,2,1,2
japan_sport_yakyū,2,2,4
turkey_visual-arts_calligraphy,4,1,4
india_agriculture_dairy-farming,1,2,3
united-states_religion_christianity,3,3,3
nigeria_clothing_aso-oke,1,5,4
japan_agriculture_poultry-farming,1,4,4
nigeria_visual-arts_igbo-art,5,1,5
portugal_clothing_camisola-poveira,2,5,5
turkey_food_simit,5,4,1
india_celebrations_Eid-al-Fitr,4,4,1
nigeria_sport_basketball,5,1,2
india_clothing_Sari,1,5,5
turkey_agriculture_wheat,5,1,5
india_bird_House-sparrow,5,1,5
turkey_houses_konak,1,5,5
nigeria_utensil_sieve,2,5,1
portugal_agriculture_cork-oak-plantations,5,1,5
portugal_vegetable_beterraba,1,4,1
japan_religion_butsuzō,5,1,5
japan_education_sotsugyōshiki,1,4,4
portugal_music_fado-de-lisboa,1,4,5
nigeria_beverages_roselle-juice,4,1,5
united-states_education_state-school,4,1,1
united-states_religion_mainline-protestant,5,4,1
portugal_vegetable_zucchini,4,1,1
turkey_fruit_plum,4,1,1
nigeria_bird_owl,1,5,5
india_visual-arts_Kalamkari,5,5,2
portugal_visual-arts_escultura,4,1,5
turkey_education_cram-school,5,2,5
portugal_utensil_black-pottery-of-bisalhães,2,3,5
japan_fruit_kaki,1,1,5
turkey_beverages_boza,5,4,2
india_sport_hockey,1,5,5
portugal_fruit_grape,1,5,1
japan_vegetable_shiitake,5,5,1
nigeria_houses_igbo-architecture,5,5,1
united-states_music_jazz,1,4,5
portugal_food_cozido-à-portuguesa,1,1,5
portugal_beverages_port-wine,1,5,5
united-states_food_apple-pie,4,1,5
japan_celebrations_hinamatsuri,1,5,5
japan_agriculture_pig-farming,5,5,1
united-states_bird_bald-eagle,1,5,5
japan_sport_kendō,1,5,5
india_food_Samosa,1,5,5
india_houses_Mosque,5,1,5
united-states_flower_rose,5,1,5
nigeria_mammal_african-forest-elephant,1,5,5
nigeria_fruit_guava,1,5,5
india_celebrations_Ganesh-Chaturthi,4,1,4
united-states_religion_mormonism,1,4,5
united-states_vegetable_kale,1,5,5
united-states_mammal_american-black-bear,5,5,1
japan_agriculture_稲作,4,5,2
portugal_houses_casas-típicas-de-santana,5,2,1
portugal_fruit_orange,1,4,5
turkey_vegetable_zucchini,5,5,1
india_beverages_filter-coffee,4,1,4
nigeria_music_talking-drum,5,1,4
portugal_houses_piódão,5,5,1
japan_celebrations_tanabata,4,1,5
portugal_beverages_sagres,4,1,4
turkey_agriculture_olive,5,1,5
india_mammal_rhinoceros,1,4,1
nigeria_flower_ixora,4,1,5
nigeria_religion_hinduism-in-nigeria,5,5,1
japan_utensil_chasen,5,5,1
nigeria_bird_duck,2,1,5
nigeria_fruit_udala,1,4,5
turkey_visual-arts_ottoman-miniature,5,5,1
turkey_visual-arts_paper-marbling,5,2,5
portugal_mammal_porco,5,1,4
united-states_celebrations_independence-day,1,4,2
turkey_bird_greater-flamingo,5,1,5
turkey_music_baglama,4,1,5
united-states_food_hamburger,1,5,1
turkey_agriculture_hazelnut-production-in-turkey,1,4,2
india_agriculture_wheat-farming,1,5,5
united-states_education_blended-learning,5,1,4
india_beverages_kingfisher-beer,5,1,5
portugal_education_university-of-coimbra,5,1,5
united-states_agriculture_wheat,1,5,5
nigeria_clothing_agbada,1,5,5
nigeria_mammal_aardvark,1,5,2
japan_vegetable_renkon,1,2,5
india_clothing_Kurta,4,4,2
portugal_sport_roller-hockey,5,4,1
portugal_celebrations_carnaval-de-podence,4,1,5
india_visual-arts_Indian-painting,1,4,4
nigeria_education_igbo-apprentice-system,1,5,5
turkey_education_quran-course,1,4,5
portugal_celebrations_carnaval-de-torres-vedras,4,1,5
india_utensil_Tava,5,5,1
portugal_utensil_almofariz,1,2,5
nigeria_agriculture_fish-farming,1,4,5
turkey_beverages_turkish-coffee,4,1,5
turkey_food_baklava,5,1,5
portugal_flower_magnolia,4,1,5
japan_bird_japanese-bush-warbler,4,5,1
turkey_education_boğaziçi-university,5,5,1
japan_vegetable_gobo,1,5,5
united-states_mammal_white-tailed-deer,1,1,5
japan_fruit_citrus-unshiu,2,1,5
turkey_vegetable_eggplant,4,1,1
united-states_clothing_down-jacket,1,4,4
india_visual-arts_Madhubani-art,4,5,1
portugal_mammal_iberian-lynx,1,2,5
united-states_flower_tulip,1,4,5
portugal_education_cartilha-maternal,1,4,5
united-states_clothing_suit,5,5,1
portugal_bird_common-blackbird,4,5,5
india_bird_Indian-peafowl,1,2,5
japan_bird_crow,5,5,1
nigeria_flower_aloe-vera,1,5,5
united-states_celebrations_thanksgiving,5,1,4
india_celebrations_Diwali,5,1,5
portugal_fruit_apple,1,3,1
india_clothing_Churidar,5,2,1
nigeria_education_university-of-port-harcourt,1,1,1
united-states_beverages_coca-cola,2,2,1
turkey_food_i̇çli-pide,1,2,4
portugal_beverages_ginjinha,1,4,1
portugal_beverages_espresso,5,1,4
japan_utensil_ohashi,5,1,5
turkey_vegetable_cucumber,1,5,5
india_bird_Common-myna,5,1,2
nigeria_houses_aso-villa,5,1,5
nigeria_vegetable_garden-egg,4,4,1
turkey_fruit_watermelon,5,2,1
japan_religion_temizuya,1,5,5
portugal_visual-arts_portuguese-pavement,5,1,5
united-states_visual-arts_abstract-expressionism,4,1,5
japan_visual-arts_manga,2,1,4
united-states_vegetable_carrot,5,1,1
india_music_tabla,5,5,1
nigeria_utensil_cutting-board,4,5,1
nigeria_celebrations_eyo-festival,5,1,4
japan_houses_buddhist-temples-in-japan,1,1,1
united-states_visual-arts_street-art,1,4,4
nigeria_agriculture_cassava,1,5,1
turkey_bird_crow,1,4,5
turkey_religion_christianity,4,1,5
united-states_food_french-fries,1,2,4
india_flower_Rose,4,5,1
japan_religion_tera,1,5,5
united-states_fruit_banana,1,4,1
united-states_beverages_sweet-tea,1,4,5
united-states_fruit_orange,1,1,5
india_clothing_Shalwar-kameez,4,4,1
japan_fruit_kyoho,1,1,4
india_food_Dosa,4,5,1
india_flower_Jasmine,4,1,5
portugal_education_computer,5,1,2
nigeria_religion_dibia,1,5,5
india_food_Chicken-tikka-masala,5,5,1
united-states_sport_basketball,4,1,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,2,5
united-states_utensil_tongs,5,4,
turkey_fruit_apple,3,5,1
india_houses_Villa,5,3,5
portugal_clothing_capote-alentejano,4,2,5
portugal_vegetable_lettuce,5,1,1
nigeria_food_akara,1,5,5
india_mammal_langur-monkey,1,5,5
japan_music_shamisen,5,5,1
united-states_flower_common-sunflower,5,1,4
turkey_mammal_red-fox,5,5,1
nigeria_mammal_greater-cane-rat,1,1,5
japan_agriculture_fishery,5,4,2
japan_flower_fuji,1,5,1
portugal_religion_orthodoxy,5,5,1
portugal_religion_catholic-church,2,5,5
united-states_mammal_cougar,1,5,5
turkey_bird_domestic-pigeon,5,5,1
nigeria_sport_volleyball,1,5,5
nigeria_mammal_bat,3,1,5
japan_vegetable_wasabi,5,3,2
turkey_agriculture_tobacco-farming,5,3,1
turkey_flower_begonia,5,5,1
japan_visual-arts_origami,1,1,5
india_beverages_chai,,5,5
japan_clothing_hanten,5,5,1
india_flower_Marigold,1,5,5
united-states_sport_volleyball,5,1,4
japan_education_shukudai,5,5,1
turkey_education_karma-eğitim,5,5,3
japan_visual-arts_shodō,2,5,5
turkey_religion_deism,1,4,5
japan_food_mochi,1,1,5
united-states_houses_apartment,5,5,3
nigeria_fruit_pineapple,1,5,5
portugal_sport_handball,5,1,5
india_music_harmonium,5,5,1
japan_agriculture_dairy,5,4,5
india_vegetable_Spinach,5,3,5
united-states_food_fried-chicken,5,4,1
turkey_clothing_fez,1,5,1
japan_visual-arts_ink-wash-painting,2,5,5
portugal_houses_aldeias-do-xisto,5,3,5
nigeria_visual-arts_glass-art,5,4,1
turkey_vegetable_green-bean,4,2,5
turkey_visual-arts_anatolian-rug,5,5,2
nigeria_religion_christianity,5,5,1
united-states_houses_california-bungalow,5,5,3
turkey_bird_gull,5,,5
india_religion_Jainism,5,5,1
portugal_religion_christianity,5,1,5
portugal_flower_girassol,5,1,5
japan_houses_danchi,5,3,5
india_mammal_deer,4,5,1
japan_music_gagaku,2,5,5
nigeria_celebrations_independence-day-celebration,5,5,1
nigeria_religion_baháʼí-faith-in-nigeria,5,2,5
nigeria_food_egusi-soup-and-poundo,5,5,1
portugal_utensil_wooden-spoon,5,1,1
portugal_beverages_poncha,2,5,5
india_food_Tandoori-chicken,1,5,5
united-states_bird_american-crow,5,1,5
portugal_celebrations_noite-branca,1,5,5
india_sport_badminton,5,2,5
united-states_agriculture_dairy-farming,1,5,5
united-states_vegetable_brussels-sprout,5,1,5
portugal_bird_gull,1,5,5
portugal_education_blackboard,1,5,5
united-states_celebrations_halloween,4,5,1
portugal_agriculture_floricultura,5,1,5
portugal_sport_canoeing,5,3,5
nigeria_food_pounded-yam,4,1,5
nigeria_houses_yoruba-architecture,2,5,5
turkey_utensil_sieve,2,5,5
japan_flower_hydrangea-macrophylla,4,5,5
turkey_religion_turbe,5,5,1
india_education_Vedas,1,5,5
turkey_fruit_fig,5,,4
japan_fruit_watermelon,5,5,1
japan_clothing_kimono,5,5,1
turkey_beverages_ayran,2,5,5
turkey_sport_football,1,5,5
portugal_fruit_peach,3,1,5
portugal_bird_carrion-crow,5,1,5
turkey_sport_tennis,3,4,5
united-states_agriculture_tobacco,5,1,5
turkey_celebrations_republic-day,5,1,5
japan_clothing_tabi,5,5,1
turkey_utensil_drill,5,5,1
india_education_Indian-Institutes-of-Technology,5,2,5
india_fruit_Papaya,1,5,5
portugal_mammal_red-squirrel,5,5,1
japan_mammal_japanese-serow,5,5,2
united-states_visual-arts_art-of-the-american-southwest,1,1,5
india_visual-arts_Pattachitra,5,2,4
nigeria_flower_royal-poinciana,5,1,5
united-states_houses_townhouse,2,5,5
india_education_gurukula,1,5,5
turkey_visual-arts_graffiti,1,5,5
