Key,e2e-instruct,cap-retrieve,cap-edit
nigeria_agriculture_corn-farm,2,2,4
portugal_flower_dianthus-caryophyllus,5,5,3
portugal_sport_association-football,4,3,3
india_religion_Islam,3,5,2
united-states_vegetable_broccoli,5,4,5
united-states_music_country,1,2,4
turkey_education_imam-hatip-high-school,3,3,3
united-states_beverages_orange-juice,5,2,2
japan_religion_soryo,4,2,5
japan_education_kosha,1,3,3
india_education_Blackboard,5,4,5
united-states_sport_baseball,5,5,4
united-states_sport_golf,5,4,5
united-states_fruit_apple,3,5,4
united-states_music_pop-music,4,4,4
portugal_visual-arts_bordallo-pinheiro,4,5,4
japan_fruit_peach,4,2,5
india_utensil_Pressure-Cooker,5,4,4
india_fruit_Lychee,5,4,5
nigeria_agriculture_poultry-farming,5,4,5
united-states_beverages_coffee,5,4,3
portugal_food_bacalhau-à-brás,5,4,5
india_utensil_Rolling-pin,4,5,3
united-states_clothing_cowboy-hat,5,4,5
nigeria_sport_running,5,5,1
nigeria_visual-arts_bronze-work,3,4,5
turkey_clothing_kaftan,5,5,4
nigeria_beverages_kunu,5,3,3
india_mammal_bengal-tiger,3,3,5
united-states_clothing_jeans,5,2,1
united-states_utensil_spoon,5,5,1
japan_bird_kounotori,4,5,4
india_food_Biryani,5,5,2
japan_music_taiko,5,2,2
india_clothing_Lehenga,4,4,5
united-states_flower_narcissus,4,5,5
portugal_food_francesinha,4,5,5
nigeria_beverages_zobo,4,5,3
japan_bird_kiji,5,5,5
turkey_religion_alevism,1,5,1
portugal_vegetable_potato,1,5,4
turkey_sport_basketball,5,4,4
turkey_religion_islam,5,4,5
turkey_beverages_turnip-water,4,5,5
nigeria_bird_guineafowl,4,5,5
turkey_celebrations_eid-al-adha,5,1,5
nigeria_celebrations_ofala-festival,4,1,5
nigeria_utensil_mortar-and-pestle,1,5,1
india_flower_Hibiscus,4,5,5
turkey_bird_mallard,5,2,4
united-states_celebrations_christmas,5,2,5
united-states_houses_ranch-style-house,4,5,5
japan_food_miso-soup,5,5,3
portugal_food_pastel-de-nata,4,2,5
nigeria_houses_residential-estate,4,4,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,4,5,5
india_utensil_Skimmer,5,3,5
portugal_visual-arts_azulejo,1,4,5
india_bird_Rose-ringed-parakeet,1,4,5
united-states_bird_mourning-dove,5,4,1
turkey_clothing_turkish-salvar,4,4,5
portugal_clothing_traje-campino-ribatejano,2,5,4
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,4,5,4
portugal_clothing_caretos-de-podence,4,5,5
japan_mammal_common-raccoon-dog,5,4,4
nigeria_sport_boxing,1,4,5
turkey_music_qanun,5,1,1
united-states_sport_american-football,1,5,5
japan_beverages_yakult,5,4,5
nigeria_utensil_meat-grinder,4,4,5
nigeria_music_cultural-dance-troupe,5,1,4
united-states_fruit_blueberry,4,5,4
india_vegetable_Eggplant,5,3,3
turkey_clothing_tesettür,5,2,3
india_houses_Bungalow,4,5,5
nigeria_fruit_banana,4,5,2
turkey_celebrations_national-sovereignty-and-childrens-day,4,5,5
india_celebrations_Vijayadashami,4,5,1
japan_houses_shinto-shrine,5,5,4
portugal_houses_palácio-nacional-de-belém,1,4,5
portugal_utensil_nutcracker,4,1,5
japan_clothing_hakama,2,4,5
india_agriculture_tea-plantations,3,2,5
turkey_flower_hyacinth,5,5,5
portugal_agriculture_vindima,4,5,4
japan_celebrations_coming-of-age-day,5,4,5
india_celebrations_Holi,4,5,2
nigeria_clothing_isiagu,4,5,5
united-states_mammal_raccoon,5,4,4
nigeria_fruit_mango,1,3,1
united-states_religion_evangelicalism,4,5,4
turkey_beverages_rakı,5,4,4
portugal_music_kizomba,5,4,5
india_agriculture_cotton-production,4,4,5
portugal_bird_house-sparrow,5,1,3
nigeria_education_computer-classes,4,5,5
united-states_flower_lilium,2,5,5
portugal_flower_bellis-annua,5,1,1
portugal_bird_rock-dove,3,5,5
india_sport_cricket,5,4,4
japan_music_idol,4,5,4
united-states_beverages_beer,1,4,5
united-states_music_rock,4,5,5
japan_sport_karate,5,5,4
india_mammal_elephant,5,4,5
japan_flower_chrysanthemum,5,2,3
japan_mammal_ezo-red-fox,5,1,5
nigeria_celebrations_durbar-festival,5,4,5
japan_celebrations_koinobori,1,3,5
nigeria_food_amala-and-ewedu,5,5,4
turkey_music_arabesque,3,4,5
nigeria_vegetable_okra,4,2,5
united-states_visual-arts_mural-painting,2,5,4
turkey_mammal_angora-goat,5,3,4
portugal_religion_nossa-senhora-de-fatima,4,1,5
turkey_houses_mosque,5,4,2
india_fruit_Chikoo,4,5,2
portugal_agriculture_salt-pans,4,4,5
turkey_utensil_cezve,2,2,5
nigeria_flower_hibiscus,1,5,2
united-states_houses_prairie-school,5,4,2
portugal_celebrations_festa-dos-tabuleiros,4,2,2
portugal_flower_orquídea,1,4,2
india_religion_Hinduism,2,2,5
japan_sport_sumo,5,4,2
portugal_utensil_chave-inglesa,2,4,5
japan_utensil_suribachi,4,5,5
united-states_religion_judaism,5,2,5
nigeria_visual-arts_painting,4,2,1
portugal_music_cante-alentejano,5,5,4
turkey_houses_villa,5,4,2
turkey_houses_apartment,4,2,5
united-states_education_kahoot,5,2,4
india_bird_Indian-roller,4,5,2
portugal_mammal_estrela-mountain-dog,5,4,4
turkey_fruit_cherry,5,5,4
india_education_Central-Board-of-Secondary-Education,2,5,2
japan_houses_minka,2,4,5
nigeria_clothing_boubou,5,2,2
japan_food_tempura,2,5,1
japan_music_visual-kei,4,1,5
portugal_vegetable_pumpkin,5,2,4
nigeria_flower_orchid,1,3,5
united-states_mammal_north-american-beaver,2,5,5
portugal_religion_judaísmo,5,4,1
india_houses_Temple,2,5,5
united-states_education_boarding-school,4,2,5
turkey_mammal_angora-cat,2,5,1
japan_visual-arts_ukiyo-e,4,5,2
united-states_vegetable_potato,1,5,1
india_beverages_lassi,5,4,5
india_vegetable_Okra,2,5,4
turkey_music_ottoman-music,4,5,1
india_vegetable_Cauliflower,4,5,2
nigeria_vegetable_carrot,2,5,5
nigeria_music_traditional-flute-player,1,3,2
india_music_flute,1,3,4
japan_clothing_yukata,2,2,1
nigeria_music_jazz,2,3,4
japan_sport_yakyū,2,1,4
turkey_visual-arts_calligraphy,2,3,2
india_agriculture_dairy-farming,4,4,2
united-states_religion_christianity,1,2,2
nigeria_clothing_aso-oke,5,2,4
japan_agriculture_poultry-farming,5,2,4
nigeria_visual-arts_igbo-art,1,5,1
portugal_clothing_camisola-poveira,5,2,2
turkey_food_simit,2,4,5
india_celebrations_Eid-al-Fitr,4,2,5
nigeria_sport_basketball,1,5,5
india_clothing_Sari,5,2,2
turkey_agriculture_wheat,2,5,2
india_bird_House-sparrow,1,5,2
turkey_houses_konak,5,2,2
nigeria_utensil_sieve,5,1,5
portugal_agriculture_cork-oak-plantations,2,5,2
portugal_vegetable_beterraba,5,5,5
japan_religion_butsuzō,1,5,1
japan_education_sotsugyōshiki,5,2,2
portugal_music_fado-de-lisboa,5,4,2
nigeria_beverages_roselle-juice,2,5,1
united-states_education_state-school,4,5,5
united-states_religion_mainline-protestant,2,4,5
portugal_vegetable_zucchini,4,5,5
turkey_fruit_plum,5,5,5
nigeria_bird_owl,5,1,1
india_visual-arts_Kalamkari,1,2,5
portugal_visual-arts_escultura,4,5,1
turkey_education_cram-school,2,5,2
portugal_utensil_black-pottery-of-bisalhães,5,5,4
japan_fruit_kaki,5,5,4
turkey_beverages_boza,4,4,5
india_sport_hockey,5,5,5
portugal_fruit_grape,5,4,5
japan_vegetable_shiitake,2,2,5
nigeria_houses_igbo-architecture,2,2,5
united-states_music_jazz,5,4,4
portugal_food_cozido-à-portuguesa,5,5,2
portugal_beverages_port-wine,5,1,2
united-states_food_apple-pie,5,5,4
japan_celebrations_hinamatsuri,5,2,1
japan_agriculture_pig-farming,1,2,5
united-states_bird_bald-eagle,5,4,5
japan_sport_kendō,5,4,4
india_food_Samosa,5,4,4
india_houses_Mosque,2,5,2
united-states_flower_rose,1,5,1
nigeria_mammal_african-forest-elephant,5,4,2
nigeria_fruit_guava,5,2,1
india_celebrations_Ganesh-Chaturthi,5,5,4
united-states_religion_mormonism,5,4,4
united-states_vegetable_kale,5,2,4
united-states_mammal_american-black-bear,2,4,5
japan_agriculture_稲作,4,2,5
portugal_houses_casas-típicas-de-santana,2,5,5
portugal_fruit_orange,5,4,2
turkey_vegetable_zucchini,4,2,5
india_beverages_filter-coffee,5,5,5
nigeria_music_talking-drum,1,5,4
portugal_houses_piódão,1,4,5
japan_celebrations_tanabata,4,5,1
portugal_beverages_sagres,5,5,4
turkey_agriculture_olive,1,5,2
india_mammal_rhinoceros,5,4,5
nigeria_flower_ixora,2,5,1
nigeria_religion_hinduism-in-nigeria,2,1,5
japan_utensil_chasen,2,4,5
nigeria_bird_duck,5,5,2
nigeria_fruit_udala,5,4,1
turkey_visual-arts_ottoman-miniature,2,1,5
turkey_visual-arts_paper-marbling,1,5,2
portugal_mammal_porco,4,5,5
united-states_celebrations_independence-day,5,4,5
turkey_bird_greater-flamingo,2,5,2
turkey_music_baglama,4,2,5
united-states_food_hamburger,5,4,5
turkey_agriculture_hazelnut-production-in-turkey,5,4,4
india_agriculture_wheat-farming,5,2,1
united-states_education_blended-learning,2,5,5
india_beverages_kingfisher-beer,4,5,1
portugal_education_university-of-coimbra,2,5,4
united-states_agriculture_wheat,5,4,2
nigeria_clothing_agbada,5,2,4
nigeria_mammal_aardvark,5,2,4
japan_vegetable_renkon,5,5,2
india_clothing_Kurta,4,5,5
portugal_sport_roller-hockey,2,4,5
portugal_celebrations_carnaval-de-podence,4,5,2
india_visual-arts_Indian-painting,5,4,4
nigeria_education_igbo-apprentice-system,5,1,1
turkey_education_quran-course,5,4,2
portugal_celebrations_carnaval-de-torres-vedras,4,5,2
india_utensil_Tava,2,1,5
portugal_utensil_almofariz,5,5,4
nigeria_agriculture_fish-farming,5,4,2
turkey_beverages_turkish-coffee,4,5,2
turkey_food_baklava,5,5,4
portugal_flower_magnolia,4,5,1
japan_bird_japanese-bush-warbler,4,1,5
turkey_education_boğaziçi-university,2,2,5
japan_vegetable_gobo,5,1,2
united-states_mammal_white-tailed-deer,5,5,1
japan_fruit_citrus-unshiu,4,5,2
turkey_vegetable_eggplant,4,5,5
united-states_clothing_down-jacket,5,4,4
india_visual-arts_Madhubani-art,4,2,5
portugal_mammal_iberian-lynx,5,5,1
united-states_flower_tulip,5,4,1
portugal_education_cartilha-maternal,5,4,1
united-states_clothing_suit,2,2,5
portugal_bird_common-blackbird,4,5,2
india_bird_Indian-peafowl,5,5,2
japan_bird_crow,2,4,5
nigeria_flower_aloe-vera,5,5,1
united-states_celebrations_thanksgiving,1,5,4
india_celebrations_Diwali,2,5,1
portugal_fruit_apple,5,5,5
india_clothing_Churidar,2,5,5
nigeria_education_university-of-port-harcourt,5,5,5
united-states_beverages_coca-cola,4,5,5
turkey_food_i̇çli-pide,5,5,4
portugal_beverages_ginjinha,5,4,5
portugal_beverages_espresso,1,5,2
japan_utensil_ohashi,1,5,2
turkey_vegetable_cucumber,5,4,2
india_bird_Common-myna,2,5,4
nigeria_houses_aso-villa,5,4,4
nigeria_vegetable_garden-egg,2,4,5
turkey_fruit_watermelon,2,5,5
japan_religion_temizuya,5,2,2
portugal_visual-arts_portuguese-pavement,1,5,2
united-states_visual-arts_abstract-expressionism,5,5,4
japan_visual-arts_manga,5,5,4
united-states_vegetable_carrot,2,5,5
india_music_tabla,2,1,5
nigeria_utensil_cutting-board,4,1,5
nigeria_celebrations_eyo-festival,2,5,5
japan_houses_buddhist-temples-in-japan,5,5,5
united-states_visual-arts_street-art,5,2,2
nigeria_agriculture_cassava,5,2,5
turkey_bird_crow,5,5,1
turkey_religion_christianity,4,5,2
united-states_food_french-fries,5,5,2
india_flower_Rose,4,1,5
japan_religion_tera,5,1,2
united-states_fruit_banana,5,4,5
united-states_beverages_sweet-tea,5,2,1
united-states_fruit_orange,5,5,4
india_clothing_Shalwar-kameez,4,5,5
japan_fruit_kyoho,5,5,5
india_food_Dosa,5,4,5
india_flower_Jasmine,5,4,5
portugal_education_computer,1,5,4
nigeria_religion_dibia,5,2,1
india_food_Chicken-tikka-masala,2,2,5
united-states_sport_basketball,4,5,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,4,5,1
united-states_utensil_tongs,4,5,
turkey_fruit_apple,5,4,5
india_houses_Villa,1,4,2
portugal_clothing_capote-alentejano,4,5,1
portugal_vegetable_lettuce,4,5,5
nigeria_food_akara,5,2,1
india_mammal_langur-monkey,5,1,2
japan_music_shamisen,1,2,5
united-states_flower_common-sunflower,2,5,5
turkey_mammal_red-fox,1,4,5
nigeria_mammal_greater-cane-rat,5,5,2
japan_agriculture_fishery,2,4,5
japan_flower_fuji,5,2,5
portugal_religion_orthodoxy,1,3,5
portugal_religion_catholic-church,5,1,1
united-states_mammal_cougar,5,3,2
turkey_bird_domestic-pigeon,1,1,5
nigeria_sport_volleyball,5,1,3
nigeria_mammal_bat,4,5,1
japan_vegetable_wasabi,2,4,5
turkey_agriculture_tobacco-farming,2,4,5
turkey_flower_begonia,1,1,5
japan_visual-arts_origami,5,5,1
india_beverages_chai,,2,2
japan_clothing_hanten,1,1,5
india_flower_Marigold,5,1,2
united-states_sport_volleyball,1,5,2
japan_education_shukudai,1,1,5
turkey_education_karma-eğitim,1,1,3
japan_visual-arts_shodō,5,3,1
turkey_religion_deism,5,2,1
japan_food_mochi,5,5,1
united-states_houses_apartment,2,2,4
nigeria_fruit_pineapple,5,1,1
portugal_sport_handball,3,5,1
india_music_harmonium,1,1,5
japan_agriculture_dairy,1,5,3
india_vegetable_Spinach,1,4,1
united-states_food_fried-chicken,1,3,5
turkey_clothing_fez,5,1,5
japan_visual-arts_ink-wash-painting,4,2,3
portugal_houses_aldeias-do-xisto,1,3,2
nigeria_visual-arts_glass-art,1,4,5
turkey_vegetable_green-bean,3,5,1
turkey_visual-arts_anatolian-rug,1,1,4
nigeria_religion_christianity,1,1,4
united-states_houses_california-bungalow,1,1,3
turkey_bird_gull,1,,1
india_religion_Jainism,1,2,5
portugal_religion_christianity,1,5,1
portugal_flower_girassol,1,5,1
japan_houses_danchi,1,4,1
india_mammal_deer,4,1,5
japan_music_gagaku,5,2,2
nigeria_celebrations_independence-day-celebration,1,2,5
nigeria_religion_baháʼí-faith-in-nigeria,1,4,1
nigeria_food_egusi-soup-and-poundo,1,1,5
portugal_utensil_wooden-spoon,2,5,5
portugal_beverages_poncha,5,3,3
india_food_Tandoori-chicken,5,1,1
united-states_bird_american-crow,1,5,2
portugal_celebrations_noite-branca,5,1,1
india_sport_badminton,1,5,1
united-states_agriculture_dairy-farming,5,2,1
united-states_vegetable_brussels-sprout,1,5,1
portugal_bird_gull,5,1,1
portugal_education_blackboard,5,1,1
united-states_celebrations_halloween,3,1,5
portugal_agriculture_floricultura,5,1,5
portugal_sport_canoeing,1,3,1
nigeria_food_pounded-yam,3,5,2
nigeria_houses_yoruba-architecture,5,1,1
turkey_utensil_sieve,5,1,2
japan_flower_hydrangea-macrophylla,2,2,1
turkey_religion_turbe,1,2,5
india_education_Vedas,4,1,1
turkey_fruit_fig,1,,3
japan_fruit_watermelon,1,1,5
japan_clothing_kimono,5,4,1
turkey_beverages_ayran,2,5,4
turkey_sport_football,1,5,4
portugal_fruit_peach,3,5,1
portugal_bird_carrion-crow,2,5,1
turkey_sport_tennis,3,2,1
united-states_agriculture_tobacco,4,1,5
turkey_celebrations_republic-day,1,4,1
japan_clothing_tabi,1,1,5
turkey_utensil_drill,1,1,5
india_education_Indian-Institutes-of-Technology,1,4,1
india_fruit_Papaya,5,1,2
portugal_mammal_red-squirrel,1,1,5
japan_mammal_japanese-serow,1,2,2
united-states_visual-arts_art-of-the-american-southwest,2,2,5
india_visual-arts_Pattachitra,1,3,2
nigeria_flower_royal-poinciana,1,5,2
united-states_houses_townhouse,5,1,1
india_education_gurukula,5,1,1
turkey_visual-arts_graffiti,5,1,1
