src_image_path,task,model_path_1,model_path_2,model_path_3,model_1,model_2,model_3
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-2.png,"Count and write the number",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-count-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-count-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-count-2.png,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-3.png,"Circle the balls. Cross out the ice creams. Draw a square around the sunglasses. Write the totals",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-sort_count-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-sort_count-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-sort_count-3.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-2.png,"Count number of hotdogs prepared by each person",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-analyse-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-analyse-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-analyse-2.png,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-4.png,"Circle the picture that doesn't belong",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-belong-4.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-belong-4.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-belong-4.png,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-3.png,"Circle the picture that doesn't belong",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-belong-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-belong-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-belong-3.png,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-5.png,"Count the number of cupcakes",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-analyse-5.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-analyse-5.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-analyse-5.png,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-10.png,"Identify the number of kids who chose pie, cake and cookies",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-analyse-10.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-analyse-10.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-analyse-10.png,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-3.png,"Count and match",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-count-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-count-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-count-3.png,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-2.png,"Count each dessert and write the numbers in the boxes",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-sort_count-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-sort_count-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-sort_count-2.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-5.png,"How many of each balls are there ?",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-sort_count-5.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-sort_count-5.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-sort_count-5.png,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-4.png,"Count each scary thing and write",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-count-4.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-count-4.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-count-4.png,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-10.png,"Add the US currency notes",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-count-10.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-count-10.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-count-10.png,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_data-1.png,"Draw lines to connect and sort each animal according to their number of legs",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-sort_data-1.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-sort_data-1.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-sort_data-1.png,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort-2.png,"Match items with either fruit or vegetables basket",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-sort-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-sort-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-sort-2.png,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-11.png,"Circle group with more number of cup cakes",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-analyse-11.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-analyse-11.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-analyse-11.png,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-2.png,"Circle the picture that is different",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-belong-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-belong-2.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-belong-2.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-4.png,"Count the number of people who played basketball, soccer, baseball, tennis and football",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-analyse-4.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-analyse-4.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-analyse-4.png,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-3.png,"Count number of cupcakes baked on each weekday",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-analyse-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-analyse-3.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-analyse-3.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-5.png,"Circle the picture that doesn't belong.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/education_k5-belong-5.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/education_k5-belong-5.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/education_k5-belong-5.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/namukuru's_bicycle.jpg,"Namukuru carries her brother on her bicycle.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_namukuru's_bicycle.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_namukuru's_bicycle.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_namukuru's_bicycle.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/happy.jpg,"When I am happy so is she.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_happy.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_happy.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_happy.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/pehelwaan_ji.jpg,"He drinks ten litres of milk everyday.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_pehelwaan_ji.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_pehelwaan_ji.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_pehelwaan_ji.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/dole_agu_lo_oo.jpg,"Every morning I brush my doll's hair.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_dole_agu_lo_oo.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_dole_agu_lo_oo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_dole_agu_lo_oo.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/greetings.jpg,"Good morning.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_greetings.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_greetings.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_greetings.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/feet_hands_and_head.jpg,"I use my hands to eat work and hug.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_feet_hands_and_head.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_feet_hands_and_head.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_feet_hands_and_head.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/the_busy_big_mango_tree.jpg,"Tuesday it is meeting venue for politicians.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_the_busy_big_mango_tree.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_the_busy_big_mango_tree.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_the_busy_big_mango_tree.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/tingi_and_the_cows.jpg,"He used to look after the cows with her.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_tingi_and_the_cows.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_tingi_and_the_cows.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_tingi_and_the_cows.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/basara.jpg,"My mom bought rice.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_basara.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_basara.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_basara.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/toto.jpg,"Toto learns to plant herbs too.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_toto.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_toto.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_toto.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/my_home.jpg,"I live here with my whole family.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_my_home.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_my_home.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_my_home.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/mepu.jpg,"On Monday they climbed a mountain.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_mepu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_mepu.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_mepu.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/naughty_or_not.jpg,"Yes you are a good boy.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_naughty_or_not.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_naughty_or_not.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_naughty_or_not.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/pig.jpg,"How are we going to get there?",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_pig.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_pig.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_pig.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part2/stories/cake.jpg,"Elly cut the cake into 8 pieces.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_cake.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_cake.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_cake.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/cat_and_dog_and_the_yam.jpg,"This is Cat.This is Dog.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_cat_and_dog_and_the_yam.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_cat_and_dog_and_the_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_cat_and_dog_and_the_yam.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/hamo_os_du_ut.jpg,"While she was weeding he played in a pond.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_hamo_os_du_ut.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_hamo_os_du_ut.png,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_hamo_os_du_ut.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/asi_uli.jpg,"My skin is brown. A frog's skin is green.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_asi_uli.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_asi_uli.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_asi_uli.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part2/stories/o_rain_come.jpg,"Lilato fanned herself.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_o_rain_come.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_o_rain_come.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_o_rain_come.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/let_s_go.jpg,". . . I smell dirty socks.",https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_let_s_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_let_s_go.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_let_s_go.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part2/stories/importance_of_trees.jpg,"Everyday he looked up to the sky for rain.",https://storage.googleapis.com/image-transcreation/outputs/part2/cap-edit/nigeria/stories_importance_of_trees.png,https://storage.googleapis.com/image-transcreation/outputs/part2/cap-retrieve/nigeria/stories_importance_of_trees.jpg,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/nigeria/stories_importance_of_trees.jpg,cap-edit,cap-retrieve,e2e-instruct
