Key,cap-retrieve,e2e-instruct,cap-edit
brazil_music_forró,5,5,1
brazil_sport_futsal,1,4,5
india_beverages_kingfisher-beer,5,2,5
brazil_beverages_mate,4,5,5
india_beverages_filter-coffee,5,2,5
turkey_visual-arts_graffiti,1,5,5
india_houses_Temple,3,5,5
turkey_clothing_turkish-salvar,5,1,5
turkey_education_cram-school,5,1,5
nigeria_utensil_meat-grinder,5,1,5
japan_clothing_tabi,5,5,1
india_flower_Jasmine,5,5,1
nigeria_religion_islam,5,5,1
united-states_sport_volleyball,5,1,5
india_utensil_Skimmer,5,5,1
japan_celebrations_coming-of-age-day,5,5,1
japan_food_sushi,5,5,2
nigeria_agriculture_cassava,5,1,5
brazil_sport_association-football,5,1,5
japan_beverages_nihonshu,5,1,5
nigeria_utensil_sieve,5,5,1
india_food_Samosa,5,5,1
united-states_beverages_coffee,1,5,5
nigeria_visual-arts_painting,5,1,5
brazil_vegetable_potato,2,5,5
india_education_Central-Board-of-Secondary-Education,5,5,4
japan_visual-arts_ink-wash-painting,5,2,5
brazil_flower_bromelia,5,5,2
turkey_clothing_fez,4,5,4
united-states_clothing_cowboy-hat,5,5,5
india_mammal_elephant,5,5,1
united-states_houses_prairie-school,1,5,5
brazil_music_samba,5,5,1
japan_religion_torii,5,5,1
japan_education_kosha,5,5,1
japan_beverages_matcha,5,1,5
brazil_religion_catholic-church,5,1,5
turkey_fruit_watermelon,5,1,5
india_mammal_langur-monkey,1,5,5
united-states_visual-arts_art-of-the-american-southwest,1,5,5
nigeria_music_cultural-dance-troupe,5,5,1
united-states_agriculture_maize,5,1,5
india_vegetable_Spinach,1,5,5
brazil_religion_protestantism-in-brazil,5,4,5
japan_utensil_ohashi,5,1,5
japan_mammal_yezo-sika-deer,5,5,1
nigeria_music_jazz,5,1,5
united-states_music_bluegrass,5,1,5
nigeria_bird_eagle,5,1,5
india_education_Vedas,5,5,1
brazil_education_whiteboard,5,5,1
united-states_bird_bald-eagle,2,4,4
japan_music_idol,4,4,4
nigeria_flower_royal-poinciana,2,4,4
turkey_bird_mallard,1,5,5
turkey_agriculture_wheat,4,4,2
turkey_education_boğaziçi-university,4,4,2
brazil_utensil_mortar-and-pestle,1,4,4
united-states_sport_golf,4,2,4
turkey_mammal_roe-deer,4,2,4
united-states_clothing_sneakers,5,1,1
india_visual-arts_Pattachitra,4,4,1
brazil_utensil_wooden-spoon,5,1,5
india_sport_kabaddi,1,5,5
japan_celebrations_koinobori,5,5,1
turkey_houses_mosque,1,5,5
united-states_mammal_american-black-bear,4,4,1
nigeria_mammal_chimpanzee,1,5,5
japan_beverages_barley-tea,4,2,4
brazil_mammal_jaguar,5,1,1
japan_bird_japanese-bush-warbler,5,1,5
japan_food_miso-soup,5,2,5
india_bird_House-sparrow,4,2,4
brazil_food_feijoada,5,2,5
japan_clothing_kimono,1,5,5
brazil_clothing_bikini,5,5,1
nigeria_vegetable_cabbage,5,1,5
japan_vegetable_gobo,5,5,2
japan_clothing_hanten,1,5,5
india_bird_Indian-roller,4,2,4
turkey_clothing_tesettür,1,5,5
nigeria_vegetable_ewedu,1,5,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,5,1,5
united-states_bird_blue-jay,5,2,5
united-states_music_jazz,4,4,2
nigeria_celebrations_eyo-festival,5,5,2
turkey_education_quran-course,1,5,5
india_music_harmonium,1,5,5
japan_sport_kendō,5,2,5
brazil_flower_cattleya,5,5,1
united-states_flower_common-sunflower,4,2,1
united-states_celebrations_independence-day,1,4,4
japan_houses_kinkaku-ji,4,4,2
india_food_Biryani,1,5,5
united-states_vegetable_potato,5,2,5
turkey_mammal_angora-goat,1,4,4
japan_beverages_yakult,1,4,3
brazil_utensil_barbecue-grill,5,5,1
united-states_utensil_fork,5,5,1
brazil_bird_tucano,5,5,1
turkey_beverages_turnip-water,5,5,1
nigeria_celebrations_new-yam-festival,1,4,4
united-states_flower_lilium,5,2,5
turkey_education_imam-hatip-high-school,5,1,5
nigeria_houses_yoruba-architecture,5,5,1
united-states_clothing_suit,5,5,1
india_mammal_deer,1,5,5
japan_celebrations_hinamatsuri,5,5,1
united-states_religion_mormonism,5,1,5
turkey_sport_basketball,1,5,1
india_beverages_lassi,5,5,1
turkey_vegetable_eggplant,4,1,4
japan_sport_karate,5,1,5
nigeria_mammal_aardvark,1,5,5
united-states_vegetable_broccoli,4,4,2
brazil_vegetable_cassava,1,5,5
turkey_sport_wrestling,5,1,5
brazil_houses_casas-bahia,5,2,5
japan_fruit_kaki,5,5,1
united-states_beverages_orange-juice,1,5,5
brazil_celebrations_festa-junina,5,2,5
india_houses_Villa,5,1,5
japan_sport_yakyū,3,2,5
united-states_agriculture_dairy-farming,5,1,5
india_clothing_Sari,5,5,1
brazil_agriculture_maize,2,5,2
turkey_houses_konak,5,5,1
united-states_sport_american-football,1,5,5
india_celebrations_Ganesh-Chaturthi,1,5,5
brazil_celebrations_independence-day,5,2,5
united-states_mammal_north-american-beaver,5,5,1
united-states_food_apple-pie,5,5,1
japan_fruit_watermelon,5,1,5
united-states_flower_rose,5,1,5
turkey_beverages_boza,5,1,5
japan_music_visual-kei,5,1,5
brazil_agriculture_sugarcane,4,2,1
nigeria_mammal_greater-cane-rat,5,5,1
japan_music_gagaku,5,2,5
japan_visual-arts_ukiyo-e,2,5,5
japan_education_kyūshoku,5,5,2
nigeria_music_talking-drum,1,5,5
brazil_sport_brazilian-jiu-jitsu,2,5,5
india_music_tabla,5,2,3
united-states_clothing_jeans,1,5,5
united-states_religion_judaism,1,4,4
india_sport_cricket,2,5,5
brazil_mammal_maned-wolf,5,5,2
india_flower_Indian-Lotus,2,5,5
india_mammal_rhinoceros,5,5,2
nigeria_music_afrobeat,2,5,5
india_sport_hockey,5,5,2
nigeria_beverages_palm-wine,5,5,2
japan_mammal_japanese-macaque,1,5,5
nigeria_houses_koutammakou,4,1,5
japan_agriculture_pig-farming,1,4,5
united-states_religion_mainline-protestant,2,5,5
nigeria_vegetable_okra,1,5,5
nigeria_religion_dibia,1,4,5
turkey_houses_villa,5,1,5
brazil_fruit_mango,1,5,5
nigeria_utensil_mortar-and-pestle,5,5,1
turkey_sport_football,5,2,5
japan_flower_fuji,5,2,5
nigeria_sport_boxing,5,2,5
brazil_agriculture_livestock,1,2,5
nigeria_food_akara,5,5,2
brazil_religion_candomblé,5,5,1
india_sport_chess,1,5,5
turkey_mammal_angora-cat,5,1,5
india_utensil_Pressure-Cooker,5,2,5
brazil_education_federal-university-of-rio-de-janeiro,1,5,5
turkey_music_ottoman-music,5,1,5
nigeria_visual-arts_igbo-art,5,5,1
turkey_flower_tulip,4,2,4
turkey_flower_rose,5,5,2
united-states_education_blended-learning,2,4,4
brazil_bird_sabiá-laranjeira,5,2,5
nigeria_fruit_guava,2,5,5
nigeria_clothing_aso-oke,2,5,5
brazil_education_kwl-table,4,2,4
india_houses_Mosque,5,5,1
japan_clothing_yukata,2,5,5
india_food_Tandoori-chicken,5,2,5
india_education_Indian-Institutes-of-Technology,2,5,5
nigeria_vegetable_carrot,5,2,5
japan_flower_hydrangea-macrophylla,5,2,5
united-states_food_hamburger,5,5,2
united-states_mammal_raccoon,1,4,5
brazil_houses_favela,4,2,5
united-states_education_kahoot,5,2,5
turkey_food_börek,5,5,2
india_visual-arts_Kalamkari,5,1,5
united-states_vegetable_kale,2,4,5
brazil_beverages_coconut-water,5,4,1
brazil_vegetable_yam,5,2,5
turkey_vegetable_green-bean,1,5,5
brazil_vegetable_okra,4,1,5
japan_vegetable_shiitake,4,4,2
japan_visual-arts_manga,2,1,4
brazil_music_frevo,1,5,5
india_clothing_Shalwar-kameez,5,1,5
japan_music_taiko,5,5,2
india_sport_badminton,2,5,5
brazil_fruit_pineapple,5,5,2
india_food_Chicken-tikka-masala,5,4,2
india_agriculture_rice-cultivation,2,5,5
japan_visual-arts_origami,2,2,4
nigeria_clothing_boubou,5,2,5
united-states_mammal_white-tailed-deer,4,1,5
brazil_celebrations_new-years-eve,4,4,2
japan_sport_judo,4,2,4
brazil_clothing_shorts,1,4,4
turkey_utensil_sieve,5,1,4
brazil_bird_arara,4,1,4
turkey_houses_yalı,2,5,5
japan_utensil_donabe,5,5,1
nigeria_agriculture_cocoa,4,5,2
nigeria_agriculture_corn-farm,4,2,5
india_religion_Sikhism,5,2,5
india_education_Blackboard,1,4,4
nigeria_visual-arts_pottery,5,5,2
japan_beverages_calpis,5,1,5
turkey_celebrations_national-sovereignty-and-childrens-day,4,2,5
united-states_religion_christianity,2,5,5
nigeria_agriculture_poultry-farming,4,2,5
turkey_vegetable_zucchini,5,5,2
india_religion_Buddhism,1,4,5
brazil_visual-arts_barroco-no-brasil,4,4,2
turkey_visual-arts_paper-marbling,4,1,4
turkey_music_arabesque,5,5,2
united-states_houses_apartment,5,5,2
india_fruit_Papaya,5,1,5
turkey_beverages_ayran,5,5,2
brazil_sport_capoeira,5,1,4
united-states_music_pop-music,2,4,4
india_vegetable_Okra,5,5,2
japan_houses_danchi,4,5,2
united-states_utensil_spoon,1,5,5
nigeria_food_pounded-yam,2,5,5
nigeria_beverages_kunu,2,5,5
united-states_beverages_beer,5,5,2
india_celebrations_Holi,2,5,5
india_agriculture_wheat-farming,5,4,2
nigeria_sport_basketball,2,2,5
india_utensil_Karahi,2,5,5
brazil_food_churrasco,1,5,4
brazil_houses_palafita,5,2,5
united-states_fruit_banana,5,2,4
japan_mammal_ezo-red-fox,1,5,5
japan_fruit_peach,2,5,5
brazil_celebrations_brazilian-carnival,4,2,5
japan_flower_cherry-blossom,5,2,5
united-states_agriculture_cotton,2,5,5
united-states_food_french-fries,5,1,5
india_agriculture_cotton-production,4,5,1
nigeria_houses_residential-estate,5,2,5
nigeria_fruit_mango,1,5,5
turkey_fruit_fig,5,1,5
brazil_beverages_cachaça,5,1,5
japan_music_shamisen,5,1,4
nigeria_houses_igbo-architecture,5,5,1
india_celebrations_Diwali,5,1,5
nigeria_beverages_chapman,5,5,1
turkey_utensil_peşkir,5,5,1
brazil_mammal_capybara,1,5,4
japan_flower_prunus-mume,5,2,5
japan_religion_temizuya,5,5,1
india_utensil_Tava,5,5,1
japan_bird_crow,5,1,5
japan_fruit_kyoho,1,5,5
turkey_religion_alevism,5,1,5
turkey_religion_christianity,5,1,5
nigeria_mammal_bat,5,1,5
united-states_education_boarding-school,5,1,5
united-states_mammal_cougar,1,4,5
turkey_visual-arts_calligraphy,1,5,5
united-states_beverages_coca-cola,3,2,1
united-states_celebrations_thanksgiving,5,5,2
brazil_agriculture_soybean,1,4,3
united-states_music_rock,2,5,5
brazil_beverages_sugarcane-juice,5,1,5
nigeria_education_university-of-port-harcourt,5,1,5
united-states_utensil_spatula,1,5,5
japan_clothing_hakama,1,5,4
japan_bird_house-sparrow,2,5,5
india_vegetable_Cauliflower,1,4,5
brazil_clothing_havaianas,5,5,1
nigeria_sport_running,5,5,2
nigeria_celebrations_durbar-festival,5,1,5
brazil_visual-arts_modernism-in-brazil,1,5,4
japan_education_sotsugyōshiki,1,4,5
turkey_music_qanun,1,4,4
nigeria_celebrations_independence-day-celebration,5,2,5
brazil_utensil_pressure-cooking,2,5,1
nigeria_utensil_cutting-board,2,5,5
japan_agriculture_稲作,1,5,5
united-states_fruit_watermelon,5,5,1
turkey_food_i̇çli-pide,1,5,5
nigeria_flower_orchid,2,1,5
turkey_food_baklava,5,5,1
india_bird_Indian-peafowl,4,5,2
turkey_music_anatolian-rock,5,1,5
india_vegetable_Cabbage,1,5,5
turkey_agriculture_greenhouse,4,1,5
india_fruit_Chikoo,5,1,5
turkey_agriculture_hazelnut-production-in-turkey,4,1,5
united-states_fruit_apple,5,1,5
brazil_visual-arts_graffiti,5,5,1
turkey_clothing_yelek,5,5,2
nigeria_food_amala-and-ewedu,1,5,5
united-states_fruit_blueberry,5,1,5
nigeria_education_igbo-apprentice-system,1,5,5
united-states_houses_townhouse,2,5,5
nigeria_bird_duck,5,2,5
brazil_bird_green-headed-tanager,2,5,5
india_bird_Rose-ringed-parakeet,5,5,1
japan_houses_shinto-shrine,1,4,5
turkey_vegetable_cucumber,5,5,1
brazil_celebrations_congada,5,1,4
nigeria_fruit_pineapple,5,5,1
brazil_clothing_sleeveless-shirt,5,4,1
japan_education_vocational-school,5,2,5
united-states_clothing_down-jacket,1,5,5
turkey_food_kebab,2,5,5
nigeria_beverages_zobo,1,5,5
nigeria_clothing_isiagu,5,1,4
india_utensil_Rolling-pin,5,1,5
turkey_agriculture_tobacco-farming,5,1,1
brazil_bird_great-kiskadee,5,2,5
japan_houses_buddhist-temples-in-japan,1,4,4
japan_vegetable_daikon,5,5,1
united-states_food_hotdog,2,5,5
turkey_flower_begonia,5,1,4
india_religion_Jainism,1,5,4
nigeria_visual-arts_bronze-work,5,1,5
united-states_religion_evangelicalism,5,5,2
india_music_veena,5,1,5
united-states_utensil_table-knife,5,1,5
brazil_music_bossa-nova,4,1,1
japan_utensil_chasen,4,5,1
japan_celebrations_oshōgatsu,5,1,4
india_houses_Bungalow,5,1,4
united-states_visual-arts_abstract-expressionism,5,4,1
japan_agriculture_dairy,1,5,5
turkey_bird_crow,1,5,5
united-states_bird_mourning-dove,1,5,5
turkey_music_baglama,4,3,1
brazil_flower_handroanthus,5,4,1
india_religion_Islam,1,5,5
united-states_vegetable_brussels-sprout,1,5,5
united-states_bird_american-robin,1,5,5
united-states_vegetable_carrot,1,5,5
brazil_clothing_flip-flops,5,5,2
india_fruit_Guava,1,4,4
brazil_food_pão-de-queijo,4,4,1
brazil_flower_heliconia,5,4,3
nigeria_education_university-of-abuja,5,4,4
japan_religion_tera,1,5,5
brazil_food_brigadeiro,5,5,2
united-states_celebrations_new-years-day,1,1,1
brazil_visual-arts_tropicália,5,4,5
united-states_sport_basketball,5,4,5
turkey_fruit_cherry,4,4,1
brazil_houses_colonial-architecture-of-brazil,5,3,5
nigeria_clothing_agbada,5,2,4
nigeria_vegetable_garden-egg,5,2,5
japan_food_mochi,3,5,5
brazil_mammal_giant-anteater,1,5,5
india_music_flute,5,3,1
united-states_sport_baseball,2,2,3
turkey_mammal_red-fox,5,5,1
japan_mammal_common-raccoon-dog,2,5,5
india_agriculture_dairy-farming,5,5,5
india_flower_Marigold,2,3,4
nigeria_religion_hinduism-in-nigeria,5,4,2
nigeria_religion_christianity,1,5,5
united-states_houses_ranch-style-house,5,2,5
turkey_bird_domestic-pigeon,5,4,2
japan_sport_sumo,4,5,5
japan_mammal_japanese-serow,5,3,5
india_vegetable_Eggplant,4,5,2
turkey_vegetable_tomato,4,4,2
turkey_flower_hyacinth,4,5,1
india_visual-arts_Indian-painting,3,4,4
brazil_beverages_caipirinha,2,3,4
india_clothing_Churidar,2,5,1
brazil_flower_jacaranda,3,1,5
united-states_celebrations_halloween,5,1,5
india_celebrations_Eid-al-Fitr,5,5,1
turkey_education_karma-eğitim,5,5,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,5,5
turkey_religion_deism,5,3,5
india_food_Dosa,5,1,5
united-states_flower_narcissus,5,5,2
japan_fruit_citrus-unshiu,1,5,5
nigeria_sport_volleyball,5,1,5
brazil_music_música-popular-brasileira,5,1,3
india_agriculture_tea-plantations,5,1,5
brazil_vegetable_pumpkin,5,1,5
united-states_food_fried-chicken,5,5,2
turkey_clothing_kaftan,2,5,5
india_visual-arts_Madhubani-art,1,5,4
nigeria_houses_aso-villa,5,2,5
japan_visual-arts_shodō,5,5,3
turkey_fruit_plum,5,1,5
turkey_visual-arts_anatolian-rug,5,5,2
nigeria_bird_owl,5,5,2
united-states_houses_california-bungalow,5,5,3
turkey_bird_gull,5,2,5
brazil_religion_kardecist-spiritism,5,5,3
nigeria_religion_baháʼí-faith-in-nigeria,5,1,5
nigeria_flower_hibiscus,5,1,5
india_houses_Hut,5,2,5
brazil_mammal_muriqui,5,5,1
india_music_tanpura,5,1,5
japan_education_shukudai,5,5,1
japan_religion_soryo,5,2,5
japan_food_tempura,5,5,1
nigeria_utensil_knife,5,1,5
nigeria_beverages_roselle-juice,2,5,5
brazil_food_coxinha,1,5,5
united-states_bird_american-crow,5,1,5
nigeria_celebrations_ofala-festival,1,5,5
brazil_sport_volleyball,5,1,5
united-states_agriculture_tobacco,3,5,5
united-states_fruit_orange,5,1,5
nigeria_bird_ostrich,1,5,5
nigeria_education_computer-classes,4,4,4
united-states_education_projector,5,5,1
nigeria_agriculture_fish-farming,5,1,5
nigeria_sport_football,5,2,5
japan_food_ramen,5,5,5
japan_houses_minka,5,2,5
turkey_utensil_cezve,1,5,5
india_flower_Rose,2,5,5
turkey_religion_turbe,5,5,3
brazil_education_national-high-school-exam,5,5,5
turkey_fruit_apple,5,1,3
india_fruit_Lychee,5,5,1
india_clothing_Lehenga,5,5,1
turkey_beverages_turkish-coffee,2,5,5
turkey_utensil_drill,1,5,5
nigeria_fruit_udala,5,1,5
nigeria_bird_guineafowl,5,1,5
turkey_sport_tennis,4,4,5
united-states_agriculture_wheat,5,1,5
turkey_celebrations_republic-day,5,1,5
india_clothing_Kurta,5,5,3
turkey_utensil_hammer,5,5,1
brazil_education_escola,5,3,5
brazil_fruit_jabuticaba,2,4,4
nigeria_mammal_african-forest-elephant,5,5,1
india_mammal_bengal-tiger,5,5,1
united-states_visual-arts_pop-art,5,5,1
brazil_visual-arts_brazilian-street-art,5,3,5
