Key,cap-retrieve,e2e-instruct,cap-edit
brazil_vegetable_okra,2,5,1
japan_vegetable_shiitake,2,2,4
japan_visual-arts_manga,4,5,2
brazil_music_frevo,5,1,2
india_clothing_Shalwar-kameez,2,4,2
japan_music_taiko,2,1,4
india_sport_badminton,4,2,2
brazil_fruit_pineapple,1,2,5
india_food_Chicken-tikka-masala,1,2,4
india_agriculture_rice-cultivation,4,2,2
japan_visual-arts_origami,4,4,4
nigeria_clothing_boubou,2,5,4
united-states_mammal_white-tailed-deer,2,5,1
brazil_celebrations_new-years-eve,2,4,5
japan_sport_judo,2,4,2
brazil_clothing_shorts,5,2,2
turkey_utensil_sieve,1,5,2
brazil_bird_arara,2,4,2
turkey_houses_yalı,4,2,2
japan_utensil_donabe,2,2,5
nigeria_agriculture_cocoa,2,1,4
nigeria_agriculture_corn-farm,4,5,2
india_religion_Sikhism,2,4,2
india_education_Blackboard,5,2,2
nigeria_visual-arts_pottery,2,2,4
japan_beverages_calpis,2,5,2
turkey_celebrations_national-sovereignty-and-childrens-day,2,4,2
united-states_religion_christianity,4,2,2
nigeria_agriculture_poultry-farming,4,5,1
turkey_vegetable_zucchini,2,2,4
india_religion_Buddhism,5,4,1
brazil_visual-arts_barroco-no-brasil,2,2,4
turkey_visual-arts_paper-marbling,2,5,2
turkey_music_arabesque,2,2,4
united-states_houses_apartment,2,2,4
india_fruit_Papaya,2,5,2
turkey_beverages_ayran,2,2,5
brazil_sport_capoeira,2,5,4
united-states_music_pop-music,4,2,2
india_vegetable_Okra,2,2,4
japan_houses_danchi,2,2,4
united-states_utensil_spoon,5,2,2
nigeria_food_pounded-yam,4,2,2
nigeria_beverages_kunu,4,2,2
united-states_beverages_beer,2,2,4
india_celebrations_Holi,4,2,2
india_agriculture_wheat-farming,1,2,4
nigeria_sport_basketball,4,4,1
india_utensil_Karahi,4,2,2
brazil_food_churrasco,5,2,2
brazil_houses_palafita,2,4,2
united-states_fruit_banana,2,5,4
japan_mammal_ezo-red-fox,5,2,2
japan_fruit_peach,4,2,2
brazil_celebrations_brazilian-carnival,2,4,2
japan_flower_cherry-blossom,2,4,3
united-states_agriculture_cotton,5,2,3
united-states_food_french-fries,3,5,2
india_agriculture_cotton-production,3,2,5
nigeria_houses_residential-estate,3,5,2
nigeria_fruit_mango,5,3,2
turkey_fruit_fig,2,5,3
brazil_beverages_cachaça,1,5,2
japan_music_shamisen,1,5,3
nigeria_houses_igbo-architecture,2,2,5
india_celebrations_Diwali,2,5,2
nigeria_beverages_chapman,3,2,5
turkey_utensil_peşkir,2,3,5
brazil_mammal_capybara,5,2,3
japan_flower_prunus-mume,2,5,3
japan_religion_temizuya,2,2,5
india_utensil_Tava,2,2,5
japan_bird_crow,2,5,2
japan_fruit_kyoho,5,3,2
turkey_religion_alevism,1,5,1
turkey_religion_christianity,2,5,2
nigeria_mammal_bat,2,5,3
united-states_education_boarding-school,2,4,2
united-states_mammal_cougar,5,3,2
turkey_visual-arts_calligraphy,5,2,2
united-states_beverages_coca-cola,3,4,5
united-states_celebrations_thanksgiving,2,2,4
brazil_agriculture_soybean,5,3,5
united-states_music_rock,4,2,2
brazil_beverages_sugarcane-juice,2,5,3
nigeria_education_university-of-port-harcourt,2,5,2
united-states_utensil_spatula,5,2,2
japan_clothing_hakama,5,2,3
japan_bird_house-sparrow,4,2,3
india_vegetable_Cauliflower,5,3,2
brazil_clothing_havaianas,2,3,5
nigeria_sport_running,2,3,5
nigeria_celebrations_durbar-festival,3,5,2
brazil_visual-arts_modernism-in-brazil,4,2,3
japan_education_sotsugyōshiki,4,3,2
turkey_music_qanun,5,3,4
nigeria_celebrations_independence-day-celebration,2,5,1
brazil_utensil_pressure-cooking,4,1,5
nigeria_utensil_cutting-board,4,1,2
japan_agriculture_稲作,5,2,2
united-states_fruit_watermelon,2,3,5
turkey_food_i̇çli-pide,5,2,3
nigeria_flower_orchid,4,5,2
turkey_food_baklava,2,3,5
india_bird_Indian-peafowl,3,2,4
turkey_music_anatolian-rock,1,5,2
india_vegetable_Cabbage,5,2,4
turkey_agriculture_greenhouse,4,5,2
india_fruit_Chikoo,2,5,3
turkey_agriculture_hazelnut-production-in-turkey,3,5,2
united-states_fruit_apple,3,5,2
brazil_visual-arts_graffiti,2,2,5
turkey_clothing_yelek,2,3,5
nigeria_food_amala-and-ewedu,5,4,2
united-states_fruit_blueberry,2,5,2
nigeria_education_igbo-apprentice-system,5,2,1
united-states_houses_townhouse,4,2,2
nigeria_bird_duck,3,5,3
brazil_bird_green-headed-tanager,4,2,3
india_bird_Rose-ringed-parakeet,2,2,5
japan_houses_shinto-shrine,5,4,3
turkey_vegetable_cucumber,2,2,5
brazil_celebrations_congada,2,5,3
nigeria_fruit_pineapple,2,3,5
brazil_clothing_sleeveless-shirt,4,4,5
japan_education_vocational-school,1,4,2
united-states_clothing_down-jacket,5,3,2
turkey_food_kebab,4,2,3
nigeria_beverages_zobo,5,3,3
nigeria_clothing_isiagu,2,5,3
india_utensil_Rolling-pin,2,5,3
turkey_agriculture_tobacco-farming,2,5,5
brazil_bird_great-kiskadee,3,5,2
japan_houses_buddhist-temples-in-japan,5,4,4
japan_vegetable_daikon,2,3,5
united-states_food_hotdog,5,3,3
turkey_flower_begonia,2,5,4
india_religion_Jainism,5,1,4
nigeria_visual-arts_bronze-work,2,5,4
united-states_religion_evangelicalism,2,2,4
india_music_veena,3,5,2
united-states_utensil_table-knife,2,5,2
brazil_music_bossa-nova,4,5,5
japan_utensil_chasen,4,2,5
japan_celebrations_oshōgatsu,2,5,3
india_houses_Bungalow,3,5,4
united-states_visual-arts_abstract-expressionism,2,3,5
japan_agriculture_dairy,5,2,3
turkey_bird_crow,5,3,2
united-states_bird_mourning-dove,5,2,2
turkey_music_baglama,3,4,5
brazil_flower_handroanthus,2,3,5
india_religion_Islam,5,1,3
united-states_vegetable_brussels-sprout,5,2,2
united-states_bird_american-robin,5,2,2
united-states_vegetable_carrot,5,2,3
brazil_clothing_flip-flops,3,3,5
india_fruit_Guava,5,2,2
brazil_food_pão-de-queijo,2,3,5
brazil_flower_heliconia,2,3,4
nigeria_education_university-of-abuja,1,4,4
japan_religion_tera,5,1,2
brazil_food_brigadeiro,3,2,5
united-states_celebrations_new-years-day,1,3,4
brazil_visual-arts_tropicália,2,5,1
united-states_sport_basketball,1,3,2
turkey_fruit_cherry,5,3,5
brazil_houses_colonial-architecture-of-brazil,1,4,3
nigeria_clothing_agbada,3,5,3
nigeria_vegetable_garden-egg,2,4,2
japan_food_mochi,5,2,3
brazil_mammal_giant-anteater,5,2,1
india_music_flute,1,2,5
united-states_sport_baseball,5,5,3
turkey_mammal_red-fox,2,2,5
japan_mammal_common-raccoon-dog,5,3,3
india_agriculture_dairy-farming,2,2,5
india_flower_Marigold,4,3,2
nigeria_religion_hinduism-in-nigeria,1,3,4
nigeria_religion_christianity,5,3,3
united-states_houses_ranch-style-house,2,4,2
turkey_bird_domestic-pigeon,3,2,4
japan_sport_sumo,4,2,4
japan_mammal_japanese-serow,1,5,3
india_vegetable_Eggplant,2,1,4
turkey_vegetable_tomato,3,2,4
turkey_flower_hyacinth,3,1,5
india_visual-arts_Indian-painting,4,2,3
brazil_beverages_caipirinha,4,3,2
india_clothing_Churidar,4,3,5
brazil_flower_jacaranda,3,5,1
united-states_celebrations_halloween,2,5,2
india_celebrations_Eid-al-Fitr,1,2,5
turkey_education_karma-eğitim,2,3,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,4,1
turkey_religion_deism,2,4,3
india_food_Dosa,2,5,3
united-states_flower_narcissus,1,2,4
japan_fruit_citrus-unshiu,5,2,2
nigeria_sport_volleyball,2,4,1
brazil_music_música-popular-brasileira,2,5,5
india_agriculture_tea-plantations,3,5,2
brazil_vegetable_pumpkin,2,5,1
united-states_food_fried-chicken,1,4,5
turkey_clothing_kaftan,5,4,4
india_visual-arts_Madhubani-art,5,1,4
nigeria_houses_aso-villa,2,5,1
japan_visual-arts_shodō,2,2,4
turkey_fruit_plum,3,5,3
turkey_visual-arts_anatolian-rug,2,2,5
nigeria_bird_owl,2,1,3
united-states_houses_california-bungalow,2,2,4
turkey_bird_gull,1,5,2
brazil_religion_kardecist-spiritism,2,3,4
nigeria_religion_baháʼí-faith-in-nigeria,2,5,2
nigeria_flower_hibiscus,3,4,3
india_houses_Hut,2,4,1
brazil_mammal_muriqui,2,2,5
india_music_tanpura,2,5,1
japan_education_shukudai,1,2,5
japan_religion_soryo,1,5,4
japan_food_tempura,4,2,5
nigeria_utensil_knife,2,4,2
nigeria_beverages_roselle-juice,4,1,2
brazil_food_coxinha,5,4,4
united-states_bird_american-crow,2,5,2
nigeria_celebrations_ofala-festival,5,2,1
brazil_sport_volleyball,2,5,2
united-states_agriculture_tobacco,2,1,2
united-states_fruit_orange,3,5,2
nigeria_bird_ostrich,5,2,3
nigeria_education_computer-classes,5,1,3
united-states_education_projector,2,2,5
nigeria_agriculture_fish-farming,2,5,2
nigeria_sport_football,2,3,2
japan_food_ramen,2,4,2
japan_houses_minka,3,5,2
turkey_utensil_cezve,5,2,2
india_flower_Rose,5,2,2
turkey_religion_turbe,1,2,4
brazil_education_national-high-school-exam,4,1,2
turkey_fruit_apple,2,5,4
india_fruit_Lychee,2,2,5
india_clothing_Lehenga,2,2,5
turkey_beverages_turkish-coffee,5,3,2
turkey_utensil_drill,5,1,2
nigeria_fruit_udala,2,5,3
nigeria_bird_guineafowl,2,5,2
turkey_sport_tennis,3,3,1
united-states_agriculture_wheat,2,5,3
turkey_celebrations_republic-day,3,5,1
india_clothing_Kurta,2,2,3
turkey_utensil_hammer,2,2,5
brazil_education_escola,1,4,2
brazil_fruit_jabuticaba,4,2,2
nigeria_mammal_african-forest-elephant,2,3,5
india_mammal_bengal-tiger,2,3,5
united-states_visual-arts_pop-art,1,2,5
brazil_visual-arts_brazilian-street-art,1,4,3
