Key,cap-retrieve,e2e-instruct,cap-edit
brazil_music_forró,5,5,5
brazil_sport_futsal,5,5,5
india_beverages_kingfisher-beer,5,5,5
brazil_beverages_mate,2,5,5
india_beverages_filter-coffee,5,5,5
turkey_visual-arts_graffiti,5,3,5
india_houses_Temple,5,5,5
turkey_clothing_turkish-salvar,5,1,5
turkey_education_cram-school,5,5,5
nigeria_utensil_meat-grinder,5,1,5
japan_clothing_tabi,5,5,1
india_flower_Jasmine,5,5,1
nigeria_religion_islam,5,5,1
united-states_sport_volleyball,5,5,5
india_utensil_Skimmer,5,5,1
japan_celebrations_coming-of-age-day,5,5,2
japan_food_sushi,5,5,5
nigeria_agriculture_cassava,5,1,5
brazil_sport_association-football,5,5,5
japan_beverages_nihonshu,5,5,5
nigeria_utensil_sieve,5,5,1
india_food_Samosa,5,5,2
united-states_beverages_coffee,1,5,5
nigeria_visual-arts_painting,5,2,5
brazil_vegetable_potato,3,5,5
india_education_Central-Board-of-Secondary-Education,5,5,4
japan_visual-arts_ink-wash-painting,5,4,5
brazil_flower_bromelia,5,5,4
turkey_clothing_fez,1,5,5
united-states_clothing_cowboy-hat,5,5,5
india_mammal_elephant,5,5,1
united-states_houses_prairie-school,5,5,5
brazil_music_samba,5,5,4
japan_religion_torii,5,5,1
japan_education_kosha,5,5,1
japan_beverages_matcha,5,4,5
brazil_religion_catholic-church,5,2,5
turkey_fruit_watermelon,5,1,5
india_mammal_langur-monkey,1,5,5
united-states_visual-arts_art-of-the-american-southwest,1,5,5
nigeria_music_cultural-dance-troupe,5,5,1
united-states_agriculture_maize,5,4,5
india_vegetable_Spinach,2,5,5
brazil_religion_protestantism-in-brazil,5,5,5
japan_utensil_ohashi,5,1,5
japan_mammal_yezo-sika-deer,5,5,1
nigeria_music_jazz,5,5,5
united-states_music_bluegrass,5,5,5
nigeria_bird_eagle,5,1,5
india_education_Vedas,5,5,1
brazil_education_whiteboard,5,5,1
united-states_bird_bald-eagle,4,4,4
japan_music_idol,4,4,4
nigeria_flower_royal-poinciana,2,4,4
turkey_bird_mallard,1,5,5
turkey_agriculture_wheat,4,4,4
turkey_education_boğaziçi-university,5,5,2
brazil_utensil_mortar-and-pestle,1,4,4
united-states_sport_golf,4,4,4
turkey_mammal_roe-deer,4,2,4
united-states_clothing_sneakers,5,1,1
india_visual-arts_Pattachitra,4,4,3
brazil_utensil_wooden-spoon,5,1,5
india_sport_kabaddi,4,5,5
japan_celebrations_koinobori,4,4,1
turkey_houses_mosque,4,5,5
united-states_mammal_american-black-bear,4,4,2
nigeria_mammal_chimpanzee,1,5,5
japan_beverages_barley-tea,4,4,4
brazil_mammal_jaguar,4,2,2
japan_bird_japanese-bush-warbler,5,1,5
japan_food_miso-soup,4,4,4
india_bird_House-sparrow,4,4,4
brazil_food_feijoada,4,4,4
japan_clothing_kimono,2,5,5
brazil_clothing_bikini,5,5,2
nigeria_vegetable_cabbage,4,2,4
japan_vegetable_gobo,4,4,2
japan_clothing_hanten,1,5,5
india_bird_Indian-roller,4,4,4
turkey_clothing_tesettür,1,4,4
nigeria_vegetable_ewedu,2,5,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,4,2,4
united-states_bird_blue-jay,5,4,5
united-states_music_jazz,4,4,4
nigeria_celebrations_eyo-festival,5,5,2
turkey_education_quran-course,1,5,5
india_music_harmonium,1,5,5
japan_sport_kendō,5,2,5
brazil_flower_cattleya,5,5,2
united-states_flower_common-sunflower,4,4,1
united-states_celebrations_independence-day,2,4,4
japan_houses_kinkaku-ji,4,4,4
india_food_Biryani,4,5,5
united-states_vegetable_potato,5,2,5
turkey_mammal_angora-goat,1,4,3
japan_beverages_yakult,2,4,3
brazil_utensil_barbecue-grill,4,4,1
united-states_utensil_fork,5,5,1
brazil_bird_tucano,5,5,1
turkey_beverages_turnip-water,4,4,1
nigeria_celebrations_new-yam-festival,1,4,4
united-states_flower_lilium,4,4,4
turkey_education_imam-hatip-high-school,5,4,5
nigeria_houses_yoruba-architecture,5,5,1
united-states_clothing_suit,4,4,4
india_mammal_deer,1,5,5
japan_celebrations_hinamatsuri,4,4,1
united-states_religion_mormonism,4,1,4
turkey_sport_basketball,4,4,4
india_beverages_lassi,4,4,4
turkey_vegetable_eggplant,3,1,5
japan_sport_karate,4,4,4
nigeria_mammal_aardvark,1,5,5
united-states_vegetable_broccoli,4,3,2
brazil_vegetable_cassava,2,5,5
turkey_sport_wrestling,5,2,5
brazil_houses_casas-bahia,5,2,5
japan_fruit_kaki,4,4,1
united-states_beverages_orange-juice,4,4,4
brazil_celebrations_festa-junina,4,4,4
india_houses_Villa,4,2,4
japan_sport_yakyū,3,4,5
united-states_agriculture_dairy-farming,4,1,4
india_clothing_Sari,4,4,1
brazil_agriculture_maize,4,4,4
turkey_houses_konak,5,5,4
united-states_sport_american-football,2,4,4
india_celebrations_Ganesh-Chaturthi,2,4,4
brazil_celebrations_independence-day,4,2,4
united-states_mammal_north-american-beaver,4,4,1
united-states_food_apple-pie,4,4,4
japan_fruit_watermelon,4,2,4
united-states_flower_rose,5,1,5
turkey_beverages_boza,4,1,4
japan_music_visual-kei,4,4,4
brazil_agriculture_sugarcane,4,4,2
nigeria_mammal_greater-cane-rat,4,4,2
japan_music_gagaku,4,4,4
japan_visual-arts_ukiyo-e,4,4,4
japan_education_kyūshoku,4,4,4
nigeria_music_talking-drum,2,4,4
brazil_sport_brazilian-jiu-jitsu,2,4,4
india_music_tabla,4,2,3
united-states_clothing_jeans,4,4,4
united-states_religion_judaism,1,4,4
india_sport_cricket,4,4,4
brazil_mammal_maned-wolf,4,4,2
india_flower_Indian-Lotus,4,4,4
india_mammal_rhinoceros,4,4,2
nigeria_music_afrobeat,2,4,4
india_sport_hockey,4,4,4
nigeria_beverages_palm-wine,4,4,1
japan_mammal_japanese-macaque,1,5,5
nigeria_houses_koutammakou,4,1,5
japan_agriculture_pig-farming,1,4,4
united-states_religion_mainline-protestant,4,4,4
nigeria_vegetable_okra,2,4,4
nigeria_religion_dibia,1,4,4
turkey_houses_villa,4,4,4
brazil_fruit_mango,1,4,4
nigeria_utensil_mortar-and-pestle,5,5,1
turkey_sport_football,4,4,4
japan_flower_fuji,4,4,4
nigeria_sport_boxing,5,2,5
brazil_agriculture_livestock,2,4,5
nigeria_food_akara,4,4,4
brazil_religion_candomblé,4,4,2
india_sport_chess,1,5,5
turkey_mammal_angora-cat,5,1,5
india_utensil_Pressure-Cooker,4,4,4
brazil_education_federal-university-of-rio-de-janeiro,4,4,4
turkey_music_ottoman-music,4,2,4
nigeria_visual-arts_igbo-art,5,5,1
turkey_flower_tulip,4,4,4
turkey_flower_rose,4,4,4
united-states_education_blended-learning,4,4,4
brazil_bird_sabiá-laranjeira,4,4,4
nigeria_fruit_guava,2,4,4
nigeria_clothing_aso-oke,2,4,4
brazil_education_kwl-table,4,2,4
india_houses_Mosque,4,4,4
japan_clothing_yukata,2,4,4
india_food_Tandoori-chicken,4,4,4
india_education_Indian-Institutes-of-Technology,4,4,4
nigeria_vegetable_carrot,4,2,3
japan_flower_hydrangea-macrophylla,4,4,4
united-states_food_hamburger,4,4,4
united-states_mammal_raccoon,2,2,5
brazil_houses_favela,4,4,5
united-states_education_kahoot,4,2,4
turkey_food_börek,4,4,4
india_visual-arts_Kalamkari,4,1,4
united-states_vegetable_kale,4,4,4
brazil_beverages_coconut-water,5,4,1
brazil_vegetable_yam,4,4,4
turkey_vegetable_green-bean,2,4,4
brazil_vegetable_okra,4,2,5
japan_vegetable_shiitake,3,4,2
japan_visual-arts_manga,2,2,4
brazil_music_frevo,1,5,4
india_clothing_Shalwar-kameez,4,1,4
japan_music_taiko,4,4,2
india_sport_badminton,4,4,4
brazil_fruit_pineapple,4,4,2
india_food_Chicken-tikka-masala,4,4,4
india_agriculture_rice-cultivation,4,4,4
japan_visual-arts_origami,4,3,3
nigeria_clothing_boubou,4,4,4
united-states_mammal_white-tailed-deer,4,2,4
brazil_celebrations_new-years-eve,4,4,2
japan_sport_judo,4,2,4
brazil_clothing_shorts,1,4,4
turkey_utensil_sieve,5,2,4
brazil_bird_arara,4,4,4
turkey_houses_yalı,4,4,4
japan_utensil_donabe,4,4,2
nigeria_agriculture_cocoa,4,4,4
nigeria_agriculture_corn-farm,4,2,4
india_religion_Sikhism,4,2,4
india_education_Blackboard,1,4,4
nigeria_visual-arts_pottery,4,4,2
japan_beverages_calpis,4,1,4
turkey_celebrations_national-sovereignty-and-childrens-day,4,4,4
united-states_religion_christianity,4,4,4
nigeria_agriculture_poultry-farming,4,4,4
turkey_vegetable_zucchini,4,4,4
india_religion_Buddhism,1,4,4
brazil_visual-arts_barroco-no-brasil,4,4,2
turkey_visual-arts_paper-marbling,4,2,4
turkey_music_arabesque,4,4,2
united-states_houses_apartment,4,4,4
india_fruit_Papaya,4,2,4
turkey_beverages_ayran,4,4,2
brazil_sport_capoeira,4,2,4
united-states_music_pop-music,2,4,4
india_vegetable_Okra,4,4,4
japan_houses_danchi,4,4,4
united-states_utensil_spoon,2,5,5
nigeria_food_pounded-yam,2,4,4
nigeria_beverages_kunu,4,4,4
united-states_beverages_beer,4,4,4
india_celebrations_Holi,2,4,4
india_agriculture_wheat-farming,5,4,2
nigeria_sport_basketball,4,4,5
india_utensil_Karahi,2,4,4
brazil_food_churrasco,1,4,4
brazil_houses_palafita,4,4,4
united-states_fruit_banana,4,2,3
japan_mammal_ezo-red-fox,2,5,5
japan_fruit_peach,4,4,4
brazil_celebrations_brazilian-carnival,4,4,4
japan_flower_cherry-blossom,5,4,5
united-states_agriculture_cotton,3,5,5
united-states_food_french-fries,4,1,5
india_agriculture_cotton-production,5,5,1
nigeria_houses_residential-estate,4,3,5
nigeria_fruit_mango,1,4,4
turkey_fruit_fig,4,1,4
brazil_beverages_cachaça,5,3,5
japan_music_shamisen,5,4,5
nigeria_houses_igbo-architecture,5,5,3
india_celebrations_Diwali,5,2,5
nigeria_beverages_chapman,5,5,4
turkey_utensil_peşkir,4,4,1
brazil_mammal_capybara,1,5,5
japan_flower_prunus-mume,5,5,5
japan_religion_temizuya,5,5,1
india_utensil_Tava,5,5,1
japan_bird_crow,5,1,5
japan_fruit_kyoho,2,5,5
turkey_religion_alevism,5,3,5
turkey_religion_christianity,5,1,5
nigeria_mammal_bat,5,1,5
united-states_education_boarding-school,5,5,5
united-states_mammal_cougar,1,4,5
turkey_visual-arts_calligraphy,2,5,5
united-states_beverages_coca-cola,5,4,1
united-states_celebrations_thanksgiving,5,5,4
brazil_agriculture_soybean,1,4,1
united-states_music_rock,3,5,5
brazil_beverages_sugarcane-juice,5,3,5
nigeria_education_university-of-port-harcourt,5,3,5
united-states_utensil_spatula,1,5,5
japan_clothing_hakama,1,5,5
japan_bird_house-sparrow,5,5,5
india_vegetable_Cauliflower,1,3,5
brazil_clothing_havaianas,5,5,1
nigeria_sport_running,5,5,2
nigeria_celebrations_durbar-festival,5,1,5
brazil_visual-arts_modernism-in-brazil,5,5,5
japan_education_sotsugyōshiki,2,4,5
turkey_music_qanun,1,3,2
nigeria_celebrations_independence-day-celebration,5,4,5
brazil_utensil_pressure-cooking,5,5,3
nigeria_utensil_cutting-board,5,5,5
japan_agriculture_稲作,2,5,5
united-states_fruit_watermelon,5,5,1
turkey_food_i̇çli-pide,5,5,5
nigeria_flower_orchid,5,5,5
turkey_food_baklava,5,5,2
india_bird_Indian-peafowl,5,5,5
turkey_music_anatolian-rock,5,2,5
india_vegetable_Cabbage,1,5,3
turkey_agriculture_greenhouse,4,1,5
india_fruit_Chikoo,5,5,3
turkey_agriculture_hazelnut-production-in-turkey,4,2,5
united-states_fruit_apple,5,1,5
brazil_visual-arts_graffiti,5,5,2
turkey_clothing_yelek,5,5,5
nigeria_food_amala-and-ewedu,2,4,4
united-states_fruit_blueberry,5,1,5
nigeria_education_igbo-apprentice-system,4,5,5
united-states_houses_townhouse,5,5,5
nigeria_bird_duck,5,5,5
brazil_bird_green-headed-tanager,5,5,5
india_bird_Rose-ringed-parakeet,5,5,1
japan_houses_shinto-shrine,4,4,5
turkey_vegetable_cucumber,5,5,2
brazil_celebrations_congada,5,4,5
nigeria_fruit_pineapple,5,5,2
brazil_clothing_sleeveless-shirt,4,4,1
japan_education_vocational-school,5,4,5
united-states_clothing_down-jacket,1,4,5
turkey_food_kebab,5,5,5
nigeria_beverages_zobo,5,5,5
nigeria_clothing_isiagu,5,1,5
india_utensil_Rolling-pin,5,1,5
turkey_agriculture_tobacco-farming,5,4,4
brazil_bird_great-kiskadee,5,5,5
japan_houses_buddhist-temples-in-japan,5,5,5
japan_vegetable_daikon,5,5,1
united-states_food_hotdog,5,5,5
turkey_flower_begonia,5,5,5
india_religion_Jainism,4,5,5
nigeria_visual-arts_bronze-work,5,1,5
united-states_religion_evangelicalism,5,5,5
india_music_veena,5,2,5
united-states_utensil_table-knife,5,1,5
brazil_music_bossa-nova,4,1,4
japan_utensil_chasen,4,5,1
japan_celebrations_oshōgatsu,5,1,4
india_houses_Bungalow,5,5,5
united-states_visual-arts_abstract-expressionism,5,4,2
japan_agriculture_dairy,3,5,5
turkey_bird_crow,5,5,5
united-states_bird_mourning-dove,5,5,5
turkey_music_baglama,4,2,4
brazil_flower_handroanthus,5,4,2
india_religion_Islam,2,5,5
united-states_vegetable_brussels-sprout,1,5,5
united-states_bird_american-robin,1,5,5
united-states_vegetable_carrot,1,4,4
brazil_clothing_flip-flops,5,5,4
india_fruit_Guava,1,5,5
brazil_food_pão-de-queijo,4,4,1
brazil_flower_heliconia,5,5,5
nigeria_education_university-of-abuja,5,5,5
japan_religion_tera,2,5,5
brazil_food_brigadeiro,5,5,5
united-states_celebrations_new-years-day,5,4,2
brazil_visual-arts_tropicália,5,2,5
united-states_sport_basketball,5,5,5
turkey_fruit_cherry,1,4,1
brazil_houses_colonial-architecture-of-brazil,5,5,5
nigeria_clothing_agbada,5,3,5
nigeria_vegetable_garden-egg,5,3,5
japan_food_mochi,1,5,5
brazil_mammal_giant-anteater,2,5,5
india_music_flute,5,5,1
united-states_sport_baseball,5,5,5
turkey_mammal_red-fox,5,5,2
japan_mammal_common-raccoon-dog,4,5,5
india_agriculture_dairy-farming,5,5,2
india_flower_Marigold,5,5,5
nigeria_religion_hinduism-in-nigeria,5,5,5
nigeria_religion_christianity,2,4,4
united-states_houses_ranch-style-house,5,5,5
turkey_bird_domestic-pigeon,5,5,3
japan_sport_sumo,2,4,3
japan_mammal_japanese-serow,5,4,5
india_vegetable_Eggplant,5,5,5
turkey_vegetable_tomato,5,5,5
turkey_flower_hyacinth,5,5,5
india_visual-arts_Indian-painting,5,5,5
brazil_beverages_caipirinha,5,5,5
india_clothing_Churidar,5,5,3
brazil_flower_jacaranda,5,4,5
united-states_celebrations_halloween,5,1,5
india_celebrations_Eid-al-Fitr,5,5,2
turkey_education_karma-eğitim,5,5,2
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,4,5
turkey_religion_deism,5,5,5
india_food_Dosa,5,1,4
united-states_flower_narcissus,5,5,5
japan_fruit_citrus-unshiu,1,5,5
nigeria_sport_volleyball,5,4,5
brazil_music_música-popular-brasileira,5,1,3
india_agriculture_tea-plantations,5,2,5
brazil_vegetable_pumpkin,5,1,5
united-states_food_fried-chicken,5,5,3
turkey_clothing_kaftan,4,5,5
india_visual-arts_Madhubani-art,1,5,4
nigeria_houses_aso-villa,5,3,5
japan_visual-arts_shodō,5,5,4
turkey_fruit_plum,5,3,5
turkey_visual-arts_anatolian-rug,5,5,4
nigeria_bird_owl,5,5,5
united-states_houses_california-bungalow,5,5,5
turkey_bird_gull,5,3,5
brazil_religion_kardecist-spiritism,5,5,4
nigeria_religion_baháʼí-faith-in-nigeria,5,2,5
nigeria_flower_hibiscus,5,5,5
india_houses_Hut,5,5,5
brazil_mammal_muriqui,5,5,1
india_music_tanpura,5,1,5
japan_education_shukudai,5,5,1
japan_religion_soryo,5,2,5
japan_food_tempura,5,5,3
nigeria_utensil_knife,5,1,5
nigeria_beverages_roselle-juice,4,5,5
brazil_food_coxinha,1,5,5
united-states_bird_american-crow,5,1,5
nigeria_celebrations_ofala-festival,2,5,5
brazil_sport_volleyball,5,2,5
united-states_agriculture_tobacco,5,5,5
united-states_fruit_orange,4,1,5
nigeria_bird_ostrich,1,5,5
nigeria_education_computer-classes,5,5,5
united-states_education_projector,5,5,1
nigeria_agriculture_fish-farming,5,1,5
nigeria_sport_football,5,5,5
japan_food_ramen,5,5,5
japan_houses_minka,5,5,5
turkey_utensil_cezve,1,5,5
india_flower_Rose,4,5,5
turkey_religion_turbe,5,5,5
brazil_education_national-high-school-exam,5,5,5
turkey_fruit_apple,5,1,1
india_fruit_Lychee,5,5,1
india_clothing_Lehenga,5,5,1
turkey_beverages_turkish-coffee,3,5,5
turkey_utensil_drill,1,5,5
nigeria_fruit_udala,5,1,5
nigeria_bird_guineafowl,5,5,5
turkey_sport_tennis,5,5,5
united-states_agriculture_wheat,5,1,5
turkey_celebrations_republic-day,5,2,5
india_clothing_Kurta,5,5,5
turkey_utensil_hammer,5,5,1
brazil_education_escola,5,4,5
brazil_fruit_jabuticaba,5,5,5
nigeria_mammal_african-forest-elephant,5,5,1
india_mammal_bengal-tiger,5,5,1
united-states_visual-arts_pop-art,5,5,1
brazil_visual-arts_brazilian-street-art,5,3,5
