Key,cap-retrieve,e2e-instruct,cap-edit
japan_education_kosha,4,3,5
japan_beverages_matcha,1,1,1
brazil_religion_catholic-church,1,5,1
turkey_fruit_watermelon,2,4,2
india_mammal_langur-monkey,1,1,1
united-states_visual-arts_art-of-the-american-southwest,5,1,1
nigeria_music_cultural-dance-troupe,1,1,5
united-states_agriculture_maize,4,2,4
india_vegetable_Spinach,1,4,4
brazil_religion_protestantism-in-brazil,4,2,4
japan_utensil_ohashi,1,3,1
japan_mammal_yezo-sika-deer,1,1,4
nigeria_music_jazz,1,5,1
united-states_music_bluegrass,2,1,2
nigeria_bird_eagle,5,1,1
india_education_Vedas,1,1,5
brazil_education_whiteboard,3,3,4
united-states_bird_bald-eagle,4,2,2
japan_music_idol,3,2,2
nigeria_flower_royal-poinciana,4,4,4
turkey_bird_mallard,5,4,4
turkey_agriculture_wheat,4,4,4
turkey_education_boğaziçi-university,4,4,2
brazil_utensil_mortar-and-pestle,5,3,3
united-states_sport_golf,3,3,3
turkey_mammal_roe-deer,2,4,2
united-states_clothing_sneakers,3,4,4
india_visual-arts_Pattachitra,4,4,5
brazil_utensil_wooden-spoon,3,4,3
india_sport_kabaddi,3,3,3
japan_celebrations_koinobori,4,4,5
turkey_houses_mosque,5,1,1
united-states_mammal_american-black-bear,2,2,5
nigeria_mammal_chimpanzee,5,2,2
japan_beverages_barley-tea,3,3,3
brazil_mammal_jaguar,1,3,4
japan_bird_japanese-bush-warbler,4,2,4
japan_food_miso-soup,2,2,2
india_bird_House-sparrow,4,4,4
brazil_food_feijoada,5,5,5
japan_clothing_kimono,4,1,1
brazil_clothing_bikini,4,4,4
nigeria_vegetable_cabbage,4,5,4
japan_vegetable_gobo,3,3,5
japan_clothing_hanten,5,3,3
india_bird_Indian-roller,4,4,4
turkey_clothing_tesettür,4,1,1
nigeria_vegetable_ewedu,5,4,4
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,3,4,2
united-states_bird_blue-jay,4,4,4
united-states_music_jazz,3,3,3
nigeria_celebrations_eyo-festival,2,2,2
turkey_education_quran-course,4,4,4
india_music_harmonium,5,3,3
japan_sport_kendō,2,4,2
brazil_flower_cattleya,4,4,5
united-states_flower_common-sunflower,4,4,2
united-states_celebrations_independence-day,5,3,3
japan_houses_kinkaku-ji,4,2,5
india_food_Biryani,5,3,3
united-states_vegetable_potato,4,3,4
turkey_mammal_angora-goat,5,3,3
japan_beverages_yakult,2,2,2
brazil_utensil_barbecue-grill,4,4,4
united-states_utensil_fork,3,3,5
brazil_bird_tucano,2,2,5
turkey_beverages_turnip-water,3,3,1
nigeria_celebrations_new-yam-festival,3,2,2
united-states_flower_lilium,4,4,4
turkey_education_imam-hatip-high-school,2,5,2
nigeria_houses_yoruba-architecture,3,3,3
united-states_clothing_suit,3,2,5
india_mammal_deer,5,2,2
japan_celebrations_hinamatsuri,3,2,1
united-states_religion_mormonism,3,5,3
turkey_sport_basketball,3,3,3
india_beverages_lassi,3,3,5
turkey_vegetable_eggplant,3,1,3
japan_sport_karate,3,3,3
nigeria_mammal_aardvark,5,2,2
united-states_vegetable_broccoli,3,3,3
brazil_vegetable_cassava,5,2,2
turkey_sport_wrestling,3,4,3
brazil_houses_casas-bahia,2,5,2
japan_fruit_kaki,3,4,4
united-states_beverages_orange-juice,1,3,3
brazil_celebrations_festa-junina,4,4,4
india_houses_Villa,4,3,4
japan_sport_yakyū,1,5,1
united-states_agriculture_dairy-farming,3,5,3
india_clothing_Sari,2,2,3
brazil_agriculture_maize,3,3,5
turkey_houses_konak,4,4,5
united-states_sport_american-football,5,2,2
india_celebrations_Ganesh-Chaturthi,5,1,2
brazil_celebrations_independence-day,3,4,3
united-states_mammal_north-american-beaver,2,2,5
united-states_food_apple-pie,3,3,3
japan_fruit_watermelon,3,5,3
united-states_flower_rose,3,1,3
turkey_beverages_boza,2,3,2
japan_music_visual-kei,1,5,1
brazil_agriculture_sugarcane,3,3,4
nigeria_mammal_greater-cane-rat,1,1,4
japan_music_gagaku,2,2,2
japan_visual-arts_ukiyo-e,3,3,2
japan_education_kyūshoku,3,3,5
nigeria_music_talking-drum,5,2,3
brazil_sport_brazilian-jiu-jitsu,3,3,3
india_music_tabla,2,4,3
united-states_clothing_jeans,3,3,3
united-states_religion_judaism,4,1,1
india_sport_cricket,5,2,2
brazil_mammal_maned-wolf,2,2,3
india_flower_Indian-Lotus,3,3,3
india_mammal_rhinoceros,1,1,5
nigeria_music_afrobeat,4,3,3
india_sport_hockey,2,2,5
nigeria_beverages_palm-wine,3,3,5
japan_mammal_japanese-macaque,5,2,2
nigeria_houses_koutammakou,2,3,2
japan_agriculture_pig-farming,3,3,3
united-states_religion_mainline-protestant,3,3,3
nigeria_vegetable_okra,4,2,3
nigeria_religion_dibia,1,1,1
turkey_houses_villa,4,4,3
brazil_fruit_mango,5,3,3
nigeria_utensil_mortar-and-pestle,3,3,5
turkey_sport_football,3,4,4
japan_flower_fuji,2,5,3
nigeria_sport_boxing,2,5,2
brazil_agriculture_livestock,1,3,3
nigeria_food_akara,3,3,5
brazil_religion_candomblé,2,3,5
india_sport_chess,3,3,3
turkey_mammal_angora-cat,3,4,3
india_utensil_Pressure-Cooker,2,3,3
brazil_education_federal-university-of-rio-de-janeiro,2,3,4
turkey_music_ottoman-music,3,5,2
nigeria_visual-arts_igbo-art,2,2,5
turkey_flower_tulip,3,4,3
turkey_flower_rose,3,3,4
united-states_education_blended-learning,3,1,1
brazil_bird_sabiá-laranjeira,3,3,3
nigeria_fruit_guava,4,3,3
nigeria_clothing_aso-oke,4,3,3
brazil_education_kwl-table,2,2,2
india_houses_Mosque,2,4,5
japan_clothing_yukata,4,2,3
india_food_Tandoori-chicken,4,5,4
india_education_Indian-Institutes-of-Technology,1,2,5
nigeria_vegetable_carrot,3,5,3
japan_flower_hydrangea-macrophylla,3,4,3
united-states_food_hamburger,3,3,5
united-states_mammal_raccoon,3,2,2
brazil_houses_favela,1,2,1
united-states_education_kahoot,4,2,2
turkey_food_börek,3,3,5
india_visual-arts_Kalamkari,2,2,2
united-states_vegetable_kale,4,3,3
brazil_beverages_coconut-water,2,3,5
brazil_vegetable_yam,3,3,3
turkey_vegetable_green-bean,5,3,3
brazil_vegetable_okra,3,1,3
japan_vegetable_shiitake,3,3,3
japan_visual-arts_manga,3,5,2
brazil_music_frevo,5,3,3
india_clothing_Shalwar-kameez,2,3,3
japan_music_taiko,3,3,4
india_sport_badminton,3,2,3
brazil_fruit_pineapple,3,3,4
india_food_Chicken-tikka-masala,4,4,5
india_agriculture_rice-cultivation,4,3,3
japan_visual-arts_origami,4,4,2
nigeria_clothing_boubou,2,5,2
united-states_mammal_white-tailed-deer,2,2,2
brazil_celebrations_new-years-eve,3,3,3
japan_sport_judo,3,3,3
brazil_clothing_shorts,4,3,3
turkey_utensil_sieve,3,4,3
brazil_bird_arara,2,4,2
turkey_houses_yalı,2,4,4
japan_utensil_donabe,3,3,5
nigeria_agriculture_cocoa,3,3,5
nigeria_agriculture_corn-farm,3,5,3
india_religion_Sikhism,2,4,3
india_education_Blackboard,5,2,3
nigeria_visual-arts_pottery,3,3,4
japan_beverages_calpis,2,5,1
turkey_celebrations_national-sovereignty-and-childrens-day,3,3,3
united-states_religion_christianity,5,4,4
nigeria_agriculture_poultry-farming,3,1,3
turkey_vegetable_zucchini,3,3,5
india_religion_Buddhism,2,3,1
brazil_visual-arts_barroco-no-brasil,3,3,4
turkey_visual-arts_paper-marbling,3,5,3
turkey_music_arabesque,3,3,3
united-states_houses_apartment,3,3,4
india_fruit_Papaya,3,5,3
turkey_beverages_ayran,3,3,5
brazil_sport_capoeira,2,5,3
united-states_music_pop-music,5,2,2
india_vegetable_Okra,3,3,4
japan_houses_danchi,3,3,2
united-states_utensil_spoon,4,3,3
nigeria_food_pounded-yam,5,1,2
nigeria_beverages_kunu,5,3,3
united-states_beverages_beer,2,3,5
india_celebrations_Holi,5,3,3
india_agriculture_wheat-farming,3,3,5
nigeria_sport_basketball,3,2,2
india_utensil_Karahi,3,3,3
brazil_food_churrasco,5,3,3
brazil_houses_palafita,2,2,2
united-states_fruit_banana,3,4,3
japan_mammal_ezo-red-fox,5,2,2
japan_fruit_peach,4,3,3
brazil_celebrations_brazilian-carnival,2,2,2
japan_flower_cherry-blossom,2,4,2
united-states_agriculture_cotton,4,2,2
united-states_food_french-fries,3,5,3
india_agriculture_cotton-production,3,3,5
nigeria_houses_residential-estate,3,5,3
nigeria_fruit_mango,3,3,3
turkey_fruit_fig,3,5,3
brazil_beverages_cachaça,2,5,2
japan_music_shamisen,1,2,1
nigeria_houses_igbo-architecture,1,1,5
india_celebrations_Diwali,2,5,2
nigeria_beverages_chapman,3,3,5
turkey_utensil_peşkir,3,3,4
brazil_mammal_capybara,5,1,1
japan_flower_prunus-mume,3,3,3
japan_religion_temizuya,3,3,5
india_utensil_Tava,3,3,5
japan_bird_crow,4,5,4
japan_fruit_kyoho,5,1,1
turkey_religion_alevism,4,5,4
turkey_religion_christianity,3,2,3
nigeria_mammal_bat,3,3,3
united-states_education_boarding-school,4,5,4
united-states_mammal_cougar,5,3,3
turkey_visual-arts_calligraphy,5,3,3
united-states_beverages_coca-cola,1,4,1
united-states_celebrations_thanksgiving,4,4,4
brazil_agriculture_soybean,4,2,3
united-states_music_rock,5,3,3
brazil_beverages_sugarcane-juice,3,4,3
nigeria_education_university-of-port-harcourt,2,5,2
united-states_utensil_spatula,5,3,3
japan_clothing_hakama,3,1,4
japan_bird_house-sparrow,3,3,3
india_vegetable_Cauliflower,4,3,3
brazil_clothing_havaianas,3,3,5
nigeria_sport_running,1,1,1
nigeria_celebrations_durbar-festival,1,5,1
brazil_visual-arts_modernism-in-brazil,3,3,3
japan_education_sotsugyōshiki,3,1,1
turkey_music_qanun,5,2,1
nigeria_celebrations_independence-day-celebration,2,5,2
brazil_utensil_pressure-cooking,3,3,3
nigeria_utensil_cutting-board,3,3,3
japan_agriculture_稲作,5,2,2
united-states_fruit_watermelon,4,4,5
turkey_food_i̇çli-pide,3,3,3
nigeria_flower_orchid,3,3,3
turkey_food_baklava,2,2,5
india_bird_Indian-peafowl,3,3,4
turkey_music_anatolian-rock,1,5,1
india_vegetable_Cabbage,5,4,3
turkey_agriculture_greenhouse,3,5,4
india_fruit_Chikoo,2,4,2
turkey_agriculture_hazelnut-production-in-turkey,4,4,4
united-states_fruit_apple,4,5,4
brazil_visual-arts_graffiti,4,4,5
turkey_clothing_yelek,3,3,3
nigeria_food_amala-and-ewedu,1,1,1
united-states_fruit_blueberry,3,5,3
nigeria_education_igbo-apprentice-system,3,4,4
united-states_houses_townhouse,4,2,2
nigeria_bird_duck,3,3,3
brazil_bird_green-headed-tanager,3,3,3
india_bird_Rose-ringed-parakeet,3,3,3
japan_houses_shinto-shrine,3,1,1
turkey_vegetable_cucumber,3,3,5
brazil_celebrations_congada,4,5,4
nigeria_fruit_pineapple,4,4,5
brazil_clothing_sleeveless-shirt,3,3,5
japan_education_vocational-school,2,4,2
united-states_clothing_down-jacket,5,2,2
turkey_food_kebab,3,4,2
nigeria_beverages_zobo,2,2,2
nigeria_clothing_isiagu,1,4,1
india_utensil_Rolling-pin,4,3,4
turkey_agriculture_tobacco-farming,4,2,2
brazil_bird_great-kiskadee,3,3,3
japan_houses_buddhist-temples-in-japan,4,1,1
japan_vegetable_daikon,3,4,1
united-states_food_hotdog,4,1,1
turkey_flower_begonia,3,3,3
india_religion_Jainism,5,2,4
nigeria_visual-arts_bronze-work,1,5,1
united-states_religion_evangelicalism,3,3,2
india_music_veena,5,2,2
united-states_utensil_table-knife,3,5,3
brazil_music_bossa-nova,2,2,5
japan_utensil_chasen,3,1,4
japan_celebrations_oshōgatsu,2,5,4
india_houses_Bungalow,2,4,2
united-states_visual-arts_abstract-expressionism,4,3,5
japan_agriculture_dairy,5,4,4
turkey_bird_crow,3,3,3
united-states_bird_mourning-dove,3,3,3
turkey_music_baglama,2,1,5
brazil_flower_handroanthus,2,2,4
india_religion_Islam,3,1,3
united-states_vegetable_brussels-sprout,4,3,3
united-states_bird_american-robin,1,3,3
united-states_vegetable_carrot,1,3,2
brazil_clothing_flip-flops,3,3,3
india_fruit_Guava,1,3,3
brazil_food_pão-de-queijo,2,2,5
brazil_flower_heliconia,3,3,3
nigeria_education_university-of-abuja,1,5,1
japan_religion_tera,1,1,1
brazil_food_brigadeiro,4,4,4
united-states_celebrations_new-years-day,3,3,2
brazil_visual-arts_tropicália,2,2,2
united-states_sport_basketball,1,1,1
turkey_fruit_cherry,2,4,5
brazil_houses_colonial-architecture-of-brazil,3,3,3
nigeria_clothing_agbada,3,3,3
nigeria_vegetable_garden-egg,4,5,4
japan_food_mochi,5,4,4
brazil_mammal_giant-anteater,3,5,5
india_music_flute,3,3,4
united-states_sport_baseball,4,1,1
turkey_mammal_red-fox,4,4,4
japan_mammal_common-raccoon-dog,4,2,2
india_agriculture_dairy-farming,4,4,4
india_flower_Marigold,3,3,3
nigeria_religion_hinduism-in-nigeria,4,4,4
nigeria_religion_christianity,4,3,3
united-states_houses_ranch-style-house,4,4,4
turkey_bird_domestic-pigeon,4,4,4
japan_sport_sumo,2,1,1
japan_mammal_japanese-serow,4,4,4
india_vegetable_Eggplant,4,4,4
turkey_vegetable_tomato,4,4,2
turkey_flower_hyacinth,3,4,4
india_visual-arts_Indian-painting,3,2,2
brazil_beverages_caipirinha,3,3,3
india_clothing_Churidar,2,2,3
brazil_flower_jacaranda,3,3,3
united-states_celebrations_halloween,3,1,3
india_celebrations_Eid-al-Fitr,2,2,4
turkey_education_karma-eğitim,2,2,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,2,1,1
turkey_religion_deism,1,4,1
india_food_Dosa,2,5,3
united-states_flower_narcissus,3,4,4
japan_fruit_citrus-unshiu,5,4,4
nigeria_sport_volleyball,3,4,3
brazil_music_música-popular-brasileira,4,4,4
india_agriculture_tea-plantations,4,5,4
brazil_vegetable_pumpkin,4,5,4
united-states_food_fried-chicken,5,3,3
turkey_clothing_kaftan,3,2,2
india_visual-arts_Madhubani-art,5,2,3
nigeria_houses_aso-villa,2,3,2
japan_visual-arts_shodō,1,1,3
turkey_fruit_plum,4,5,4
turkey_visual-arts_anatolian-rug,3,3,3
nigeria_bird_owl,4,4,4
united-states_houses_california-bungalow,2,2,3
turkey_bird_gull,5,2,5
brazil_religion_kardecist-spiritism,2,2,4
nigeria_religion_baháʼí-faith-in-nigeria,1,5,1
nigeria_flower_hibiscus,3,3,3
india_houses_Hut,3,3,3
brazil_mammal_muriqui,2,2,5
india_music_tanpura,2,4,2
japan_education_shukudai,1,1,5
japan_religion_soryo,1,4,1
japan_food_tempura,4,4,5
nigeria_utensil_knife,4,4,4
nigeria_beverages_roselle-juice,3,3,3
brazil_food_coxinha,5,3,3
united-states_bird_american-crow,4,4,4
nigeria_celebrations_ofala-festival,4,2,2
brazil_sport_volleyball,3,4,3
united-states_agriculture_tobacco,3,3,3
united-states_fruit_orange,3,3,3
nigeria_bird_ostrich,3,2,2
nigeria_education_computer-classes,3,3,3
united-states_education_projector,3,3,5
nigeria_agriculture_fish-farming,1,5,1
nigeria_sport_football,2,5,2
japan_food_ramen,2,2,2
japan_houses_minka,2,4,2
turkey_utensil_cezve,4,2,2
india_flower_Rose,4,4,4
turkey_religion_turbe,1,2,5
brazil_education_national-high-school-exam,3,3,3
turkey_fruit_apple,3,4,3
india_fruit_Lychee,2,2,3
india_clothing_Lehenga,3,3,5
turkey_beverages_turkish-coffee,4,4,4
turkey_utensil_drill,3,3,3
nigeria_fruit_udala,4,3,3
nigeria_bird_guineafowl,3,4,3
turkey_sport_tennis,2,2,2
united-states_agriculture_wheat,4,5,4
turkey_celebrations_republic-day,2,5,1
india_clothing_Kurta,2,2,3
turkey_utensil_hammer,3,3,5
brazil_education_escola,4,4,4
brazil_fruit_jabuticaba,4,4,4
nigeria_mammal_african-forest-elephant,1,1,4
india_mammal_bengal-tiger,2,2,2
united-states_visual-arts_pop-art,2,2,5
brazil_visual-arts_brazilian-street-art,4,4,4
