Key,cap-retrieve,e2e-instruct,cap-edit
united-states_clothing_sneakers,4,4,2
india_visual-arts_Pattachitra,2,2,4
brazil_utensil_wooden-spoon,2,1,2
india_sport_kabaddi,4,4,4
japan_celebrations_koinobori,4,4,4
turkey_houses_mosque,4,4,4
united-states_mammal_american-black-bear,4,4,2
nigeria_mammal_chimpanzee,1,4,4
japan_beverages_barley-tea,4,4,4
brazil_mammal_jaguar,4,2,4
japan_bird_japanese-bush-warbler,4,4,4
japan_food_miso-soup,4,4,4
india_bird_House-sparrow,4,4,4
brazil_food_feijoada,4,4,4
japan_clothing_kimono,4,4,4
brazil_clothing_bikini,4,4,4
nigeria_vegetable_cabbage,4,1,4
japan_vegetable_gobo,4,4,4
japan_clothing_hanten,2,4,4
india_bird_Indian-roller,4,4,2
turkey_clothing_tesettür,4,2,2
nigeria_vegetable_ewedu,4,4,4
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,4,1,4
united-states_bird_blue-jay,4,4,4
united-states_music_jazz,4,4,4
nigeria_celebrations_eyo-festival,3,3,2
turkey_education_quran-course,1,4,4
india_music_harmonium,2,4,4
japan_sport_kendō,2,4,4
brazil_flower_cattleya,4,4,4
united-states_flower_common-sunflower,4,4,1
united-states_celebrations_independence-day,4,4,2
japan_houses_kinkaku-ji,4,4,4
india_food_Biryani,4,4,4
united-states_vegetable_potato,4,2,4
turkey_mammal_angora-goat,1,4,2
japan_beverages_yakult,2,4,3
brazil_utensil_barbecue-grill,4,4,4
united-states_utensil_fork,4,4,2
brazil_bird_tucano,5,4,1
turkey_beverages_turnip-water,4,4,1
nigeria_celebrations_new-yam-festival,1,4,4
united-states_flower_lilium,4,4,4
turkey_education_imam-hatip-high-school,4,4,4
nigeria_houses_yoruba-architecture,4,4,4
united-states_clothing_suit,4,4,4
india_mammal_deer,1,4,4
japan_celebrations_hinamatsuri,4,4,1
united-states_religion_mormonism,2,1,2
turkey_sport_basketball,4,4,4
india_beverages_lassi,4,4,2
turkey_vegetable_eggplant,2,2,4
japan_sport_karate,4,4,4
nigeria_mammal_aardvark,1,5,5
united-states_vegetable_broccoli,4,2,2
brazil_vegetable_cassava,4,4,4
turkey_sport_wrestling,4,4,4
brazil_houses_casas-bahia,4,4,4
japan_fruit_kaki,4,4,4
united-states_beverages_orange-juice,2,4,4
brazil_celebrations_festa-junina,4,4,4
india_houses_Villa,4,4,4
japan_sport_yakyū,3,4,4
united-states_agriculture_dairy-farming,4,2,4
india_clothing_Sari,4,4,4
brazil_agriculture_maize,4,4,2
turkey_houses_konak,4,4,4
united-states_sport_american-football,4,4,4
india_celebrations_Ganesh-Chaturthi,4,4,2
brazil_celebrations_independence-day,4,2,4
united-states_mammal_north-american-beaver,4,4,2
united-states_food_apple-pie,4,4,4
japan_fruit_watermelon,4,2,4
united-states_flower_rose,4,4,4
turkey_beverages_boza,4,1,4
japan_music_visual-kei,4,4,4
brazil_agriculture_sugarcane,4,4,2
nigeria_mammal_greater-cane-rat,2,2,1
japan_music_gagaku,2,2,2
japan_visual-arts_ukiyo-e,2,2,2
japan_education_kyūshoku,4,4,4
nigeria_music_talking-drum,4,4,3
brazil_sport_brazilian-jiu-jitsu,4,4,4
india_music_tabla,4,4,2
united-states_clothing_jeans,4,4,4
united-states_religion_judaism,1,4,4
india_sport_cricket,4,4,4
brazil_mammal_maned-wolf,4,4,4
india_flower_Indian-Lotus,2,4,4
india_mammal_rhinoceros,3,4,4
nigeria_music_afrobeat,2,4,4
india_sport_hockey,4,2,4
nigeria_beverages_palm-wine,4,4,1
japan_mammal_japanese-macaque,5,4,4
nigeria_houses_koutammakou,4,4,4
japan_agriculture_pig-farming,2,3,3
united-states_religion_mainline-protestant,2,4,2
nigeria_vegetable_okra,4,4,4
nigeria_religion_dibia,1,4,4
turkey_houses_villa,4,4,2
brazil_fruit_mango,2,4,4
nigeria_utensil_mortar-and-pestle,4,4,2
turkey_sport_football,2,4,4
japan_flower_fuji,4,4,2
nigeria_sport_boxing,4,4,2
brazil_agriculture_livestock,1,4,4
nigeria_food_akara,4,4,4
brazil_religion_candomblé,4,2,2
india_sport_chess,2,4,4
turkey_mammal_angora-cat,4,4,4
india_utensil_Pressure-Cooker,4,4,4
brazil_education_federal-university-of-rio-de-janeiro,4,2,4
turkey_music_ottoman-music,2,5,2
nigeria_visual-arts_igbo-art,4,4,2
turkey_flower_tulip,2,2,4
turkey_flower_rose,4,4,4
united-states_education_blended-learning,2,1,1
brazil_bird_sabiá-laranjeira,4,4,4
nigeria_fruit_guava,4,4,4
nigeria_clothing_aso-oke,4,4,4
brazil_education_kwl-table,2,2,2
india_houses_Mosque,4,4,4
japan_clothing_yukata,2,4,4
india_food_Tandoori-chicken,4,4,4
india_education_Indian-Institutes-of-Technology,4,2,4
nigeria_vegetable_carrot,4,2,3
japan_flower_hydrangea-macrophylla,4,4,4
united-states_food_hamburger,2,2,4
united-states_mammal_raccoon,4,2,5
brazil_houses_favela,4,1,4
united-states_education_kahoot,2,2,2
turkey_food_börek,4,4,4
india_visual-arts_Kalamkari,2,1,2
united-states_vegetable_kale,4,4,4
brazil_beverages_coconut-water,4,4,4
brazil_vegetable_yam,4,2,4
turkey_vegetable_green-bean,2,4,4
brazil_vegetable_okra,4,2,4
japan_vegetable_shiitake,2,4,4
japan_visual-arts_manga,2,2,2
brazil_music_frevo,2,4,4
india_clothing_Shalwar-kameez,4,4,4
japan_music_taiko,4,4,4
india_sport_badminton,4,4,2
brazil_fruit_pineapple,4,4,2
india_food_Chicken-tikka-masala,4,4,4
india_agriculture_rice-cultivation,2,4,4
japan_visual-arts_origami,2,2,2
nigeria_clothing_boubou,4,2,4
united-states_mammal_white-tailed-deer,2,1,4
brazil_celebrations_new-years-eve,4,2,4
japan_sport_judo,4,4,2
brazil_clothing_shorts,1,4,2
turkey_utensil_sieve,4,1,2
brazil_bird_arara,2,2,4
turkey_houses_yalı,4,4,4
japan_utensil_donabe,4,4,1
nigeria_agriculture_cocoa,4,4,2
nigeria_agriculture_corn-farm,2,2,4
india_religion_Sikhism,4,5,2
india_education_Blackboard,1,4,2
nigeria_visual-arts_pottery,4,4,4
japan_beverages_calpis,4,2,4
turkey_celebrations_national-sovereignty-and-childrens-day,2,4,2
united-states_religion_christianity,4,4,4
nigeria_agriculture_poultry-farming,4,2,4
turkey_vegetable_zucchini,4,4,4
india_religion_Buddhism,2,4,4
brazil_visual-arts_barroco-no-brasil,4,4,4
turkey_visual-arts_paper-marbling,4,2,4
turkey_music_arabesque,4,4,2
united-states_houses_apartment,4,4,4
india_fruit_Papaya,2,2,4
turkey_beverages_ayran,2,4,2
brazil_sport_capoeira,4,2,2
united-states_music_pop-music,5,2,2
india_vegetable_Okra,4,4,4
japan_houses_danchi,2,4,4
united-states_utensil_spoon,4,4,4
nigeria_food_pounded-yam,5,2,4
nigeria_beverages_kunu,2,4,4
united-states_beverages_beer,4,2,2
india_celebrations_Holi,4,4,3
india_agriculture_wheat-farming,4,2,2
nigeria_sport_basketball,4,2,4
india_utensil_Karahi,2,4,4
brazil_food_churrasco,2,4,4
brazil_houses_palafita,4,4,4
united-states_fruit_banana,4,2,2
japan_mammal_ezo-red-fox,2,4,2
japan_fruit_peach,4,4,4
brazil_celebrations_brazilian-carnival,2,4,4
japan_flower_cherry-blossom,3,4,5
united-states_agriculture_cotton,4,4,3
united-states_food_french-fries,2,2,5
india_agriculture_cotton-production,3,4,2
nigeria_houses_residential-estate,4,5,4
nigeria_fruit_mango,4,3,3
turkey_fruit_fig,4,3,2
brazil_beverages_cachaça,5,4,2
japan_music_shamisen,4,4,2
nigeria_houses_igbo-architecture,4,3,5
india_celebrations_Diwali,4,5,4
nigeria_beverages_chapman,3,4,4
turkey_utensil_peşkir,4,2,3
brazil_mammal_capybara,3,4,2
japan_flower_prunus-mume,4,4,2
japan_religion_temizuya,4,4,3
india_utensil_Tava,4,2,3
japan_bird_crow,4,5,5
japan_fruit_kyoho,4,2,4
turkey_religion_alevism,4,5,3
turkey_religion_christianity,3,3,4
nigeria_mammal_bat,4,3,2
united-states_education_boarding-school,4,4,4
united-states_mammal_cougar,3,2,4
turkey_visual-arts_calligraphy,3,4,4
united-states_beverages_coca-cola,2,4,1
united-states_celebrations_thanksgiving,4,3,4
brazil_agriculture_soybean,4,2,2
united-states_music_rock,4,2,3
brazil_beverages_sugarcane-juice,4,5,3
nigeria_education_university-of-port-harcourt,2,4,3
united-states_utensil_spatula,3,3,4
japan_clothing_hakama,4,4,4
japan_bird_house-sparrow,4,4,3
india_vegetable_Cauliflower,4,2,4
brazil_clothing_havaianas,4,4,3
nigeria_sport_running,4,2,4
nigeria_celebrations_durbar-festival,2,3,4
brazil_visual-arts_modernism-in-brazil,5,3,2
japan_education_sotsugyōshiki,4,3,4
turkey_music_qanun,3,2,1
nigeria_celebrations_independence-day-celebration,3,5,2
brazil_utensil_pressure-cooking,2,4,3
nigeria_utensil_cutting-board,4,5,5
japan_agriculture_稲作,3,4,3
united-states_fruit_watermelon,5,4,3
turkey_food_i̇çli-pide,4,4,4
nigeria_flower_orchid,5,5,5
turkey_food_baklava,3,2,4
india_bird_Indian-peafowl,4,3,5
turkey_music_anatolian-rock,4,3,2
india_vegetable_Cabbage,5,5,2
turkey_agriculture_greenhouse,1,3,2
india_fruit_Chikoo,4,5,2
turkey_agriculture_hazelnut-production-in-turkey,4,4,4
united-states_fruit_apple,2,5,2
brazil_visual-arts_graffiti,4,4,5
turkey_clothing_yelek,4,3,5
nigeria_food_amala-and-ewedu,4,3,2
united-states_fruit_blueberry,3,3,5
nigeria_education_igbo-apprentice-system,4,4,4
united-states_houses_townhouse,4,5,2
nigeria_bird_duck,2,4,3
brazil_bird_green-headed-tanager,4,4,2
india_bird_Rose-ringed-parakeet,4,4,4
japan_houses_shinto-shrine,4,2,4
turkey_vegetable_cucumber,4,4,3
brazil_celebrations_congada,4,3,3
nigeria_fruit_pineapple,4,4,3
brazil_clothing_sleeveless-shirt,2,4,3
japan_education_vocational-school,5,4,3
united-states_clothing_down-jacket,4,2,3
turkey_food_kebab,4,4,3
nigeria_beverages_zobo,5,4,4
nigeria_clothing_isiagu,5,5,2
india_utensil_Rolling-pin,5,5,2
turkey_agriculture_tobacco-farming,3,5,5
brazil_bird_great-kiskadee,2,4,5
japan_houses_buddhist-temples-in-japan,5,1,2
japan_vegetable_daikon,5,3,3
united-states_food_hotdog,4,1,2
turkey_flower_begonia,4,4,2
india_religion_Jainism,3,5,4
nigeria_visual-arts_bronze-work,2,3,2
united-states_religion_evangelicalism,4,2,2
india_music_veena,1,3,4
united-states_utensil_table-knife,4,3,4
brazil_music_bossa-nova,1,1,4
japan_utensil_chasen,4,4,4
japan_celebrations_oshōgatsu,5,3,3
india_houses_Bungalow,3,5,3
united-states_visual-arts_abstract-expressionism,4,2,3
japan_agriculture_dairy,3,4,2
turkey_bird_crow,4,4,5
united-states_bird_mourning-dove,4,5,5
turkey_music_baglama,3,1,5
brazil_flower_handroanthus,4,2,5
india_religion_Islam,4,5,4
united-states_vegetable_brussels-sprout,5,4,3
united-states_bird_american-robin,3,5,5
united-states_vegetable_carrot,3,2,1
brazil_clothing_flip-flops,2,2,2
india_fruit_Guava,1,5,5
brazil_food_pão-de-queijo,2,2,2
brazil_flower_heliconia,5,5,5
nigeria_education_university-of-abuja,1,1,1
japan_religion_tera,1,1,1
brazil_food_brigadeiro,1,1,1
united-states_celebrations_new-years-day,1,1,1
brazil_visual-arts_tropicália,1,1,1
united-states_sport_basketball,1,1,1
turkey_fruit_cherry,2,4,1
brazil_houses_colonial-architecture-of-brazil,1,1,1
nigeria_clothing_agbada,3,2,2
nigeria_vegetable_garden-egg,5,2,5
japan_food_mochi,1,2,2
brazil_mammal_giant-anteater,5,5,5
india_music_flute,4,3,4
united-states_sport_baseball,2,1,1
turkey_mammal_red-fox,2,2,5
japan_mammal_common-raccoon-dog,5,2,3
india_agriculture_dairy-farming,4,4,1
india_flower_Marigold,4,4,4
nigeria_religion_hinduism-in-nigeria,4,3,4
nigeria_religion_christianity,5,1,1
united-states_houses_ranch-style-house,5,2,3
turkey_bird_domestic-pigeon,5,5,4
japan_sport_sumo,2,5,1
japan_mammal_japanese-serow,5,5,1
india_vegetable_Eggplant,5,5,5
turkey_vegetable_tomato,1,4,4
turkey_flower_hyacinth,1,5,5
india_visual-arts_Indian-painting,3,3,3
brazil_beverages_caipirinha,3,4,4
india_clothing_Churidar,3,1,5
brazil_flower_jacaranda,3,5,5
united-states_celebrations_halloween,1,2,4
india_celebrations_Eid-al-Fitr,5,5,5
turkey_education_karma-eğitim,1,1,1
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,2,5
turkey_religion_deism,2,4,2
india_food_Dosa,2,2,1
united-states_flower_narcissus,5,5,5
japan_fruit_citrus-unshiu,5,3,3
nigeria_sport_volleyball,2,4,4
brazil_music_música-popular-brasileira,4,4,4
india_agriculture_tea-plantations,2,2,4
brazil_vegetable_pumpkin,5,2,5
united-states_food_fried-chicken,5,2,4
turkey_clothing_kaftan,4,4,1
india_visual-arts_Madhubani-art,5,5,2
nigeria_houses_aso-villa,1,4,4
japan_visual-arts_shodō,2,2,2
turkey_fruit_plum,2,2,2
turkey_visual-arts_anatolian-rug,5,2,4
nigeria_bird_owl,3,4,5
united-states_houses_california-bungalow,3,3,4
turkey_bird_gull,5,1,1
brazil_religion_kardecist-spiritism,5,2,5
nigeria_religion_baháʼí-faith-in-nigeria,4,1,4
nigeria_flower_hibiscus,2,4,2
india_houses_Hut,5,2,5
brazil_mammal_muriqui,3,2,1
india_music_tanpura,3,4,4
japan_education_shukudai,5,2,1
japan_religion_soryo,4,4,1
japan_food_tempura,4,2,2
nigeria_utensil_knife,4,4,4
nigeria_beverages_roselle-juice,5,4,3
brazil_food_coxinha,2,1,1
united-states_bird_american-crow,4,4,3
nigeria_celebrations_ofala-festival,5,2,5
brazil_sport_volleyball,1,5,1
united-states_agriculture_tobacco,4,4,4
united-states_fruit_orange,3,1,3
nigeria_bird_ostrich,4,4,2
nigeria_education_computer-classes,4,4,4
united-states_education_projector,3,3,2
nigeria_agriculture_fish-farming,3,2,1
nigeria_sport_football,2,5,2
japan_food_ramen,3,3,2
japan_houses_minka,2,4,2
turkey_utensil_cezve,4,4,4
india_flower_Rose,4,3,2
turkey_religion_turbe,5,3,5
brazil_education_national-high-school-exam,2,2,3
turkey_fruit_apple,4,2,1
india_fruit_Lychee,4,4,4
india_clothing_Lehenga,4,2,2
turkey_beverages_turkish-coffee,4,3,3
turkey_utensil_drill,4,4,3
nigeria_fruit_udala,2,4,3
nigeria_bird_guineafowl,4,4,2
turkey_sport_tennis,4,4,4
united-states_agriculture_wheat,4,2,1
turkey_celebrations_republic-day,1,5,3
india_clothing_Kurta,2,2,4
turkey_utensil_hammer,2,2,4
brazil_education_escola,5,5,3
brazil_fruit_jabuticaba,4,4,2
nigeria_mammal_african-forest-elephant,3,2,4
india_mammal_bengal-tiger,3,3,4
united-states_visual-arts_pop-art,2,2,2
brazil_visual-arts_brazilian-street-art,5,5,5
