Key,cap-edit,cap-retrieve,e2e-instruct
portugal_religion_nossa-senhora-de-fatima,5,3,1
portugal_fruit_orange,5,5,4
united-states_visual-arts_pop-art,1,2,5
india_fruit_Mango,2,1,5
india_clothing_Shalwar-kameez,2,5,3
japan_food_sushi,3,1,5
nigeria_flower_ixora,5,3,1
portugal_agriculture_salt-pans,1,5,2
portugal_houses_palácio-nacional-de-belém,5,4,3
nigeria_visual-arts_igbo-art,1,5,3
japan_religion_torii,2,5,2
japan_bird_kiji,5,2,3
nigeria_agriculture_corn-farm,4,5,1
nigeria_bird_eagle,5,1,4
nigeria_sport_boxing,1,3,5
india_bird_Indian-roller,2,5,4
united-states_bird_american-crow,2,5,1
united-states_celebrations_thanksgiving,3,5,1
portugal_education_queima-das-fitas,4,1,5
united-states_mammal_white-tailed-deer,3,1,5
portugal_clothing_capote-alentejano,5,3,1
india_education_Central-Board-of-Secondary-Education,1,2,5
portugal_music_pimba,3,5,1
portugal_food_pastel-de-nata,5,1,2
japan_celebrations_coming-of-age-day,3,1,5
united-states_houses_ranch-style-house,2,5,4
brazil_flower_cattleya,3,2,5
india_celebrations_Vijayadashami,3,5,2
japan_clothing_hanten,5,1,2
united-states_education_boarding-school,3,3,5
united-states_houses_california-bungalow,1,3,5
india_food_Biryani,5,1,4
india_visual-arts_Pattachitra,1,3,5
japan_fruit_kyoho,1,3,5
portugal_education_university-of-coimbra,3,5,2
brazil_utensil_barbecue-grill,1,2,5
nigeria_clothing_isiagu,5,4,1
brazil_bird_tucano,2,4,5
portugal_clothing_ribeira,1,5,2
portugal_mammal_iberian-lynx,3,1,5
nigeria_houses_residential-estate,1,5,3
portugal_music_kizomba,1,5,4
united-states_sport_volleyball,2,1,5
united-states_sport_baseball,1,5,3
india_mammal_deer,5,2,1
nigeria_celebrations_ofala-festival,5,2,1
nigeria_food_pounded-yam,5,3,2
united-states_religion_mormonism,5,2,3
india_beverages_lassi,2,3,5
nigeria_education_igbo-apprentice-system,2,1,5
japan_education_sotsugyōshiki,2,3,5
united-states_mammal_north-american-beaver,1,5,3
united-states_agriculture_wheat,2,5,5
brazil_vegetable_cassava,5,1,3
japan_sport_kendō,4,5,1
brazil_houses_casas-bahia,3,5,1
japan_agriculture_pig-farming,1,2,5
portugal_education_blackboard,5,2,3
brazil_celebrations_festa-junina,3,5,1
india_houses_Villa,1,5,2
nigeria_clothing_agbada,3,5,3
nigeria_sport_volleyball,5,2,1
india_clothing_Sari,1,4,5
brazil_agriculture_maize,4,1,5
portugal_flower_girassol,1,5,4
nigeria_utensil_cutting-board,1,5,5
india_celebrations_Ganesh-Chaturthi,5,1,3
brazil_celebrations_independence-day,2,5,1
japan_houses_kinkaku-ji,3,2,5
united-states_food_french-fries,5,2,3
japan_vegetable_gobo,1,5,3
united-states_fruit_watermelon,1,5,2
portugal_vegetable_lettuce,3,2,5
united-states_sport_american-football,1,4,5
brazil_agriculture_sugarcane,1,5,5
nigeria_vegetable_garden-egg,5,3,2
portugal_visual-arts_azulejo,5,2,1
portugal_agriculture_olive-oil-mills,5,1,2
nigeria_music_cultural-dance-troupe,5,2,1
portugal_houses_piódão,1,5,4
brazil_sport_brazilian-jiu-jitsu,5,1,3
japan_clothing_kimono,5,3,4
india_music_tabla,2,5,1
united-states_clothing_cowboy-hat,5,2,2
united-states_religion_evangelicalism,5,2,1
india_sport_cricket,5,1,3
brazil_mammal_maned-wolf,4,1,5
india_flower_Indian-Lotus,5,3,2
india_mammal_rhinoceros,3,1,5
japan_music_idol,1,5,2
india_sport_hockey,1,3,5
japan_vegetable_shiitake,2,1,5
japan_mammal_japanese-macaque,5,1,2
nigeria_sport_football,2,5,4
portugal_sport_canoeing,2,5,1
brazil_fruit_jabuticaba,5,1,2
nigeria_agriculture_poultry-farming,2,5,1
portugal_bird_gull,2,5,1
united-states_flower_tulip,1,2,5
portugal_celebrations_noite-branca,2,1,5
brazil_fruit_mango,5,2,3
portugal_mammal_porco,5,1,2
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,2,5,3
japan_flower_fuji,1,5,3
nigeria_flower_hibiscus,5,2,3
brazil_agriculture_livestock,5,3,1
nigeria_vegetable_okra,1,5,3
brazil_religion_candomblé,1,3,5
india_sport_chess,5,2,2
united-states_celebrations_independence-day,3,2,5
india_utensil_Pressure-Cooker,1,5,3
brazil_education_federal-university-of-rio-de-janeiro,5,2,2
brazil_music_frevo,5,1,4
portugal_education_computer,1,1,5
united-states_houses_apartment,5,1,3
portugal_flower_orquídea,1,5,3
united-states_music_rock,2,5,1
brazil_bird_sabiá-laranjeira,1,5,2
nigeria_food_egusi-soup-and-poundo,1,2,5
united-states_fruit_banana,1,5,2
brazil_education_kwl-table,3,5,4
india_houses_Mosque,1,4,5
japan_clothing_yukata,5,1,4
india_food_Tandoori-chicken,2,5,1
india_education_Indian-Institutes-of-Technology,5,1,2
nigeria_agriculture_cassava,5,1,5
japan_flower_chrysanthemum,4,5,1
united-states_beverages_coffee,5,2,1
united-states_food_hotdog,5,4,5
japan_music_shamisen,5,1,4
brazil_houses_favela,3,1,5
nigeria_vegetable_ewedu,2,5,1
portugal_food_bifana,1,4,5
india_visual-arts_Kalamkari,3,5,2
nigeria_flower_orchid,1,5,4
brazil_beverages_coconut-water,1,3,5
portugal_beverages_poncha,1,2,5
india_bird_Common-myna,5,4,4
india_sport_kabaddi,5,1,2
japan_agriculture_dairy,2,1,5
brazil_fruit_pineapple,1,2,5
india_food_Chicken-tikka-masala,1,3,5
india_agriculture_rice-cultivation,5,1,2
japan_visual-arts_ink-wash-painting,4,5,1
portugal_food_cozido-à-portuguesa,1,5,3
portugal_religion_catholic-church,5,3,1
brazil_celebrations_new-years-eve,3,2,5
japan_sport_sumo,1,5,2
brazil_clothing_shorts,5,1,3
united-states_visual-arts_abstract-expressionism,3,5,2
brazil_bird_arara,1,5,2
portugal_utensil_chave-inglesa,2,5,1
japan_utensil_ohashi,3,2,5
portugal_vegetable_pumpkin,2,1,5
nigeria_utensil_mortar-and-pestle,1,1,5
india_religion_Sikhism,1,5,2
india_education_Blackboard,5,1,2
nigeria_visual-arts_bronze-work,2,2,5
japan_beverages_calpis,3,5,2
portugal_celebrations_carnaval-de-torres-vedras,5,2,1
brazil_visual-arts_brazilian-street-art,1,5,2
nigeria_agriculture_fish-farming,3,2,5
portugal_agriculture_vindima,2,1,5
india_religion_Buddhism,5,2,1
brazil_visual-arts_barroco-no-brasil,5,4,5
nigeria_music_afrobeat,1,5,2
united-states_education_blended-learning,1,5,2
portugal_mammal_arouquesa-bull,1,5,2
india_fruit_Papaya,1,5,3
portugal_clothing_traje-campino-ribatejano,5,2,2
brazil_sport_capoeira,1,5,3
nigeria_vegetable_cabbage,2,5,1
india_vegetable_Okra,2,1,5
japan_houses_danchi,1,2,5
portugal_bird_common-blackbird,1,5,3
nigeria_food_amala-and-ewedu,5,1,5
nigeria_beverages_roselle-juice,5,2,2
united-states_beverages_orange-juice,2,3,5
india_celebrations_Holi,5,3,1
nigeria_vegetable_carrot,5,2,3
india_agriculture_wheat-farming,1,2,5
united-states_sport_golf,3,5,2
india_utensil_Karahi,5,2,1
brazil_food_churrasco,5,1,3
brazil_houses_palafita,2,5,1
united-states_vegetable_brussels-sprout,1,1,5
japan_mammal_ezo-red-fox,5,1,2
japan_fruit_citrus-unshiu,5,2,1
brazil_celebrations_brazilian-carnival,2,5,1
japan_flower_cherry-blossom,2,5,1
united-states_agriculture_maize,5,2,1
united-states_beverages_coca-cola,5,3,4
india_agriculture_cotton-production,2,1,5
nigeria_houses_igbo-architecture,2,5,1
nigeria_fruit_udala,5,2,1
united-states_education_state-school,5,5,3
brazil_beverages_cachaça,1,5,2
japan_music_taiko,1,5,2
nigeria_houses_yoruba-architecture,1,2,5
india_celebrations_Diwali,2,5,1
nigeria_beverages_kunu,2,2,5
portugal_sport_roller-hockey,5,1,2
brazil_mammal_capybara,5,1,2
japan_flower_prunus-mume,3,5,1
japan_religion_tera,3,1,5
india_utensil_Tava,2,2,5
japan_bird_crow,1,5,2
japan_fruit_peach,5,2,2
united-states_bird_american-robin,5,2,1
united-states_bird_bald-eagle,3,5,1
nigeria_mammal_aardvark,3,5,1
united-states_music_pop-music,5,2,1
portugal_mammal_estrela-mountain-dog,1,5,2
portugal_visual-arts_portuguese-pavement,2,5,1
united-states_clothing_sneakers,2,2,5
portugal_sport_handball,1,5,2
brazil_agriculture_soybean,5,2,1
united-states_visual-arts_art-of-the-american-southwest,5,2,3
brazil_beverages_sugarcane-juice,2,5,2
nigeria_education_morning-assembly-at-a-primary-school,3,5,2
united-states_utensil_table-knife,2,5,2
japan_clothing_hakama,5,1,3
japan_bird_house-sparrow,5,2,1
india_vegetable_Cauliflower,5,2,1
brazil_clothing_havaianas,2,1,5
nigeria_utensil_meat-grinder,2,3,5
nigeria_celebrations_eyo-festival,2,5,1
brazil_visual-arts_modernism-in-brazil,5,2,3
japan_education_shukudai,5,2,1
united-states_fruit_orange,5,2,2
nigeria_celebrations_new-yam-festival,2,5,1
brazil_utensil_pressure-cooking,2,5,4
nigeria_utensil_knife,5,2,2
japan_agriculture_fishery,3,2,3
portugal_clothing_caretos-de-podence,5,2,1
portugal_beverages_ginjinha,1,2,5
nigeria_flower_royal-poinciana,2,4,1
portugal_food_bacalhau-à-brás,2,1,5
india_bird_Indian-peafowl,2,1,5
portugal_visual-arts_bordallo-pinheiro,2,2,4
india_vegetable_Cabbage,5,1,2
portugal_utensil_black-pottery-of-bisalhães,1,5,2
india_fruit_Chikoo,2,5,3
united-states_religion_judaism,3,5,1
united-states_flower_lilium,2,5,2
brazil_visual-arts_graffiti,2,1,5
portugal_beverages_espresso,2,1,5
nigeria_mammal_chimpanzee,5,2,1
united-states_vegetable_broccoli,2,5,2
nigeria_celebrations_independence-day-celebration,5,2,1
united-states_flower_narcissus,3,4,1
nigeria_bird_ostrich,1,5,2
brazil_bird_green-headed-tanager,5,2,2
india_bird_Rose-ringed-parakeet,2,1,5
japan_houses_shinto-shrine,5,5,2
portugal_agriculture_cork-oak-plantations,2,4,1
brazil_celebrations_congada,2,5,1
nigeria_fruit_banana,2,2,5
brazil_clothing_sleeveless-shirt,2,2,5
japan_education_kosha,1,5,3
united-states_houses_prairie-school,5,5,3
portugal_food_francesinha,5,1,3
portugal_fruit_grape,2,5,1
nigeria_beverages_chapman,5,2,1
nigeria_beverages_zobo,1,4,2
india_utensil_Rolling-pin,2,5,2
portugal_agriculture_floricultura,1,2,5
brazil_bird_great-kiskadee,2,5,2
japan_houses_buddhist-temples-in-japan,5,2,2
japan_fruit_kaki,2,3,5
united-states_beverages_beer,5,1,2
portugal_flower_magnolia,2,5,2
india_religion_Jainism,5,2,1
nigeria_visual-arts_painting,1,5,2
india_mammal_bengal-tiger,1,2,5
india_music_veena,2,5,3
united-states_utensil_spoon,3,5,2
brazil_music_bossa-nova,2,1,5
japan_utensil_suribachi,2,2,5
japan_celebrations_koinobori,2,5,2
india_houses_Bungalow,2,5,2
united-states_religion_christianity,2,1,5
japan_agriculture_poultry-farming,5,1,3
portugal_bird_carrion-crow,5,1,2
united-states_mammal_raccoon,5,2,1
portugal_music_cante-alentejano,1,5,3
brazil_flower_handroanthus,2,1,5
india_religion_Islam,5,1,4
united-states_religion_mainline-protestant,1,5,5
united-states_mammal_cougar,1,3,5
united-states_agriculture_tobacco,2,5,1
brazil_clothing_flip-flops,1,2,5
india_fruit_Guava,5,4,3
brazil_food_pão-de-queijo,2,3,5
brazil_flower_heliconia,1,3,5
nigeria_education_university-of-port-harcourt,2,5,3
japan_religion_soryo,5,4,1
brazil_food_brigadeiro,3,2,5
united-states_education_kahoot,5,4,2
brazil_visual-arts_tropicália,2,5,1
united-states_celebrations_new-years-day,2,3,5
portugal_fruit_apple,5,2,5
brazil_houses_colonial-architecture-of-brazil,1,5,2
nigeria_clothing_aso-oke,4,5,1
nigeria_fruit_mango,2,5,2
japan_food_mochi,5,2,3
brazil_mammal_giant-anteater,5,2,1
india_music_flute,1,4,5
united-states_vegetable_carrot,5,2,3
portugal_bird_house-sparrow,2,2,5
japan_mammal_common-raccoon-dog,5,1,2
india_agriculture_dairy-farming,2,1,5
india_flower_Marigold,5,2,1
nigeria_religion_dibia,1,4,5
nigeria_religion_hinduism-in-nigeria,5,1,3
united-states_beverages_sweet-tea,2,5,1
portugal_bird_rock-dove,3,3,5
japan_sport_yakyū,5,1,4
japan_mammal_japanese-serow,1,5,4
india_vegetable_Eggplant,2,1,5
portugal_vegetable_zucchini,4,2,5
portugal_flower_bellis-annua,3,1,5
india_visual-arts_Indian-painting,5,1,2
brazil_beverages_caipirinha,5,3,4
india_clothing_Churidar,5,1,5
brazil_flower_jacaranda,5,3,1
united-states_education_projector,2,5,1
india_celebrations_Eid-al-Fitr,1,3,5
portugal_celebrations_festa-dos-tabuleiros,1,3,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,4,1
portugal_religion_christianity,1,5,3
india_food_Dosa,1,5,3
united-states_flower_common-sunflower,2,5,3
japan_fruit_watermelon,5,1,2
nigeria_sport_running,2,5,1
brazil_music_música-popular-brasileira,2,1,5
india_agriculture_tea-plantations,3,5,1
brazil_vegetable_pumpkin,3,5,1
united-states_food_apple-pie,3,2,5
portugal_clothing_camisola-poveira,5,4,1
india_visual-arts_Madhubani-art,5,1,2
nigeria_houses_koutammakou,2,5,1
japan_visual-arts_origami,2,1,5
portugal_fruit_peach,2,5,4
portugal_visual-arts_filigree,1,4,5
japan_religion_temizuya,2,1,5
united-states_houses_townhouse,2,1,5
nigeria_religion_christianity,1,5,2
brazil_religion_kardecist-spiritism,1,3,5
nigeria_religion_islam,1,5,2
nigeria_flower_aloe-vera,2,5,1
india_houses_Hut,2,5,1
brazil_mammal_muriqui,2,3,5
india_music_tanpura,5,2,1
japan_celebrations_hinamatsuri,1,3,5
japan_religion_butsuzō,1,5,2
japan_food_tempura,3,2,5
nigeria_utensil_sieve,2,5,3
nigeria_beverages_palm-wine,5,2,1
brazil_food_coxinha,5,2,2
united-states_bird_blue-jay,2,5,1
nigeria_celebrations_durbar-festival,5,2,1
brazil_sport_volleyball,2,5,1
united-states_agriculture_cotton,5,3,2
united-states_fruit_apple,3,5,2
nigeria_bird_guineafowl,5,3,1
nigeria_education_university-of-abuja,5,1,4
united-states_music_jazz,2,5,1
nigeria_agriculture_cocoa,1,5,2
nigeria_sport_basketball,1,5,3
japan_food_ramen,2,5,3
japan_houses_minka,3,5,2
portugal_utensil_nutcracker,5,2,1
india_flower_Rose,5,3,1
portugal_visual-arts_escultura,3,3,5
brazil_education_national-high-school-exam,5,1,2
portugal_fruit_rocha-pear,2,5,3
india_fruit_Lychee,3,2,5
india_clothing_Lehenga,4,1,5
united-states_music_bluegrass,5,4,1
portugal_beverages_sagres,5,3,3
portugal_utensil_almofariz,5,3,1
nigeria_fruit_guava,1,5,2
nigeria_bird_owl,1,5,2
portugal_sport_association-football,5,3,1
united-states_vegetable_potato,1,5,2
portugal_celebrations_carnaval-de-podence,3,5,1
india_clothing_Kurta,4,2,5
portugal_utensil_wooden-spoon,4,2,5
brazil_education_escola,3,5,2
