Key,e2e-instruct,cap-retrieve,cap-edit
united-states_music_pop-music,1,2,5
turkey_education_karma-eğitim,2,1,4
brazil_fruit_mango,5,1,2
portugal_sport_association-football,1,5,2
turkey_celebrations_republic-day,5,4,2
nigeria_flower_aloe-vera,1,5,5
portugal_flower_magnolia,1,5,2
brazil_agriculture_livestock,5,5,2
turkey_agriculture_hazelnut-production-in-turkey,2,5,5
brazil_religion_candomblé,1,4,5
india_sport_chess,5,4,1
united-states_sport_american-football,1,5,2
india_utensil_Pressure-Cooker,1,5,2
brazil_education_federal-university-of-rio-de-janeiro,5,5,2
brazil_music_frevo,5,2,4
united-states_food_hamburger,4,2,2
turkey_fruit_fig,5,2,2
united-states_vegetable_kale,4,5,5
united-states_visual-arts_mural-painting,4,5,5
brazil_bird_sabiá-laranjeira,1,5,2
portugal_education_computer,2,5,2
portugal_celebrations_carnaval-de-podence,5,2,2
brazil_education_kwl-table,2,5,2
india_houses_Mosque,1,4,5
nigeria_clothing_agbada,5,1,5
india_food_Tandoori-chicken,4,5,4
india_education_Indian-Institutes-of-Technology,5,1,2
united-states_sport_baseball,1,5,2
nigeria_flower_royal-poinciana,2,5,4
united-states_clothing_jeans,4,2,2
turkey_mammal_angora-goat,4,5,1
nigeria_music_talking-drum,5,1,4
brazil_sport_futsal,5,2,1
brazil_religion_catholic-church,4,5,1
brazil_flower_cattleya,2,4,5
turkey_houses_yalı,4,5,2
india_bird_Common-myna,5,4,2
india_sport_kabaddi,5,1,2
nigeria_agriculture_cassava,5,5,5
brazil_fruit_pineapple,1,2,5
india_food_Chicken-tikka-masala,1,4,5
india_agriculture_rice-cultivation,4,5,2
nigeria_visual-arts_pottery,2,5,5
united-states_agriculture_dairy-farming,5,2,2
united-states_education_projector,5,1,2
brazil_celebrations_new-years-eve,4,5,5
nigeria_sport_volleyball,1,5,2
brazil_clothing_shorts,5,2,4
united-states_religion_christianity,2,5,2
brazil_bird_arara,1,5,2
turkey_agriculture_tobacco-farming,5,5,5
nigeria_utensil_mortar-and-pestle,1,2,5
portugal_sport_roller-hockey,5,2,1
turkey_mammal_angora-cat,2,1,5
india_religion_Sikhism,1,5,2
india_education_Blackboard,5,1,4
united-states_food_fried-chicken,1,4,5
nigeria_beverages_palm-wine,2,5,1
turkey_education_imam-hatip-high-school,2,4,5
brazil_visual-arts_brazilian-street-art,1,5,5
portugal_utensil_wooden-spoon,5,5,4
turkey_utensil_peşkir,1,5,4
india_religion_Buddhism,5,2,1
brazil_visual-arts_barroco-no-brasil,5,4,5
portugal_visual-arts_azulejo,2,5,1
turkey_religion_christianity,1,5,2
turkey_utensil_drill,5,1,2
india_fruit_Papaya,1,5,2
turkey_houses_konak,2,5,2
turkey_vegetable_green-bean,4,1,5
brazil_sport_capoeira,1,5,4
portugal_agriculture_olive-oil-mills,2,5,1
india_vegetable_Okra,2,1,5
nigeria_houses_yoruba-architecture,1,4,5
turkey_mammal_red-fox,2,5,2
portugal_mammal_iberian-lynx,5,1,2
portugal_beverages_poncha,5,1,4
united-states_clothing_sneakers,2,1,5
india_celebrations_Holi,5,4,1
portugal_vegetable_potato,5,4,1
india_agriculture_wheat-farming,1,2,5
portugal_celebrations_carnaval-de-torres-vedras,1,1,5
india_utensil_Karahi,5,2,1
brazil_food_churrasco,5,1,2
brazil_houses_palafita,3,5,2
united-states_religion_judaism,4,3,5
nigeria_mammal_greater-cane-rat,5,4,3
nigeria_fruit_pineapple,5,2,2
brazil_celebrations_brazilian-carnival,4,5,1
nigeria_flower_ixora,4,5,1
united-states_utensil_fork,5,2,1
united-states_clothing_suit,2,3,5
india_agriculture_cotton-production,2,2,5
portugal_houses_piódão,3,5,4
portugal_fruit_grape,5,2,1
turkey_agriculture_olive,2,1,5
brazil_beverages_cachaça,1,5,3
nigeria_music_jazz,1,5,3
portugal_houses_palácio-nacional-de-belém,2,2,5
india_celebrations_Diwali,3,5,1
portugal_beverages_port-wine,3,1,5
turkey_sport_wrestling,5,4,1
brazil_mammal_capybara,5,2,2
nigeria_flower_hibiscus,1,5,2
nigeria_religion_dibia,3,4,5
india_utensil_Tava,2,1,5
nigeria_bird_ostrich,2,5,3
nigeria_fruit_guava,5,2,1
united-states_mammal_white-tailed-deer,1,2,5
united-states_bird_american-robin,2,5,4
portugal_bird_house-sparrow,2,5,1
united-states_visual-arts_street-art,5,3,1
turkey_vegetable_tomato,5,2,2
turkey_religion_islam,5,4,1
united-states_celebrations_new-years-day,5,5,3
turkey_sport_tennis,1,5,3
brazil_agriculture_soybean,5,3,1
united-states_religion_mormonism,5,3,4
brazil_beverages_sugarcane-juice,2,5,1
portugal_education_cartilha-maternal,4,5,1
united-states_sport_basketball,3,1,5
nigeria_clothing_aso-oke,5,1,2
nigeria_bird_eagle,5,2,1
india_vegetable_Cauliflower,5,2,1
brazil_clothing_havaianas,3,5,5
portugal_utensil_almofariz,2,3,5
portugal_sport_tennis,3,5,1
brazil_visual-arts_modernism-in-brazil,5,2,4
nigeria_celebrations_independence-day-celebration,5,3,2
turkey_visual-arts_graffiti,2,5,1
portugal_celebrations_noite-branca,3,5,4
brazil_utensil_pressure-cooking,2,1,5
portugal_utensil_chave-inglesa,5,2,2
nigeria_agriculture_cocoa,5,1,5
turkey_houses_apartment,5,3,3
turkey_clothing_turkish-salvar,5,4,2
portugal_flower_bellis-annua,5,4,1
turkey_food_börek,2,1,5
india_bird_Indian-peafowl,2,1,5
united-states_houses_california-bungalow,3,5,3
india_vegetable_Cabbage,5,1,2
turkey_sport_basketball,3,5,1
india_fruit_Chikoo,1,5,3
turkey_sport_football,2,5,2
united-states_fruit_watermelon,1,5,2
brazil_visual-arts_graffiti,2,1,5
turkey_beverages_turkish-coffee,2,1,5
portugal_mammal_estrela-mountain-dog,5,3,4
united-states_agriculture_cotton,2,5,1
portugal_celebrations_festa-dos-tabuleiros,5,4,2
united-states_flower_tulip,3,4,3
portugal_bird_gull,1,5,2
brazil_bird_green-headed-tanager,5,3,3
india_bird_Rose-ringed-parakeet,2,1,5
nigeria_houses_residential-estate,5,4,4
united-states_music_jazz,5,3,2
brazil_celebrations_congada,2,5,1
portugal_flower_orquídea,1,3,5
brazil_clothing_sleeveless-shirt,2,2,5
nigeria_education_morning-assembly-at-a-primary-school,2,5,2
united-states_flower_narcissus,5,4,1
turkey_food_simit,5,1,3
turkey_fruit_cherry,4,5,4
portugal_beverages_sagres,5,5,3
portugal_beverages_ginjinha,2,5,4
india_utensil_Rolling-pin,3,5,1
united-states_visual-arts_abstract-expressionism,2,3,5
brazil_bird_great-kiskadee,2,5,2
nigeria_houses_koutammakou,5,2,3
nigeria_fruit_mango,2,2,5
united-states_beverages_coca-cola,2,5,5
turkey_flower_bellis-perennis,2,5,4
india_religion_Jainism,5,1,3
portugal_visual-arts_bordallo-pinheiro,1,5,4
india_mammal_bengal-tiger,4,3,5
india_music_veena,1,5,3
united-states_utensil_table-knife,2,5,2
brazil_music_bossa-nova,2,2,5
nigeria_utensil_knife,2,4,5
nigeria_sport_boxing,1,5,3
india_houses_Bungalow,3,5,4
brazil_education_escola,2,5,2
nigeria_agriculture_corn-farm,5,2,3
portugal_religion_catholic-church,5,1,4
united-states_mammal_north-american-beaver,5,3,4
united-states_music_bluegrass,3,5,4
brazil_flower_handroanthus,3,4,5
india_religion_Islam,5,3,2
united-states_agriculture_tobacco,5,3,1
united-states_food_apple-pie,1,3,4
united-states_utensil_spatula,1,5,2
brazil_clothing_flip-flops,1,2,5
india_fruit_Guava,5,4,1
brazil_food_pão-de-queijo,1,3,5
brazil_flower_heliconia,3,3,5
portugal_education_queima-das-fitas,2,5,3
nigeria_religion_baháʼí-faith-in-nigeria,4,2,1
brazil_food_brigadeiro,3,1,5
united-states_education_boarding-school,2,5,4
brazil_visual-arts_tropicália,2,5,3
united-states_celebrations_independence-day,5,3,1
turkey_flower_begonia,1,2,5
brazil_houses_colonial-architecture-of-brazil,1,5,3
portugal_clothing_camisola-poveira,3,5,2
portugal_fruit_peach,2,5,1
nigeria_food_nigeria-jollof-rice-and-chicken-meat,5,2,5
brazil_mammal_giant-anteater,5,2,2
india_music_flute,1,3,5
united-states_agriculture_wheat,3,5,1
turkey_bird_mallard,1,2,5
nigeria_mammal_bat,5,5,2
india_agriculture_dairy-farming,2,1,5
india_flower_Marigold,5,3,1
portugal_religion_christianity,1,4,5
portugal_religion_judaísmo,5,1,3
united-states_beverages_orange-juice,2,5,1
turkey_bird_greater-flamingo,2,1,5
nigeria_sport_running,5,1,2
nigeria_mammal_aardvark,1,5,3
india_vegetable_Eggplant,2,1,5
turkey_vegetable_zucchini,1,3,5
turkey_flower_tulip,4,1,5
india_visual-arts_Indian-painting,5,2,4
brazil_beverages_caipirinha,5,4,5
india_clothing_Churidar,5,2,5
brazil_flower_jacaranda,5,4,1
united-states_education_blended-learning,2,5,4
india_celebrations_Eid-al-Fitr,2,3,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,3,2,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,5,3,2
turkey_religion_turbe,1,5,4
india_food_Dosa,1,5,4
united-states_fruit_apple,5,5,3
nigeria_fruit_banana,5,1,2
portugal_utensil_black-pottery-of-bisalhães,3,5,1
brazil_music_música-popular-brasileira,2,2,5
india_agriculture_tea-plantations,3,5,2
brazil_vegetable_pumpkin,3,5,1
united-states_mammal_american-black-bear,2,2,5
turkey_clothing_yelek,3,2,4
india_visual-arts_Madhubani-art,5,2,3
portugal_clothing_caretos-de-podence,3,5,1
nigeria_visual-arts_igbo-art,3,1,5
turkey_fruit_apple,1,5,2
turkey_music_arabesque,1,3,5
nigeria_religion_hinduism-in-nigeria,3,1,5
united-states_houses_apartment,2,3,5
portugal_religion_orthodoxy,5,5,4
brazil_religion_kardecist-spiritism,2,4,5
portugal_visual-arts_portuguese-pavement,2,5,3
portugal_houses_palácio-de-cristal,4,5,5
india_houses_Hut,3,4,4
brazil_mammal_muriqui,3,1,5
india_music_tanpura,5,3,2
nigeria_celebrations_new-yam-festival,1,4,5
nigeria_religion_islam,1,5,2
nigeria_food_akara,3,1,5
portugal_utensil_nutcracker,2,5,1
portugal_food_bifana,5,3,1
brazil_food_coxinha,5,1,3
united-states_bird_mourning-dove,3,5,1
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,4,3
brazil_sport_volleyball,3,5,2
united-states_vegetable_potato,5,1,2
united-states_fruit_banana,1,5,3
portugal_bird_carrion-crow,5,2,3
portugal_education_university-of-coimbra,5,3,3
united-states_music_rock,5,3,2
portugal_agriculture_vindima,3,5,3
portugal_sport_handball,2,5,4
nigeria_food_amala-and-ewedu,1,5,4
nigeria_houses_aso-villa,3,5,1
turkey_agriculture_greenhouse,5,2,2
india_flower_Rose,5,4,1
turkey_visual-arts_anatolian-rug,1,4,5
brazil_education_national-high-school-exam,5,2,3
turkey_fruit_watermelon,3,5,4
india_fruit_Lychee,2,5,5
india_clothing_Lehenga,4,2,5
united-states_music_country,5,3,2
turkey_beverages_turnip-water,5,1,3
turkey_utensil_sieve,5,3,1
portugal_fruit_rocha-pear,2,5,3
nigeria_religion_christianity,2,5,3
turkey_sport_volleyball,5,3,2
united-states_vegetable_carrot,4,5,4
turkey_celebrations_national-sovereignty-and-childrens-day,3,5,2
