Key,e2e-instruct,cap-retrieve,cap-edit
india_education_Vedas,1,1,5
brazil_religion_umbanda,5,1,1
united-states_bird_blue-jay,3,4,4
portugal_fruit_apple,5,2,2
brazil_beverages_mate,5,1,1
india_vegetable_Spinach,5,5,5
united-states_bird_bald-eagle,5,2,2
portugal_clothing_traje-campino-ribatejano,1,5,1
nigeria_sport_basketball,1,5,4
turkey_visual-arts_paper-marbling,1,1,5
india_education_gurukula,1,1,5
turkey_visual-arts_calligraphy,5,1,1
portugal_food_cozido-à-portuguesa,5,2,2
portugal_fruit_orange,5,5,5
india_beverages_nimbu-paani,2,2,2
nigeria_clothing_wrapper,5,1,4
portugal_education_blackboard,5,5,1
brazil_sport_association-football,4,5,4
united-states_religion_evangelicalism,4,4,4
turkey_visual-arts_ottoman-miniature,5,1,1
india_mammal_elephant,4,4,3
united-states_food_hotdog,4,5,4
nigeria_food_pounded-yam,1,1,4
brazil_vegetable_potato,5,5,5
nigeria_music_traditional-flute-player,1,5,1
turkey_food_baklava,5,1,1
brazil_flower_bromelia,1,3,5
portugal_vegetable_beterraba,2,3,4
nigeria_visual-arts_bronze-work,1,5,1
nigeria_vegetable_garden-egg,4,1,5
nigeria_education_igbo-apprentice-system,1,1,1
brazil_music_samba,1,1,5
brazil_vegetable_okra,5,5,5
nigeria_bird_owl,5,5,5
portugal_vegetable_pumpkin,5,5,5
turkey_celebrations_eid-al-adha,2,2,2
portugal_visual-arts_escultura,2,4,4
nigeria_utensil_meat-grinder,1,5,1
turkey_religion_deism,4,4,1
india_food_Samosa,1,1,1
turkey_utensil_hammer,2,4,2
india_mammal_langur-monkey,5,5,5
brazil_mammal_jaguar,4,4,5
portugal_religion_nossa-senhora-de-fatima,5,1,1
india_flower_Jasmine,4,4,5
portugal_clothing_capote-alentejano,4,4,4
brazil_religion_protestantism-in-brazil,4,1,1
portugal_agriculture_cork-oak-plantations,1,1,5
nigeria_beverages_roselle-juice,5,1,1
united-states_flower_common-sunflower,3,1,2
india_flower_Hibiscus,1,1,5
india_utensil_Skimmer,1,1,4
portugal_clothing_ribeira,5,1,3
brazil_education_whiteboard,1,1,5
portugal_beverages_espresso,5,3,3
india_visual-arts_Pattachitra,1,4,5
india_education_Central-Board-of-Secondary-Education,1,1,3
turkey_vegetable_eggplant,2,3,1
turkey_bird_crow,1,1,4
india_bird_House-sparrow,1,5,1
brazil_utensil_mortar-and-pestle,5,3,1
portugal_mammal_red-squirrel,2,1,1
nigeria_celebrations_ofala-festival,1,1,5
united-states_houses_ranch-style-house,4,4,4
portugal_music_cante-alentejano,1,1,5
nigeria_mammal_african-forest-elephant,1,1,3
brazil_utensil_wooden-spoon,1,4,2
united-states_food_french-fries,5,1,1
nigeria_music_cultural-dance-troupe,1,5,2
united-states_sport_volleyball,4,4,5
india_fruit_Mango,1,1,1
india_clothing_Shalwar-kameez,2,2,2
nigeria_education_university-of-abuja,2,5,1
nigeria_vegetable_cabbage,1,1,3
turkey_religion_alevism,1,4,1
turkey_clothing_kaftan,5,2,3
turkey_music_qanun,1,3,5
brazil_houses_favela,1,1,2
united-states_beverages_sweet-tea,3,5,3
portugal_agriculture_floricultura,1,3,1
nigeria_utensil_cutting-board,1,3,1
portugal_music_kizomba,3,1,1
india_bird_Indian-roller,1,1,1
turkey_mammal_kangal-shepherd-dog,1,2,1
turkey_beverages_rakı,2,4,2
turkey_education_cram-school,1,3,1
united-states_celebrations_halloween,1,1,2
turkey_houses_mosque,1,3,3
india_music_harmonium,5,1,1
turkey_music_anatolian-rock,1,4,1
india_visual-arts_Kalamkari,3,4,1
nigeria_education_university-of-port-harcourt,1,1,5
nigeria_agriculture_poultry-farming,1,1,5
portugal_bird_common-blackbird,1,1,1
india_celebrations_Vijayadashami,1,4,1
turkey_utensil_cezve,1,2,4
united-states_visual-arts_pop-art,4,1,3
united-states_fruit_orange,1,1,1
nigeria_vegetable_okra,1,3,1
india_food_Biryani,5,1,2
india_religion_Hinduism,1,1,4
nigeria_vegetable_ewedu,1,1,1
united-states_visual-arts_art-of-the-american-southwest,2,5,1
brazil_utensil_barbecue-grill,1,1,5
turkey_music_baglama,1,4,1
brazil_bird_tucano,1,1,1
turkey_clothing_fez,5,1,3
portugal_music_pimba,1,1,4
portugal_flower_dianthus-caryophyllus,2,1,1
united-states_vegetable_broccoli,5,1,3
turkey_beverages_ayran,1,5,1
united-states_mammal_raccoon,4,4,4
india_mammal_deer,1,2,1
united-states_vegetable_brussels-sprout,5,1,1
portugal_food_pastel-de-nata,1,1,5
turkey_celebrations_ramadan,1,1,1
india_beverages_lassi,1,3,4
nigeria_fruit_udala,1,1,4
turkey_bird_gull,1,2,1
brazil_beverages_coconut-water,1,2,4
united-states_agriculture_maize,1,1,3
brazil_vegetable_cassava,4,1,1
nigeria_celebrations_eyo-festival,4,4,5
brazil_houses_casas-bahia,1,3,1
nigeria_utensil_sieve,1,1,2
turkey_music_ottoman-music,5,1,2
brazil_celebrations_festa-junina,2,4,1
india_houses_Villa,1,5,4
nigeria_clothing_isiagu,1,5,1
turkey_mammal_roe-deer,1,4,1
india_clothing_Sari,2,2,5
brazil_agriculture_maize,2,1,3
turkey_flower_hyacinth,1,4,1
united-states_education_state-school,2,1,4
india_celebrations_Ganesh-Chaturthi,4,2,3
brazil_celebrations_independence-day,1,5,1
nigeria_beverages_chapman,1,5,1
nigeria_beverages_kunu,2,5,1
united-states_sport_golf,4,3,4
united-states_beverages_coffee,5,4,3
portugal_mammal_arouquesa-bull,2,1,4
united-states_fruit_blueberry,4,1,1
turkey_clothing_tesettür,1,1,1
portugal_music_cavaquinho,1,5,1
brazil_agriculture_sugarcane,1,1,5
portugal_food_francesinha,1,1,4
turkey_beverages_boza,1,1,5
turkey_agriculture_wheat,3,3,3
nigeria_vegetable_carrot,1,2,4
portugal_food_bacalhau-à-brás,2,1,4
brazil_sport_brazilian-jiu-jitsu,5,1,1
nigeria_clothing_boubou,2,2,1
united-states_flower_rose,2,1,2
nigeria_flower_orchid,2,5,2
india_music_tabla,1,5,1
united-states_houses_prairie-school,3,4,4
india_clothing_Kurta,1,1,5
india_sport_cricket,1,3,3
brazil_mammal_maned-wolf,2,4,1
india_flower_Indian-Lotus,3,4,5
india_mammal_rhinoceros,1,1,5
nigeria_visual-arts_painting,1,2,5
india_sport_hockey,1,1,5
nigeria_agriculture_fish-farming,1,1,1
nigeria_mammal_chimpanzee,5,3,5
portugal_flower_girassol,4,4,4
nigeria_sport_football,2,2,3
brazil_fruit_jabuticaba,5,3,5
portugal_agriculture_salt-pans,4,3,5
turkey_bird_domestic-pigeon,5,5,5
united-states_music_pop-music,2,4,4
turkey_education_karma-eğitim,4,2,5
brazil_fruit_mango,5,1,1
portugal_sport_association-football,1,4,2
turkey_celebrations_republic-day,4,1,1
nigeria_flower_aloe-vera,1,5,3
portugal_flower_magnolia,3,5,3
brazil_agriculture_livestock,5,4,2
turkey_agriculture_hazelnut-production-in-turkey,1,5,4
brazil_religion_candomblé,1,2,5
india_sport_chess,5,2,1
united-states_sport_american-football,1,3,1
india_utensil_Pressure-Cooker,1,5,1
brazil_education_federal-university-of-rio-de-janeiro,5,5,2
brazil_music_frevo,5,1,4
united-states_food_hamburger,4,2,1
turkey_fruit_fig,1,4,4
united-states_vegetable_kale,3,2,4
united-states_visual-arts_mural-painting,1,5,5
brazil_bird_sabiá-laranjeira,3,2,3
portugal_education_computer,2,4,2
portugal_celebrations_carnaval-de-podence,5,1,1
brazil_education_kwl-table,1,5,1
india_houses_Mosque,1,1,5
nigeria_clothing_agbada,5,1,2
india_food_Tandoori-chicken,1,5,1
india_education_Indian-Institutes-of-Technology,5,3,3
united-states_sport_baseball,4,5,4
nigeria_flower_royal-poinciana,3,5,4
united-states_clothing_jeans,2,2,2
turkey_mammal_angora-goat,1,5,1
nigeria_music_talking-drum,5,1,4
brazil_sport_futsal,5,2,2
brazil_religion_catholic-church,1,5,1
brazil_flower_cattleya,4,2,5
turkey_houses_yalı,3,5,3
india_bird_Common-myna,5,2,3
india_sport_kabaddi,5,2,2
nigeria_agriculture_cassava,1,4,3
brazil_fruit_pineapple,1,1,4
india_food_Chicken-tikka-masala,1,1,5
india_agriculture_rice-cultivation,4,5,1
nigeria_visual-arts_pottery,1,3,3
united-states_agriculture_dairy-farming,4,1,1
united-states_education_projector,1,1,1
brazil_celebrations_new-years-eve,3,4,5
nigeria_sport_volleyball,2,4,2
brazil_clothing_shorts,4,2,3
united-states_religion_christianity,1,5,1
brazil_bird_arara,1,4,1
turkey_agriculture_tobacco-farming,4,5,4
nigeria_utensil_mortar-and-pestle,2,5,1
portugal_sport_roller-hockey,4,1,1
turkey_mammal_angora-cat,3,3,5
india_religion_Sikhism,1,5,1
india_education_Blackboard,5,1,2
united-states_food_fried-chicken,1,4,5
nigeria_beverages_palm-wine,1,1,1
turkey_education_imam-hatip-high-school,3,1,5
brazil_visual-arts_brazilian-street-art,1,1,1
portugal_utensil_wooden-spoon,2,4,3
turkey_utensil_peşkir,1,5,4
india_religion_Buddhism,5,4,2
brazil_visual-arts_barroco-no-brasil,2,1,5
portugal_visual-arts_azulejo,1,5,1
turkey_religion_christianity,1,1,1
turkey_utensil_drill,5,3,3
india_fruit_Papaya,1,5,1
turkey_houses_konak,1,5,4
turkey_vegetable_green-bean,4,3,5
brazil_sport_capoeira,1,5,2
portugal_agriculture_olive-oil-mills,1,5,1
india_vegetable_Okra,4,4,5
nigeria_houses_yoruba-architecture,1,1,5
turkey_mammal_red-fox,4,5,4
portugal_mammal_iberian-lynx,4,1,1
portugal_beverages_poncha,5,1,1
united-states_clothing_sneakers,1,1,4
india_celebrations_Holi,4,1,1
portugal_vegetable_potato,3,1,1
india_agriculture_wheat-farming,1,2,4
portugal_celebrations_carnaval-de-torres-vedras,1,1,1
india_utensil_Karahi,5,1,1
brazil_food_churrasco,5,2,2
brazil_houses_palafita,1,1,1
united-states_religion_judaism,1,1,3
nigeria_mammal_greater-cane-rat,2,2,2
nigeria_fruit_pineapple,1,1,1
brazil_celebrations_brazilian-carnival,1,5,1
nigeria_flower_ixora,1,2,1
united-states_utensil_fork,5,2,2
united-states_clothing_suit,1,4,5
india_agriculture_cotton-production,3,3,3
portugal_houses_piódão,4,5,1
portugal_fruit_grape,4,4,4
turkey_agriculture_olive,2,2,5
brazil_beverages_cachaça,1,5,5
nigeria_music_jazz,1,1,3
portugal_houses_palácio-nacional-de-belém,2,2,5
india_celebrations_Diwali,1,4,1
portugal_beverages_port-wine,4,3,5
turkey_sport_wrestling,5,4,3
brazil_mammal_capybara,5,5,3
nigeria_flower_hibiscus,2,5,2
nigeria_religion_dibia,4,2,5
india_utensil_Tava,3,3,3
nigeria_bird_ostrich,1,4,1
nigeria_fruit_guava,3,2,2
united-states_mammal_white-tailed-deer,4,4,3
united-states_bird_american-robin,3,3,3
portugal_bird_house-sparrow,3,3,3
united-states_visual-arts_street-art,4,2,2
turkey_vegetable_tomato,5,5,5
turkey_religion_islam,3,1,2
united-states_celebrations_new-years-day,1,2,4
turkey_sport_tennis,3,5,3
brazil_agriculture_soybean,1,1,1
united-states_religion_mormonism,1,1,1
brazil_beverages_sugarcane-juice,3,3,3
portugal_education_cartilha-maternal,1,1,1
united-states_sport_basketball,3,3,5
nigeria_clothing_aso-oke,5,1,1
nigeria_bird_eagle,5,3,2
india_vegetable_Cauliflower,5,4,4
brazil_clothing_havaianas,3,5,5
portugal_utensil_almofariz,3,2,5
portugal_sport_tennis,3,5,3
brazil_visual-arts_modernism-in-brazil,5,1,4
nigeria_celebrations_independence-day-celebration,1,1,1
turkey_visual-arts_graffiti,2,5,2
portugal_celebrations_noite-branca,4,5,3
brazil_utensil_pressure-cooking,3,3,4
portugal_utensil_chave-inglesa,4,3,3
nigeria_agriculture_cocoa,4,3,3
turkey_houses_apartment,3,2,2
turkey_clothing_turkish-salvar,5,2,1
portugal_flower_bellis-annua,5,5,3
turkey_food_börek,3,3,4
india_bird_Indian-peafowl,1,1,4
united-states_houses_california-bungalow,1,5,3
india_vegetable_Cabbage,3,3,3
turkey_sport_basketball,2,5,2
india_fruit_Chikoo,1,1,1
turkey_sport_football,1,2,1
united-states_fruit_watermelon,4,4,4
brazil_visual-arts_graffiti,1,1,1
turkey_beverages_turkish-coffee,1,1,4
portugal_mammal_estrela-mountain-dog,4,3,3
united-states_agriculture_cotton,2,4,2
portugal_celebrations_festa-dos-tabuleiros,4,1,1
united-states_flower_tulip,3,3,3
portugal_bird_gull,1,1,1
brazil_bird_green-headed-tanager,5,2,2
india_bird_Rose-ringed-parakeet,3,3,4
nigeria_houses_residential-estate,5,2,2
united-states_music_jazz,5,2,2
brazil_celebrations_congada,2,5,1
portugal_flower_orquídea,3,3,4
brazil_clothing_sleeveless-shirt,2,2,5
nigeria_education_morning-assembly-at-a-primary-school,1,2,1
united-states_flower_narcissus,5,4,3
turkey_food_simit,5,1,1
turkey_fruit_cherry,2,5,3
portugal_beverages_sagres,5,3,4
portugal_beverages_ginjinha,1,5,4
india_utensil_Rolling-pin,2,2,2
united-states_visual-arts_abstract-expressionism,1,1,5
brazil_bird_great-kiskadee,3,3,3
nigeria_houses_koutammakou,1,1,1
nigeria_fruit_mango,1,1,3
united-states_beverages_coca-cola,3,1,5
turkey_flower_bellis-perennis,3,5,2
india_religion_Jainism,3,4,4
portugal_visual-arts_bordallo-pinheiro,1,1,1
india_mammal_bengal-tiger,1,1,1
india_music_veena,1,1,1
united-states_utensil_table-knife,3,3,3
brazil_music_bossa-nova,1,1,5
nigeria_utensil_knife,4,4,5
nigeria_sport_boxing,1,5,3
india_houses_Bungalow,5,5,2
brazil_education_escola,4,4,4
nigeria_agriculture_corn-farm,1,1,1
portugal_religion_catholic-church,4,1,1
united-states_mammal_north-american-beaver,1,1,1
united-states_music_bluegrass,3,5,1
brazil_flower_handroanthus,5,1,5
india_religion_Islam,5,1,1
united-states_agriculture_tobacco,3,2,3
united-states_food_apple-pie,1,1,4
united-states_utensil_spatula,3,3,2
brazil_clothing_flip-flops,3,3,3
india_fruit_Guava,4,3,3
brazil_food_pão-de-queijo,1,1,3
brazil_flower_heliconia,3,3,5
portugal_education_queima-das-fitas,1,5,2
nigeria_religion_baháʼí-faith-in-nigeria,1,1,1
brazil_food_brigadeiro,3,3,4
united-states_education_boarding-school,1,1,4
brazil_visual-arts_tropicália,1,1,1
united-states_celebrations_independence-day,5,3,2
turkey_flower_begonia,3,3,3
brazil_houses_colonial-architecture-of-brazil,1,5,1
portugal_clothing_camisola-poveira,1,4,1
portugal_fruit_peach,4,4,4
nigeria_food_nigeria-jollof-rice-and-chicken-meat,4,1,4
brazil_mammal_giant-anteater,1,1,1
india_music_flute,3,3,5
united-states_agriculture_wheat,3,3,3
turkey_bird_mallard,4,4,5
nigeria_mammal_bat,5,3,3
india_agriculture_dairy-farming,2,2,5
india_flower_Marigold,3,3,3
portugal_religion_christianity,1,1,1
portugal_religion_judaísmo,5,1,1
united-states_beverages_orange-juice,3,3,3
turkey_bird_greater-flamingo,2,2,5
nigeria_sport_running,4,1,2
nigeria_mammal_aardvark,2,5,1
india_vegetable_Eggplant,3,3,4
turkey_vegetable_zucchini,3,3,3
turkey_flower_tulip,3,3,5
india_visual-arts_Indian-painting,5,1,5
brazil_beverages_caipirinha,5,3,1
india_clothing_Churidar,2,1,5
brazil_flower_jacaranda,5,3,3
united-states_education_blended-learning,2,3,3
india_celebrations_Eid-al-Fitr,1,1,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,1,1,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,1,1
turkey_religion_turbe,1,4,3
india_food_Dosa,1,1,1
united-states_fruit_apple,5,4,5
nigeria_fruit_banana,5,2,2
portugal_utensil_black-pottery-of-bisalhães,1,5,1
brazil_music_música-popular-brasileira,1,1,5
india_agriculture_tea-plantations,1,4,1
brazil_vegetable_pumpkin,3,4,3
united-states_mammal_american-black-bear,3,3,4
turkey_clothing_yelek,3,3,3
india_visual-arts_Madhubani-art,5,1,1
portugal_clothing_caretos-de-podence,1,5,1
nigeria_visual-arts_igbo-art,1,1,3
turkey_fruit_apple,4,3,4
turkey_music_arabesque,5,4,5
nigeria_religion_hinduism-in-nigeria,1,1,5
united-states_houses_apartment,3,3,1
portugal_religion_orthodoxy,1,5,1
brazil_religion_kardecist-spiritism,4,4,5
portugal_visual-arts_portuguese-pavement,1,3,1
portugal_houses_palácio-de-cristal,4,5,1
india_houses_Hut,3,5,3
brazil_mammal_muriqui,4,3,1
india_music_tanpura,5,3,3
nigeria_celebrations_new-yam-festival,1,1,4
nigeria_religion_islam,1,1,1
nigeria_food_akara,2,2,5
portugal_utensil_nutcracker,3,2,3
portugal_food_bifana,5,3,3
brazil_food_coxinha,5,3,3
united-states_bird_mourning-dove,3,3,3
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,3,1
brazil_sport_volleyball,3,5,3
united-states_vegetable_potato,5,3,3
united-states_fruit_banana,3,1,3
portugal_bird_carrion-crow,3,3,3
portugal_education_university-of-coimbra,1,4,4
united-states_music_rock,3,1,1
portugal_agriculture_vindima,1,3,1
portugal_sport_handball,1,4,3
nigeria_food_amala-and-ewedu,1,1,1
nigeria_houses_aso-villa,3,5,3
turkey_agriculture_greenhouse,5,3,3
india_flower_Rose,5,3,3
turkey_visual-arts_anatolian-rug,1,5,5
brazil_education_national-high-school-exam,4,2,2
turkey_fruit_watermelon,3,4,3
india_fruit_Lychee,3,4,3
india_clothing_Lehenga,5,1,5
united-states_music_country,1,1,1
turkey_beverages_turnip-water,4,1,1
turkey_utensil_sieve,3,3,3
portugal_fruit_rocha-pear,4,4,3
nigeria_religion_christianity,1,5,4
turkey_sport_volleyball,3,5,3
united-states_vegetable_carrot,3,5,3
turkey_celebrations_national-sovereignty-and-childrens-day,3,5,1
