Key,e2e-instruct,cap-retrieve,cap-edit
india_visual-arts_Kalamkari,4,5,5
nigeria_education_university-of-port-harcourt,5,5,5
nigeria_agriculture_poultry-farming,5,5,5
portugal_bird_common-blackbird,5,5,5
india_celebrations_Vijayadashami,5,5,5
turkey_utensil_cezve,5,4,5
united-states_visual-arts_pop-art,5,2,2
united-states_fruit_orange,5,5,5
nigeria_vegetable_okra,5,5,3
india_food_Biryani,5,5,4
india_religion_Hinduism,5,5,5
nigeria_vegetable_ewedu,5,5,5
united-states_visual-arts_art-of-the-american-southwest,4,5,5
brazil_utensil_barbecue-grill,5,5,5
turkey_music_baglama,5,5,5
brazil_bird_tucano,5,5,2
turkey_clothing_fez,5,5,5
portugal_music_pimba,3,3,5
portugal_flower_dianthus-caryophyllus,5,5,5
united-states_vegetable_broccoli,2,5,2
turkey_beverages_ayran,5,5,4
united-states_mammal_raccoon,4,5,5
india_mammal_deer,3,5,5
united-states_vegetable_brussels-sprout,5,5,5
portugal_food_pastel-de-nata,5,3,5
turkey_celebrations_ramadan,5,5,5
india_beverages_lassi,5,5,5
nigeria_fruit_udala,5,4,5
turkey_bird_gull,5,5,5
brazil_beverages_coconut-water,5,3,5
united-states_agriculture_maize,5,5,5
brazil_vegetable_cassava,5,5,3
nigeria_celebrations_eyo-festival,2,5,5
brazil_houses_casas-bahia,3,5,5
nigeria_utensil_sieve,5,5,2
turkey_music_ottoman-music,5,3,3
brazil_celebrations_festa-junina,3,5,3
india_houses_Villa,5,5,4
nigeria_clothing_isiagu,3,5,5
turkey_mammal_roe-deer,5,3,5
india_clothing_Sari,2,2,5
brazil_agriculture_maize,5,4,5
turkey_flower_hyacinth,5,5,3
united-states_education_state-school,3,5,5
india_celebrations_Ganesh-Chaturthi,5,5,4
brazil_celebrations_independence-day,3,5,5
nigeria_beverages_chapman,5,5,5
nigeria_beverages_kunu,5,5,5
united-states_sport_golf,5,5,3
united-states_beverages_coffee,5,5,5
portugal_mammal_arouquesa-bull,2,5,5
united-states_fruit_blueberry,2,5,5
turkey_clothing_tesettür,5,5,5
portugal_music_cavaquinho,5,5,5
brazil_agriculture_sugarcane,5,5,5
portugal_food_francesinha,5,5,5
turkey_beverages_boza,5,5,5
turkey_agriculture_wheat,5,4,5
nigeria_vegetable_carrot,4,2,5
portugal_food_bacalhau-à-brás,3,5,5
brazil_sport_brazilian-jiu-jitsu,5,5,4
nigeria_clothing_boubou,3,3,4
united-states_flower_rose,5,2,5
nigeria_flower_orchid,5,5,4
india_music_tabla,5,5,5
united-states_houses_prairie-school,5,5,5
india_clothing_Kurta,2,2,4
india_sport_cricket,4,4,4
brazil_mammal_maned-wolf,4,3,4
india_flower_Indian-Lotus,4,4,2
india_mammal_rhinoceros,5,5,5
nigeria_visual-arts_painting,4,4,2
india_sport_hockey,5,5,4
nigeria_agriculture_fish-farming,2,3,4
nigeria_mammal_chimpanzee,5,5,5
portugal_flower_girassol,4,4,4
nigeria_sport_football,5,4,5
brazil_fruit_jabuticaba,5,5,5
portugal_agriculture_salt-pans,2,2,5
turkey_bird_domestic-pigeon,5,5,5
united-states_music_pop-music,5,5,5
turkey_education_karma-eğitim,5,5,5
brazil_fruit_mango,5,5,5
portugal_sport_association-football,5,5,5
turkey_celebrations_republic-day,5,2,5
nigeria_flower_aloe-vera,5,5,5
portugal_flower_magnolia,5,5,5
brazil_agriculture_livestock,5,5,4
turkey_agriculture_hazelnut-production-in-turkey,2,4,5
brazil_religion_candomblé,5,2,5
india_sport_chess,5,2,5
united-states_sport_american-football,5,5,5
india_utensil_Pressure-Cooker,5,5,5
brazil_education_federal-university-of-rio-de-janeiro,5,4,5
brazil_music_frevo,5,5,2
united-states_food_hamburger,5,4,2
turkey_fruit_fig,5,5,5
united-states_vegetable_kale,5,5,5
united-states_visual-arts_mural-painting,3,5,5
brazil_bird_sabiá-laranjeira,5,5,5
portugal_education_computer,5,5,5
portugal_celebrations_carnaval-de-podence,5,4,4
brazil_education_kwl-table,2,5,5
india_houses_Mosque,5,5,5
nigeria_clothing_agbada,5,5,2
india_food_Tandoori-chicken,2,5,5
india_education_Indian-Institutes-of-Technology,5,5,5
united-states_sport_baseball,5,5,4
nigeria_flower_royal-poinciana,5,5,2
united-states_clothing_jeans,5,5,5
turkey_mammal_angora-goat,5,4,5
nigeria_music_talking-drum,5,5,2
brazil_sport_futsal,4,5,5
brazil_religion_catholic-church,4,5,5
brazil_flower_cattleya,5,2,5
turkey_houses_yalı,2,5,2
india_bird_Common-myna,5,2,5
india_sport_kabaddi,4,5,4
nigeria_agriculture_cassava,5,2,5
brazil_fruit_pineapple,5,5,5
india_food_Chicken-tikka-masala,4,5,5
india_agriculture_rice-cultivation,5,2,5
nigeria_visual-arts_pottery,5,5,1
united-states_agriculture_dairy-farming,5,2,2
united-states_education_projector,5,5,4
brazil_celebrations_new-years-eve,5,2,5
nigeria_sport_volleyball,5,5,4
brazil_clothing_shorts,5,4,4
united-states_religion_christianity,5,5,5
brazil_bird_arara,5,5,5
turkey_agriculture_tobacco-farming,5,5,2
nigeria_utensil_mortar-and-pestle,5,2,5
portugal_sport_roller-hockey,5,2,5
turkey_mammal_angora-cat,5,5,5
india_religion_Sikhism,5,5,2
india_education_Blackboard,5,5,1
united-states_food_fried-chicken,5,5,5
nigeria_beverages_palm-wine,5,5,5
turkey_education_imam-hatip-high-school,2,3,5
brazil_visual-arts_brazilian-street-art,5,5,5
portugal_utensil_wooden-spoon,2,5,5
turkey_utensil_peşkir,5,5,5
india_religion_Buddhism,5,4,5
brazil_visual-arts_barroco-no-brasil,2,4,5
portugal_visual-arts_azulejo,5,5,5
turkey_religion_christianity,5,5,5
turkey_utensil_drill,4,5,5
india_fruit_Papaya,5,5,1
turkey_houses_konak,5,5,5
turkey_vegetable_green-bean,4,5,5
brazil_sport_capoeira,5,5,2
portugal_agriculture_olive-oil-mills,5,5,5
india_vegetable_Okra,5,5,5
nigeria_houses_yoruba-architecture,2,2,5
turkey_mammal_red-fox,5,5,4
portugal_mammal_iberian-lynx,5,5,5
portugal_beverages_poncha,5,5,1
united-states_clothing_sneakers,5,5,5
india_celebrations_Holi,5,5,5
portugal_vegetable_potato,5,1,5
india_agriculture_wheat-farming,5,4,5
portugal_celebrations_carnaval-de-torres-vedras,2,5,5
india_utensil_Karahi,5,5,5
brazil_food_churrasco,5,5,5
brazil_houses_palafita,4,5,5
united-states_religion_judaism,2,3,4
nigeria_mammal_greater-cane-rat,5,1,5
nigeria_fruit_pineapple,3,5,1
brazil_celebrations_brazilian-carnival,3,5,5
nigeria_flower_ixora,1,5,5
united-states_utensil_fork,4,4,5
united-states_clothing_suit,4,4,5
india_agriculture_cotton-production,5,5,5
portugal_houses_piódão,4,5,3
portugal_fruit_grape,2,5,5
turkey_agriculture_olive,5,5,4
brazil_beverages_cachaça,5,5,4
nigeria_music_jazz,5,5,2
portugal_houses_palácio-nacional-de-belém,5,5,5
india_celebrations_Diwali,3,4,5
portugal_beverages_port-wine,3,5,5
turkey_sport_wrestling,4,2,5
brazil_mammal_capybara,5,5,2
nigeria_flower_hibiscus,5,5,5
nigeria_religion_dibia,3,3,3
india_utensil_Tava,5,5,3
nigeria_bird_ostrich,5,5,3
nigeria_fruit_guava,5,3,5
united-states_mammal_white-tailed-deer,5,5,3
united-states_bird_american-robin,5,5,3
portugal_bird_house-sparrow,5,3,5
united-states_visual-arts_street-art,5,5,5
turkey_vegetable_tomato,4,5,3
turkey_religion_islam,4,1,5
united-states_celebrations_new-years-day,2,1,4
turkey_sport_tennis,5,5,2
brazil_agriculture_soybean,5,4,5
united-states_religion_mormonism,3,3,3
brazil_beverages_sugarcane-juice,5,3,5
portugal_education_cartilha-maternal,3,3,4
united-states_sport_basketball,2,5,5
nigeria_clothing_aso-oke,5,5,4
nigeria_bird_eagle,5,5,2
india_vegetable_Cauliflower,5,5,5
brazil_clothing_havaianas,5,3,5
portugal_utensil_almofariz,2,2,5
portugal_sport_tennis,3,5,5
brazil_visual-arts_modernism-in-brazil,5,2,2
nigeria_celebrations_independence-day-celebration,3,2,2
turkey_visual-arts_graffiti,3,5,5
portugal_celebrations_noite-branca,3,5,1
brazil_utensil_pressure-cooking,3,5,5
portugal_utensil_chave-inglesa,4,3,2
nigeria_agriculture_cocoa,4,5,2
turkey_houses_apartment,4,2,2
turkey_clothing_turkish-salvar,5,2,4
portugal_flower_bellis-annua,3,5,5
turkey_food_börek,3,3,5
india_bird_Indian-peafowl,2,5,5
united-states_houses_california-bungalow,3,4,2
india_vegetable_Cabbage,3,5,5
turkey_sport_basketball,1,5,5
india_fruit_Chikoo,5,5,1
turkey_sport_football,4,5,3
united-states_fruit_watermelon,5,5,5
brazil_visual-arts_graffiti,4,5,4
turkey_beverages_turkish-coffee,2,5,5
portugal_mammal_estrela-mountain-dog,5,1,1
united-states_agriculture_cotton,3,5,5
portugal_celebrations_festa-dos-tabuleiros,4,3,4
united-states_flower_tulip,3,3,2
portugal_bird_gull,5,5,3
brazil_bird_green-headed-tanager,4,4,4
india_bird_Rose-ringed-parakeet,5,5,4
nigeria_houses_residential-estate,5,3,3
united-states_music_jazz,5,3,2
brazil_celebrations_congada,3,5,5
portugal_flower_orquídea,5,5,5
brazil_clothing_sleeveless-shirt,2,4,5
nigeria_education_morning-assembly-at-a-primary-school,3,4,3
united-states_flower_narcissus,4,3,5
turkey_food_simit,4,5,1
turkey_fruit_cherry,5,5,1
portugal_beverages_sagres,5,1,4
portugal_beverages_ginjinha,4,5,4
india_utensil_Rolling-pin,4,5,5
united-states_visual-arts_abstract-expressionism,3,2,5
brazil_bird_great-kiskadee,4,4,2
nigeria_houses_koutammakou,4,4,3
nigeria_fruit_mango,5,2,3
united-states_beverages_coca-cola,3,1,5
turkey_flower_bellis-perennis,5,5,1
india_religion_Jainism,3,5,3
portugal_visual-arts_bordallo-pinheiro,5,5,1
india_mammal_bengal-tiger,1,2,5
india_music_veena,5,3,2
united-states_utensil_table-knife,5,5,5
brazil_music_bossa-nova,2,2,5
nigeria_utensil_knife,4,3,5
nigeria_sport_boxing,5,5,2
india_houses_Bungalow,5,4,2
brazil_education_escola,3,5,2
nigeria_agriculture_corn-farm,3,3,3
portugal_religion_catholic-church,4,5,3
united-states_mammal_north-american-beaver,2,1,1
united-states_music_bluegrass,2,5,1
brazil_flower_handroanthus,5,2,5
india_religion_Islam,5,3,2
united-states_agriculture_tobacco,5,4,5
united-states_food_apple-pie,5,4,4
united-states_utensil_spatula,5,5,3
brazil_clothing_flip-flops,5,5,5
india_fruit_Guava,1,3,5
brazil_food_pão-de-queijo,5,3,4
brazil_flower_heliconia,5,3,5
portugal_education_queima-das-fitas,4,4,3
nigeria_religion_baháʼí-faith-in-nigeria,5,3,5
brazil_food_brigadeiro,4,5,5
united-states_education_boarding-school,5,5,2
brazil_visual-arts_tropicália,3,4,2
united-states_celebrations_independence-day,5,4,5
turkey_flower_begonia,5,5,5
brazil_houses_colonial-architecture-of-brazil,5,3,3
portugal_clothing_camisola-poveira,3,4,3
portugal_fruit_peach,5,3,5
nigeria_food_nigeria-jollof-rice-and-chicken-meat,4,4,2
brazil_mammal_giant-anteater,1,2,2
india_music_flute,5,4,4
united-states_agriculture_wheat,1,4,5
turkey_bird_mallard,5,4,5
nigeria_mammal_bat,3,1,5
india_agriculture_dairy-farming,3,5,5
india_flower_Marigold,5,4,5
portugal_religion_christianity,5,3,5
portugal_religion_judaísmo,5,5,3
united-states_beverages_orange-juice,5,5,5
turkey_bird_greater-flamingo,3,5,5
nigeria_sport_running,3,5,3
nigeria_mammal_aardvark,5,4,3
india_vegetable_Eggplant,4,5,4
turkey_vegetable_zucchini,5,4,4
turkey_flower_tulip,3,5,5
india_visual-arts_Indian-painting,5,4,4
brazil_beverages_caipirinha,5,4,1
india_clothing_Churidar,1,4,5
brazil_flower_jacaranda,5,5,5
united-states_education_blended-learning,4,5,2
india_celebrations_Eid-al-Fitr,4,3,5
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,3,2,5
india_visual-arts_Sculpture-in-the-Indian-subcontinent,4,2,5
turkey_religion_turbe,5,5,3
india_food_Dosa,5,5,3
united-states_fruit_apple,4,1,4
nigeria_fruit_banana,5,5,4
portugal_utensil_black-pottery-of-bisalhães,2,5,5
brazil_music_música-popular-brasileira,4,4,5
india_agriculture_tea-plantations,3,3,3
brazil_vegetable_pumpkin,2,3,5
united-states_mammal_american-black-bear,3,3,3
turkey_clothing_yelek,4,5,4
india_visual-arts_Madhubani-art,1,4,2
portugal_clothing_caretos-de-podence,2,5,5
nigeria_visual-arts_igbo-art,3,5,5
turkey_fruit_apple,5,3,3
turkey_music_arabesque,5,4,5
nigeria_religion_hinduism-in-nigeria,3,5,5
united-states_houses_apartment,4,2,5
portugal_religion_orthodoxy,1,5,1
brazil_religion_kardecist-spiritism,5,3,5
portugal_visual-arts_portuguese-pavement,5,1,3
portugal_houses_palácio-de-cristal,3,5,2
india_houses_Hut,3,5,3
brazil_mammal_muriqui,4,5,1
india_music_tanpura,2,4,5
nigeria_celebrations_new-yam-festival,5,2,5
nigeria_religion_islam,5,5,3
nigeria_food_akara,4,5,5
portugal_utensil_nutcracker,3,4,5
portugal_food_bifana,5,4,5
brazil_food_coxinha,5,5,4
united-states_bird_mourning-dove,4,5,5
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,5,3,3
brazil_sport_volleyball,3,5,3
united-states_vegetable_potato,5,5,5
united-states_fruit_banana,5,3,3
portugal_bird_carrion-crow,1,3,2
portugal_education_university-of-coimbra,5,3,3
united-states_music_rock,5,3,4
portugal_agriculture_vindima,2,3,2
portugal_sport_handball,4,5,2
nigeria_food_amala-and-ewedu,5,5,3
nigeria_houses_aso-villa,2,5,5
turkey_agriculture_greenhouse,4,3,3
india_flower_Rose,5,4,5
turkey_visual-arts_anatolian-rug,5,5,5
brazil_education_national-high-school-exam,5,4,3
turkey_fruit_watermelon,3,5,1
india_fruit_Lychee,5,2,5
india_clothing_Lehenga,4,4,5
united-states_music_country,5,2,4
turkey_beverages_turnip-water,5,5,3
turkey_utensil_sieve,5,4,5
portugal_fruit_rocha-pear,4,4,3
nigeria_religion_christianity,4,4,3
turkey_sport_volleyball,2,3,3
united-states_vegetable_carrot,1,5,3
turkey_celebrations_national-sovereignty-and-childrens-day,3,5,4
