Key,e2e-instruct,cap-retrieve,cap-edit
united-states_visual-arts_mural-painting,2,3,2
turkey_mammal_angora-goat,3,2,2
portugal_religion_nossa-senhora-de-fatima,3,3,3
turkey_clothing_tesettür,3,3,3
brazil_fruit_mango,3,3,3
portugal_agriculture_salt-pans,3,3,3
turkey_utensil_cezve,2,2,3
japan_flower_fuji,2,2,2
united-states_houses_prairie-school,4,3,3
portugal_celebrations_festa-dos-tabuleiros,5,1,1
portugal_fruit_apple,2,3,3
brazil_religion_candomblé,3,3,5
india_sport_chess,3,2,2
portugal_utensil_chave-inglesa,3,3,3
india_utensil_Pressure-Cooker,2,3,2
united-states_religion_judaism,2,2,5
japan_visual-arts_shodō,5,3,1
portugal_music_cante-alentejano,3,3,3
turkey_houses_apartment,3,3,3
turkey_houses_konak,3,3,3
united-states_education_kahoot,5,2,2
brazil_bird_sabiá-laranjeira,3,2,3
portugal_mammal_estrela-mountain-dog,4,3,3
turkey_fruit_watermelon,3,3,3
brazil_education_kwl-table,3,3,3
india_houses_Mosque,3,3,3
japan_clothing_yukata,3,3,3
india_food_Tandoori-chicken,3,1,3
india_education_Indian-Institutes-of-Technology,5,3,3
portugal_vegetable_pumpkin,2,2,2
japan_flower_chrysanthemum,2,3,2
united-states_mammal_north-american-beaver,2,2,3
portugal_religion_judaísmo,3,2,2
brazil_houses_favela,3,3,3
united-states_education_boarding-school,4,3,3
turkey_mammal_angora-cat,2,3,2
india_visual-arts_Kalamkari,2,2,2
united-states_vegetable_potato,3,3,3
brazil_beverages_coconut-water,3,3,3
brazil_vegetable_yam,3,4,3
turkey_music_ottoman-music,1,4,3
brazil_vegetable_okra,3,2,3
japan_vegetable_wasabi,3,3,3
japan_music_gagaku,2,5,2
brazil_music_frevo,3,2,2
india_clothing_Shalwar-kameez,2,5,2
japan_music_visual-kei,1,1,3
india_sport_badminton,1,1,1
turkey_visual-arts_calligraphy,5,2,2
brazil_agriculture_livestock,5,3,3
united-states_religion_christianity,3,2,2
japan_clothing_hanten,2,3,3
india_agriculture_rice-cultivation,3,3,3
japan_visual-arts_ink-wash-painting,2,5,2
portugal_clothing_camisola-poveira,3,3,3
turkey_food_börek,2,2,3
brazil_celebrations_new-years-eve,2,2,2
japan_sport_sumo,1,3,1
brazil_clothing_shorts,3,1,3
turkey_agriculture_hazelnut-production-in-turkey,3,3,3
brazil_bird_arara,3,5,3
turkey_houses_mosque,1,1,1
japan_utensil_ohashi,2,2,3
portugal_agriculture_cork-oak-plantations,3,3,3
portugal_vegetable_beterraba,3,3,3
india_religion_Sikhism,1,3,3
india_education_Blackboard,3,3,3
portugal_music_fado-de-lisboa,3,3,3
japan_beverages_calpis,2,2,2
united-states_education_state-school,2,2,2
united-states_religion_mainline-protestant,1,1,5
portugal_vegetable_zucchini,3,3,2
turkey_fruit_fig,3,2,2
india_religion_Buddhism,5,2,2
brazil_visual-arts_barroco-no-brasil,1,1,1
portugal_visual-arts_escultura,1,1,3
turkey_education_cram-school,1,4,3
portugal_utensil_black-pottery-of-bisalhães,3,3,3
india_fruit_Papaya,3,3,3
turkey_beverages_turnip-water,3,3,3
brazil_sport_capoeira,1,3,3
portugal_fruit_grape,3,1,1
india_vegetable_Okra,3,3,3
japan_houses_danchi,2,2,2
united-states_music_jazz,3,2,2
portugal_food_cozido-à-portuguesa,3,2,2
portugal_beverages_port-wine,5,2,2
united-states_food_apple-pie,2,3,2
india_celebrations_Holi,5,2,2
india_agriculture_wheat-farming,3,3,3
united-states_bird_bald-eagle,4,2,2
india_utensil_Karahi,3,3,3
brazil_food_churrasco,3,2,2
brazil_houses_palafita,3,1,3
united-states_flower_rose,2,2,2
japan_mammal_ezo-red-fox,3,1,3
japan_fruit_citrus-unshiu,5,3,3
brazil_celebrations_brazilian-carnival,2,2,1
united-states_religion_mormonism,4,2,2
united-states_vegetable_kale,3,2,2
united-states_mammal_american-black-bear,1,1,1
india_agriculture_cotton-production,5,5,5
portugal_houses_casas-típicas-de-santana,1,5,1
portugal_fruit_orange,1,1,1
turkey_vegetable_cucumber,1,1,1
brazil_beverages_cachaça,1,1,1
japan_music_taiko,5,1,5
portugal_houses_piódão,1,1,1
india_celebrations_Diwali,1,5,1
portugal_beverages_sagres,1,1,1
turkey_agriculture_tobacco-farming,1,1,1
brazil_mammal_capybara,1,1,1
japan_flower_prunus-mume,1,5,1
japan_religion_tera,5,1,1
india_utensil_Tava,1,1,5
japan_bird_crow,1,1,1
japan_fruit_peach,1,1,1
turkey_visual-arts_ottoman-miniature,1,1,5
turkey_visual-arts_paper-marbling,1,1,1
portugal_mammal_porco,1,5,1
united-states_celebrations_independence-day,1,1,1
turkey_bird_greater-flamingo,1,1,1
turkey_music_baglama,5,1,1
united-states_food_hamburger,1,1,1
turkey_agriculture_olive,1,1,1
brazil_agriculture_soybean,1,1,1
united-states_education_blended-learning,1,1,1
brazil_beverages_sugarcane-juice,1,1,1
portugal_education_university-of-coimbra,1,1,1
united-states_agriculture_wheat,1,1,1
japan_clothing_hakama,1,1,1
japan_bird_house-sparrow,1,1,1
india_vegetable_Cauliflower,5,1,1
brazil_clothing_havaianas,1,1,1
portugal_sport_roller-hockey,1,1,1
portugal_celebrations_carnaval-de-podence,5,5,5
brazil_visual-arts_modernism-in-brazil,1,1,1
japan_education_shukudai,1,1,1
turkey_education_quran-course,1,1,1
portugal_celebrations_carnaval-de-torres-vedras,1,1,1
brazil_utensil_pressure-cooking,1,1,1
portugal_utensil_almofariz,1,1,1
japan_agriculture_fishery,1,1,1
turkey_beverages_boza,1,1,1
turkey_food_simit,1,1,1
portugal_flower_orquídea,1,1,1
india_bird_Indian-peafowl,1,1,5
turkey_education_boğaziçi-university,1,1,1
india_vegetable_Cabbage,1,1,1
united-states_mammal_white-tailed-deer,1,1,1
india_fruit_Chikoo,1,1,1
turkey_vegetable_zucchini,1,1,1
united-states_clothing_down-jacket,1,1,1
brazil_visual-arts_graffiti,1,1,1
portugal_mammal_iberian-lynx,1,1,1
united-states_flower_tulip,1,1,1
portugal_education_cartilha-maternal,1,1,1
united-states_clothing_suit,1,1,5
portugal_bird_common-blackbird,1,1,1
brazil_bird_green-headed-tanager,1,1,1
india_bird_Rose-ringed-parakeet,1,1,1
japan_houses_shinto-shrine,1,1,1
united-states_celebrations_thanksgiving,1,1,1
brazil_celebrations_congada,1,5,1
portugal_fruit_rocha-pear,1,1,1
brazil_clothing_sleeveless-shirt,1,1,1
japan_education_kosha,1,1,1
united-states_beverages_coca-cola,1,1,1
turkey_food_kebab,1,1,1
portugal_beverages_ginjinha,1,1,1
portugal_beverages_espresso,1,1,1
india_utensil_Rolling-pin,1,1,1
turkey_vegetable_green-bean,1,1,1
brazil_bird_great-kiskadee,1,1,1
japan_houses_buddhist-temples-in-japan,1,1,1
japan_fruit_kaki,1,1,1
turkey_flower_begonia,1,5,1
india_religion_Jainism,5,1,1
portugal_visual-arts_portuguese-pavement,1,5,1
united-states_visual-arts_abstract-expressionism,1,1,3
india_music_veena,5,1,5
united-states_vegetable_carrot,1,1,1
brazil_music_bossa-nova,1,1,1
japan_utensil_suribachi,1,1,1
japan_celebrations_koinobori,1,1,1
india_houses_Bungalow,1,1,1
united-states_visual-arts_street-art,1,1,1
japan_agriculture_poultry-farming,1,1,1
turkey_bird_crow,1,1,1
turkey_religion_christianity,1,1,1
united-states_food_french-fries,1,1,1
brazil_flower_handroanthus,1,1,1
india_religion_Islam,1,1,1
united-states_fruit_watermelon,1,1,1
united-states_beverages_sweet-tea,1,1,1
united-states_fruit_blueberry,1,1,1
brazil_clothing_flip-flops,1,1,1
india_fruit_Guava,1,1,1
brazil_food_pão-de-queijo,1,1,1
brazil_flower_heliconia,1,1,1
portugal_education_computer,1,1,1
japan_religion_soryo,4,2,4
brazil_food_brigadeiro,2,2,2
united-states_sport_basketball,2,3,4
brazil_visual-arts_tropicália,2,3,2
united-states_utensil_tongs,2,2,4
turkey_fruit_cherry,2,1,2
brazil_houses_colonial-architecture-of-brazil,1,1,1
portugal_clothing_capote-alentejano,2,4,1
portugal_vegetable_lettuce,1,5,4
japan_food_mochi,1,1,1
brazil_mammal_giant-anteater,1,1,1
india_music_flute,3,2,1
united-states_flower_common-sunflower,1,4,1
turkey_mammal_red-fox,1,1,4
japan_mammal_common-raccoon-dog,4,1,1
india_agriculture_dairy-farming,1,1,4
india_flower_Marigold,1,1,1
portugal_religion_orthodoxy,1,1,4
portugal_religion_catholic-church,1,1,1
united-states_mammal_cougar,1,1,1
turkey_bird_domestic-pigeon,1,1,4
japan_sport_yakyū,4,1,1
japan_mammal_japanese-serow,1,4,1
india_vegetable_Eggplant,1,1,4
turkey_vegetable_tomato,2,4,4
turkey_flower_hyacinth,1,1,4
india_visual-arts_Indian-painting,4,1,1
brazil_beverages_caipirinha,4,1,1
india_clothing_Churidar,1,1,4
brazil_flower_jacaranda,2,1,1
united-states_sport_volleyball,1,4,1
india_celebrations_Eid-al-Fitr,1,1,4
turkey_education_karma-eğitim,1,1,4
india_visual-arts_Sculpture-in-the-Indian-subcontinent,1,1,2
turkey_religion_deism,1,4,1
india_food_Dosa,1,1,1
united-states_houses_apartment,1,1,1
japan_fruit_watermelon,4,4,4
portugal_sport_handball,1,1,1
brazil_music_música-popular-brasileira,1,1,4
india_agriculture_tea-plantations,2,4,2
brazil_vegetable_pumpkin,1,4,1
united-states_food_fried-chicken,4,2,4
turkey_clothing_kaftan,4,2,2
india_visual-arts_Madhubani-art,1,1,1
portugal_houses_aldeias-do-xisto,1,4,1
japan_visual-arts_origami,1,1,5
turkey_fruit_plum,1,2,4
turkey_visual-arts_anatolian-rug,2,2,4
japan_religion_temizuya,1,1,4
united-states_houses_california-bungalow,2,2,4
turkey_bird_gull,1,4,1
brazil_religion_kardecist-spiritism,1,1,4
portugal_religion_christianity,4,2,2
portugal_flower_girassol,1,4,1
india_houses_Hut,4,4,4
brazil_mammal_muriqui,1,1,1
india_music_tanpura,4,2,2
japan_celebrations_hinamatsuri,2,2,4
japan_religion_butsuzō,2,4,2
japan_food_tempura,1,1,4
portugal_utensil_wooden-spoon,4,1,1
portugal_beverages_poncha,4,1,1
brazil_food_coxinha,4,1,1
united-states_bird_american-crow,2,4,1
portugal_celebrations_noite-branca,4,1,1
brazil_sport_volleyball,1,4,4
united-states_agriculture_dairy-farming,4,4,3
united-states_vegetable_brussels-sprout,2,4,4
portugal_bird_gull,4,4,2
portugal_education_blackboard,2,2,2
united-states_celebrations_halloween,1,1,1
portugal_agriculture_floricultura,1,4,1
portugal_sport_canoeing,2,4,2
japan_food_ramen,2,2,4
japan_houses_minka,2,4,2
turkey_utensil_sieve,4,2,2
india_flower_Rose,4,1,1
turkey_religion_turbe,2,2,4
brazil_education_national-high-school-exam,4,1,1
turkey_fruit_apple,1,1,1
india_fruit_Lychee,1,1,1
india_clothing_Lehenga,1,1,4
turkey_beverages_turkish-coffee,1,1,1
turkey_sport_football,1,1,1
portugal_fruit_peach,1,1,1
portugal_bird_carrion-crow,2,4,1
turkey_sport_tennis,4,2,2
united-states_agriculture_tobacco,4,2,2
turkey_celebrations_republic-day,2,4,2
india_clothing_Kurta,1,2,4
turkey_utensil_drill,1,1,4
brazil_education_escola,1,4,1
brazil_fruit_jabuticaba,1,1,1
portugal_mammal_red-squirrel,1,1,1
india_mammal_bengal-tiger,1,1,1
united-states_visual-arts_art-of-the-american-southwest,1,1,4
brazil_visual-arts_brazilian-street-art,1,1,1
japan_flower_cherry-blossom,1,4,1
united-states_houses_townhouse,4,2,2
brazil_education_federal-university-of-rio-de-janeiro,1,1,1
turkey_visual-arts_graffiti,4,1,1
